,sLapDistance,xCarX,xCarY,aYaw,vCar
00:13.6,725.91,250.01,120.05,-137.41,124.49
00:13.7,727.63,251.28,121.2,-136.07,122.56
00:13.8,729.32,252.51,122.36,-134.62,120.6
00:13.8,730.98,253.68,123.54,-133.06,118.69
00:13.9,732.62,254.81,124.72,-131.75,116.85
00:13.9,734.23,255.89,125.92,-130.6,115.18
00:14.0,735.81,256.93,127.12,-129.14,113.76
00:14.0,737.39,257.93,128.33,-127.43,112.65
00:14.1,738.94,258.89,129.56,-125.76,111.72
00:14.1,740.49,259.81,130.8,-124.02,110.94
00:14.2,742.02,260.69,132.06,-122.23,110.28
00:14.2,743.55,261.53,133.33,-120.49,109.68
00:14.3,745.07,262.33,134.63,-118.6,109.21
00:14.3,746.58,263.08,135.94,-116.77,108.82
00:14.3,748.09,263.8,137.27,-115.09,108.43
00:14.4,749.59,264.48,138.61,-113.45,108.02
00:14.5,751.09,265.11,139.96,-111.7,107.61
00:14.5,752.58,265.7,141.34,-109.86,107.49
00:14.6,754.07,266.25,142.72,-108.46,107.62
00:14.6,755.57,266.76,144.13,-107.43,107.94
00:14.6,757.07,267.22,145.56,-106.39,108.19
00:14.7,758.57,267.65,147,-105.13,108.25
00:14.7,760.08,268.03,148.46,-103.61,108.4
00:14.8,761.59,268.38,149.92,-102.07,108.77
00:14.8,763.1,268.69,151.4,-100.39,109.31
00:14.9,764.63,268.96,152.9,-98.74,109.89
00:14.9,766.15,269.19,154.41,-97.31,110.29
00:15.0,767.69,269.38,155.94,-95.77,110.66
00:15.0,769.23,269.53,157.47,-94.02,111.21
00:15.1,770.78,269.64,159.01,-92.32,111.98
00:15.1,772.34,269.71,160.57,-90.81,112.85
00:15.2,773.92,269.74,162.15,-89.15,113.81
00:15.2,775.5,269.72,163.73,-87.55,114.72
00:15.3,777.11,269.66,165.33,-85.92,115.82
00:15.3,778.72,269.56,166.94,-84.75,116.88
00:15.4,780.35,269.42,168.57,-83.19,117.96
00:15.4,782,269.24,170.2,-81.49,119.2
00:15.5,783.66,269.03,171.85,-80.32,120.46
00:15.6,785.34,268.76,173.51,-79.01,121.71
00:15.6,787.04,268.46,175.18,-77.52,122.92
00:15.7,788.75,268.11,176.86,-76.25,124.2
00:15.7,790.49,267.72,178.55,-75.13,125.44
00:15.8,792.24,267.29,180.25,-73.63,126.57
00:15.8,794,266.82,181.95,-72.06,127.85
00:15.9,795.79,266.3,183.65,-70.56,128.95
00:15.9,797.59,265.72,185.36,-69.23,130.11
00:16.0,799.4,265.1,187.06,-68.14,131
00:16.0,801.22,264.45,188.76,-66.66,131.8
00:16.1,803.06,263.75,190.46,-65.1,132.55
00:16.1,804.9,263,192.15,-63.76,133.5
00:16.1,806.76,262.21,193.83,-62.67,134.73
00:16.2,808.64,261.38,195.52,-61.57,136.19
00:16.3,810.55,260.5,197.2,-60.42,137.71
00:16.3,812.47,259.57,198.89,-59.43,139.21
00:16.3,814.41,258.61,200.58,-58.43,140.7
00:16.4,816.38,257.6,202.26,-57.24,142.19
00:16.5,818.36,256.55,203.95,-56.21,143.7
00:16.5,820.36,255.46,205.63,-55.57,145.38
00:16.6,822.39,254.34,207.33,-54.81,147.04
00:16.6,824.45,253.18,209.02,-53.95,148.82
00:16.6,826.53,251.99,210.72,-53.38,150.57
00:16.7,828.63,250.75,212.42,-52.23,152.27
00:16.7,830.75,249.46,214.11,-51.11,153.73
00:16.8,832.89,248.14,215.79,-50.24,154.22
00:16.9,835.03,246.79,217.46,-48.37,153.98
00:16.9,837.16,245.43,219.1,-46.01,152.76
00:16.9,839.27,244.04,220.68,-44.6,150.78
00:17.0,841.34,242.63,222.22,-43.68,148.61
00:17.0,843.39,241.22,223.7,-43.37,146.4
00:17.1,845.41,239.82,225.15,-44.15,144.31
00:17.1,847.4,238.43,226.57,-45.58,142.06
00:17.2,849.35,237.07,227.98,-47.08,139.39
00:17.3,851.27,235.76,229.38,-48.01,136.89
00:17.3,853.16,234.49,230.77,-48.39,134.54
00:17.4,855.01,233.26,232.16,-48.8,132.4
00:17.4,856.84,232.06,233.53,-49.33,130.65
00:17.5,858.64,230.88,234.9,-49.88,129.19
00:17.5,860.43,229.73,236.27,-50.58,127.73
00:17.6,862.19,228.62,237.63,-51.64,126.07
00:17.6,863.93,227.54,239,-52.95,124.24
00:17.6,865.64,226.5,240.36,-54.55,122.35
00:17.7,867.32,225.51,241.72,-56.38,120.45
00:17.7,868.98,224.56,243.09,-58.08,118.61
00:17.8,870.62,223.67,244.46,-59.52,116.8
00:17.8,872.23,222.83,245.83,-61.01,115.2
00:17.9,873.82,222.04,247.21,-62.61,113.91
00:17.9,875.4,221.3,248.6,-63.96,112.87
00:18.0,876.96,220.6,250,-65.55,111.95
00:18.0,878.51,219.95,251.4,-67.58,111.27
00:18.1,880.05,219.34,252.82,-69.34,110.65
00:18.1,881.58,218.79,254.25,-70.91,110.04
00:18.2,883.11,218.28,255.68,-72.81,109.41
00:18.3,884.62,217.81,257.13,-74.84,108.78
00:18.3,886.13,217.4,258.57,-76.87,108.12
00:18.4,887.63,217.04,260.03,-78.8,107.43
00:18.4,889.11,216.74,261.48,-80.53,106.79
00:18.4,890.59,216.49,262.94,-82.18,106.23
00:18.5,892.07,216.28,264.4,-84.17,106.07
00:18.6,893.55,216.13,265.86,-86.09,106.37
00:18.6,895.03,216.02,267.34,-87.4,106.95
00:18.6,896.52,215.95,268.83,-88.76,107.76
00:18.7,898.02,215.93,270.33,-90.45,108.69
00:18.7,899.54,215.95,271.84,-91.98,109.63
00:18.8,901.07,216.01,273.37,-93.57,110.56
00:18.8,902.61,216.1,274.91,-95.23,111.47
00:18.9,904.16,216.23,276.46,-96.81,112.34
00:19.0,905.73,216.39,278.01,-98.36,113.16
00:19.0,907.3,216.59,279.58,-99.86,114.03
00:19.1,908.89,216.83,281.15,-101.57,115.11
00:19.1,910.5,217.11,282.73,-103.18,116.33
00:19.1,912.12,217.43,284.33,-104.22,117.56
00:19.2,913.76,217.79,285.93,-105.06,118.73
00:19.3,915.41,218.17,287.54,-106.06,119.98
00:19.3,917.09,218.58,289.16,-107.06,121.45
00:19.4,918.78,219.03,290.8,-107.97,122.81
00:19.4,920.5,219.52,292.44,-108.7,124.18
00:19.5,922.23,220.05,294.1,-109.35,125.58
00:19.5,923.98,220.6,295.76,-110.46,126.99
00:19.6,925.75,221.19,297.43,-111.27,128.45
00:19.6,927.55,221.8,299.11,-111.6,129.83
00:19.6,929.36,222.44,300.81,-112.11,131.2
00:19.7,931.19,223.1,302.51,-112.95,132.72
00:19.7,933.04,223.79,304.24,-114.11,134.75
00:19.8,934.93,224.51,305.98,-114.74,137.05
00:19.8,936.85,225.28,307.73,-114.71,139.13
00:19.9,938.79,226.07,309.5,-115.27,141.13
00:20.0,940.76,226.91,311.28,-116.41,143.02
00:20.0,942.76,227.77,313.08,-117.17,144.94
00:20.1,944.79,228.67,314.89,-117.86,146.87
00:20.1,946.84,229.61,316.71,-119.04,148.84
00:20.1,948.92,230.6,318.53,-120.2,150.75
00:20.2,951.03,231.64,320.36,-121.31,152.6
00:20.3,953.16,232.72,322.19,-122.72,154.41
00:20.3,955.32,233.84,324.02,-123.65,156.17
00:20.4,957.5,235.01,325.85,-124.55,157.91
00:20.4,959.71,236.23,327.68,-125.86,159.78
00:20.5,961.94,237.51,329.51,-126.29,161.68
00:20.5,964.2,238.82,331.34,-126.16,163.59
00:20.5,966.48,240.16,333.19,-126.07,165.3
00:20.6,968.79,241.51,335.05,-126.08,166.76
00:20.6,971.12,242.88,336.93,-126.2,168.66
00:20.7,973.47,244.27,338.83,-126.46,170.63
00:20.8,975.86,245.68,340.74,-126.72,172.47
00:20.8,978.26,247.11,342.67,-126.86,174.28
00:20.8,980.7,248.56,344.62,-126.91,176.04
00:20.9,983.16,250.03,346.58,-126.94,177.75
00:21.0,985.63,251.52,348.57,-127,179.29
00:21.0,988.13,253.02,350.56,-127.01,180.2
00:21.1,990.63,254.52,352.56,-126.93,180.4
00:21.1,993.13,256.02,354.55,-126.8,180.51
00:21.1,995.64,257.52,356.55,-126.5,181.54
00:21.2,998.18,259.03,358.58,-126,184.06
00:21.2,1000.75,260.54,360.63,-125.41,185.56
00:21.3,1003.34,262.05,362.72,-124.94,186.96
00:21.4,1005.94,263.55,364.84,-124.6,188.41
00:21.4,1008.57,265.05,366.99,-124.23,189.94
00:21.5,1011.22,266.54,369.16,-123.81,191.49
00:21.5,1013.89,268.03,371.37,-123.42,193.08
00:21.5,1016.59,269.52,373.6,-123.1,194.65
00:21.6,1019.3,271,375.87,-122.89,196.18
00:21.7,1022.04,272.49,378.15,-122.68,197.63
00:21.7,1024.78,273.98,380.46,-122.48,197.79
00:21.8,1027.52,275.45,382.75,-122.31,195.7
00:21.8,1030.21,276.9,385.02,-122.41,192.37
00:21.9,1032.86,278.32,387.24,-122.71,188.76
00:21.9,1035.45,279.72,389.42,-122.87,185.07
00:22.0,1038,281.09,391.56,-123.02,181.57
00:22.0,1040.5,282.44,393.65,-123.1,178.03
00:22.1,1042.95,283.77,395.7,-123.02,174.62
00:22.1,1045.35,285.07,397.71,-123.05,171.11
00:22.1,1047.7,286.34,399.68,-123.01,167.69
00:22.2,1050.01,287.59,401.61,-122.97,164.54
00:22.3,1052.27,288.82,403.5,-122.96,161.58
00:22.3,1054.5,290.03,405.36,-122.95,158.45
00:22.4,1056.67,291.21,407.19,-122.95,155.24
00:22.4,1058.81,292.36,408.97,-123,151.87
00:22.5,1060.9,293.49,410.72,-123.05,148.66
00:22.5,1062.94,294.6,412.43,-123.09,145.58
00:22.6,1064.94,295.69,414.1,-123.22,142.34
00:22.6,1066.89,296.76,415.73,-123.37,139.15
00:22.7,1068.8,297.8,417.33,-123.48,136.14
00:22.7,1070.68,298.83,418.88,-123.68,133.36
00:22.8,1072.51,299.85,420.41,-123.91,130.58
00:22.8,1074.3,300.84,421.89,-124.34,127.56
00:22.9,1076.05,301.83,423.33,-124.99,124.46
00:22.9,1077.76,302.8,424.73,-125.46,121.51
00:23.0,1079.43,303.76,426.09,-125.9,118.74
00:23.0,1081.06,304.72,427.4,-126.52,116.12
00:23.1,1082.66,305.67,428.68,-127.09,113.75
00:23.1,1084.22,306.61,429.92,-127.64,111.49
00:23.1,1085.75,307.55,431.13,-128.21,109.21
00:23.2,1087.25,308.48,432.31,-128.82,106.9
00:23.2,1088.72,309.41,433.44,-129.63,104.58
00:23.3,1090.16,310.33,434.54,-130.63,102.29
00:23.3,1091.57,311.25,435.6,-131.74,100.03
00:23.4,1092.94,312.16,436.62,-132.79,97.79
00:23.5,1094.28,313.07,437.6,-133.94,95.5
00:23.5,1095.59,313.98,438.54,-134.98,93.34
00:23.6,1096.88,314.88,439.45,-135.7,91.32
00:23.6,1098.13,315.78,440.32,-136.67,89.49
00:23.6,1099.36,316.68,441.16,-137.96,87.72
00:23.7,1100.57,317.57,441.96,-139.46,85.94
00:23.8,1101.75,318.47,442.72,-140.92,84.36
00:23.8,1102.91,319.37,443.45,-142.31,82.82
00:23.8,1104.05,320.27,444.15,-143.88,81.38
00:23.9,1105.17,321.17,444.8,-145.51,79.8
00:23.9,1106.27,322.08,445.42,-147.12,78.14
00:24.0,1107.34,322.98,445.99,-148.59,76.46
00:24.0,1108.39,323.87,446.53,-149.97,74.77
00:24.1,1109.42,324.77,447.02,-151.6,73.14
00:24.1,1110.43,325.67,447.47,-153.51,71.63
00:24.2,1111.42,326.56,447.88,-155.52,70.2
00:24.2,1112.39,327.45,448.24,-157.63,68.86
00:24.3,1113.34,328.34,448.57,-159.61,67.68
00:24.4,1114.27,329.22,448.86,-161.64,66.5
00:24.4,1115.19,330.09,449.11,-164.13,65.36
00:24.4,1116.1,330.97,449.32,-166.69,64.39
00:24.5,1116.99,331.84,449.49,-169.07,63.61
00:24.6,1117.88,332.7,449.62,-171.19,62.98
00:24.6,1118.75,333.56,449.72,-173.23,62.36
00:24.6,1119.62,334.42,449.77,-175.81,61.85
00:24.7,1120.49,335.28,449.78,-106.81,61.45
00:24.8,1121.35,336.12,449.74,178.18,61.1
00:24.8,1122.2,336.96,449.67,175.31,60.73
00:24.8,1123.05,337.79,449.56,172.7,60.31
00:24.9,1123.89,338.61,449.41,170.12,59.86
00:24.9,1124.72,339.41,449.22,167.36,59.44
00:25.0,1125.56,340.2,448.98,164.37,59.12
