,sLapDistance,xCarX,xCarY,aYaw,vCar
00:14.5,563.76,493.01,513.31,82.15,107.59
00:14.5,565.26,492.8,511.83,81.09,107.93
00:14.6,566.75,492.55,510.35,79.5,107.55
00:14.6,568.24,492.28,508.89,77.75,107
00:14.6,569.73,491.98,507.44,76.49,106.26
00:14.7,571.19,491.65,506.01,75.26,105.38
00:14.7,572.65,491.29,504.59,73.42,104.5
00:14.8,574.1,490.9,503.2,71.35,103.69
00:14.8,575.53,490.48,501.83,69.68,102.89
00:14.9,576.95,490.03,500.48,68.24,102.09
00:14.9,578.36,489.54,499.15,66.81,101.29
00:15.0,579.76,489.03,497.85,65.33,100.55
00:15.0,581.15,488.49,496.57,63.93,99.92
00:15.1,582.53,487.91,495.31,62.75,99.25
00:15.1,583.91,487.31,494.07,61.48,98.61
00:15.2,585.27,486.68,492.86,60.05,98.06
00:15.2,586.63,486.02,491.68,58.73,97.57
00:15.3,587.98,485.33,490.51,57.56,97.17
00:15.3,589.33,484.62,489.37,56.41,96.8
00:15.4,590.67,483.87,488.25,55.03,96.43
00:15.4,592.01,483.11,487.16,53.37,96.09
00:15.5,593.34,482.32,486.09,51.87,95.77
00:15.6,594.67,481.5,485.04,50.52,95.41
00:15.6,595.99,480.67,484.01,49.03,95.06
00:15.7,597.31,479.8,483.02,47.32,94.81
00:15.7,598.63,478.92,482.04,45.61,94.95
00:15.8,599.95,478.01,481.09,44.12,95.18
00:15.8,601.27,477.07,480.16,42.75,95.45
00:15.9,602.6,476.1,479.25,41.33,95.76
00:15.9,603.93,475.1,478.37,40.03,96.08
00:16.0,605.26,474.08,477.5,38.75,96.42
00:16.0,606.61,473.03,476.66,37.35,96.75
00:16.1,607.95,471.96,475.85,35.8,97.05
00:16.1,609.3,470.87,475.05,34.13,97.45
00:16.1,610.66,469.75,474.29,32.5,97.97
00:16.2,612.02,468.61,473.54,31,98.58
00:16.3,613.4,467.43,472.82,29.56,99.28
00:16.3,614.78,466.24,472.13,28.21,99.92
00:16.3,616.17,465.02,471.46,26.74,100.68
00:16.4,617.58,463.77,470.81,25.56,101.65
00:16.5,619,462.5,470.17,24.85,102.66
00:16.5,620.43,461.21,469.56,24.01,103.73
00:16.6,621.88,459.89,468.97,22.92,104.87
00:16.6,623.34,458.54,468.39,21.83,106.05
00:16.6,624.82,457.17,467.84,20.59,107.07
00:16.7,626.31,455.77,467.3,18.99,108.09
00:16.7,627.82,454.35,466.79,17.17,109.15
00:16.8,629.34,452.91,466.3,15.41,110.18
00:16.9,630.88,451.44,465.84,14.02,111.2
00:16.9,632.43,449.96,465.41,12.74,112.11
00:16.9,633.99,448.44,465.01,11.48,113.15
00:17.0,635.57,446.91,464.64,10.52,114.14
00:17.0,637.16,445.36,464.3,9.71,115.01
00:17.1,638.76,443.78,463.97,9.07,115.91
00:17.1,640.38,442.19,463.67,8.64,117.09
00:17.2,642.02,440.58,463.39,8.53,118.42
00:17.3,643.67,438.95,463.13,8.48,119.59
00:17.3,645.34,437.3,462.88,7.94,120.79
00:17.4,647.02,435.63,462.65,6.88,122.18
00:17.4,648.73,433.94,462.44,5.67,123.54
00:17.5,650.45,432.22,462.25,4.49,124.85
00:17.5,652.2,430.49,462.08,3.65,126.17
00:17.6,653.96,428.73,461.92,3.43,127.66
00:17.6,655.74,426.95,461.78,3.66,129.21
00:17.6,657.55,425.15,461.64,4.08,130.68
00:17.7,659.37,423.34,461.5,4.57,132.11
00:17.7,661.22,421.5,461.34,5.13,133.43
00:17.8,663.08,419.64,461.18,5.73,134.75
00:17.8,664.96,417.77,461,6.35,136.11
00:17.9,666.86,415.88,460.8,6.95,137.48
00:17.9,668.78,413.97,460.58,7.51,138.85
00:18.0,670.72,412.05,460.34,7.98,140.16
00:18.0,672.67,410.11,460.08,8.46,141.45
00:18.1,674.65,408.16,459.8,8.86,142.7
00:18.1,676.63,406.19,459.51,9.34,143.79
00:18.2,678.64,404.21,459.19,10.01,145.07
00:18.3,680.67,402.22,458.85,10.56,146.38
00:18.3,682.71,400.21,458.5,11,147.58
00:18.4,684.76,398.18,458.12,11.5,148.71
00:18.4,686.84,396.15,457.71,12.11,149.91
00:18.4,688.93,394.1,457.29,12.69,151.09
00:18.5,691.03,392.05,456.84,13.23,152.23
00:18.6,693.15,389.98,456.37,13.8,153.33
00:18.6,695.29,387.9,455.88,14.38,154.48
00:18.6,697.44,385.81,455.36,14.98,155.54
00:18.7,699.61,383.71,454.82,15.64,156.69
00:18.7,701.8,381.6,454.25,16.17,157.78
00:18.8,703.99,379.48,453.66,16.75,158.79
00:18.8,706.21,377.36,453.04,17.44,159.94
00:18.9,708.44,375.22,452.39,17.95,161
00:19.0,710.68,373.08,451.72,18.47,161.94
00:19.0,712.93,370.94,451.02,19.21,162.98
00:19.1,715.21,368.79,450.3,19.9,164.08
00:19.1,717.49,366.63,449.55,20.39,165.08
00:19.1,719.79,364.46,448.77,20.91,166.07
00:19.2,722.1,362.3,447.96,21.39,167.08
00:19.3,724.43,360.12,447.13,21.9,168.03
00:19.3,726.77,357.94,446.28,22.42,169.04
00:19.4,729.12,355.76,445.4,22.95,169.96
00:19.4,731.49,353.57,444.49,23.55,170.97
00:19.5,733.87,351.38,443.56,24.05,171.93
00:19.5,736.27,349.19,442.6,24.56,172.84
00:19.6,738.67,346.99,441.62,25.11,173.78
00:19.6,741.09,344.79,440.61,25.68,174.68
00:19.6,743.53,342.59,439.58,26.3,175.62
00:19.7,745.97,340.38,438.52,26.89,176.5
00:19.7,748.43,338.18,437.43,27.45,177.45
00:19.8,750.9,335.98,436.31,27.95,178.28
00:19.8,753.38,333.77,435.17,28.56,179.17
00:19.9,755.88,331.57,433.99,29.14,180.03
00:20.0,758.38,329.37,432.8,29.71,180.9
00:20.0,760.9,327.17,431.58,30.3,181.65
00:20.1,763.43,324.97,430.33,31.14,182.55
00:20.1,765.97,322.77,429.05,31.76,183.44
00:20.1,768.52,320.58,427.74,32.26,184.18
00:20.2,771.08,318.4,426.4,33,185.03
00:20.3,773.66,316.22,425.02,33.59,185.91
00:20.3,776.25,314.05,423.62,34.09,186.64
00:20.4,778.84,311.88,422.18,34.8,187.43
00:20.4,781.45,309.72,420.72,35.55,188.21
00:20.5,784.07,307.57,419.23,36.3,188.99
00:20.5,786.7,305.42,417.71,37.01,189.74
00:20.5,789.34,303.29,416.15,37.74,190.52
00:20.6,791.99,301.16,414.57,38.46,191.17
00:20.6,794.65,299.05,412.95,39.53,191.89
00:20.7,797.32,296.96,411.3,40.65,192.66
00:20.8,800,294.88,409.6,41.46,193.3
00:20.8,802.69,292.82,407.87,42.27,193.98
00:20.8,805.39,290.77,406.11,43.08,194.64
00:20.9,808.09,288.75,404.32,43.8,195.35
00:21.0,810.81,286.74,402.49,44.42,195.98
00:21.0,813.54,284.75,400.62,45.19,196.67
00:21.1,816.27,282.77,398.73,45.95,197.34
00:21.1,819.02,280.82,396.8,46.66,198.03
00:21.1,821.77,278.88,394.84,47.25,198.69
00:21.2,824.54,276.97,392.85,47.88,199.38
00:21.2,827.31,275.07,390.82,48.46,200.06
00:21.3,830.09,273.19,388.77,48.98,200.71
00:21.4,832.88,271.32,386.69,49.51,201.39
00:21.4,835.69,269.47,384.59,50.02,202.08
00:21.5,838.5,267.64,382.46,50.48,202.79
00:21.5,841.32,265.81,380.31,50.92,203.44
00:21.5,844.15,264.01,378.13,51.4,204.13
00:21.6,846.99,262.21,375.93,51.86,204.76
00:21.7,849.84,260.43,373.71,52.38,205.47
00:21.7,852.69,258.66,371.46,52.81,206.11
00:21.8,855.56,256.91,369.19,53.28,206.76
00:21.8,858.44,255.16,366.9,53.71,207.41
00:21.9,861.32,253.43,364.6,54.18,208.01
