,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
00:44.8,1587.57,-13.33,-268.77,-64.76,106.8,,,
00:44.8,1589.06,-13.98,-267.43,-66.13,107.67,,,
00:44.8,1590.56,-14.6,-266.07,-67.63,108.6,,,
00:44.9,1592.08,-15.19,-264.67,-69.29,109.57,,,
00:45.0,1593.61,-15.74,-263.24,-71.15,110.69,,,
00:45.0,1595.16,-16.26,-261.79,-72.94,111.91,,,
00:45.0,1596.72,-16.74,-260.3,-74.39,113.09,,,
00:45.1,1598.3,-17.19,-258.79,-75.75,114.25,,,
00:45.2,1599.89,-17.61,-257.25,-77.28,115.38,,,
00:45.2,1601.5,-18,-255.69,-78.83,116.59,,,
00:45.2,1603.13,-18.35,-254.1,-80.28,117.91,,,
00:45.3,1604.77,-18.68,-252.48,-81.67,119.25,,,
00:45.4,1606.44,-18.98,-250.85,-82.98,120.53,,,
00:45.4,1608.12,-19.24,-249.18,-84.14,121.91,,,
00:45.5,1609.82,-19.48,-247.5,-85.12,123.29,,,
00:45.5,1611.54,-19.69,-245.79,-86.01,124.62,,,
00:45.6,1613.28,-19.87,-244.06,-86.83,125.96,,,
00:45.6,1615.04,-20.03,-242.31,-87.47,127.29,,,
00:45.6,1616.82,-20.16,-240.54,-88.01,128.66,,,
00:45.7,1618.61,-20.27,-238.74,-88.62,130.1,,,
00:45.8,1620.43,-20.36,-236.93,-89.35,131.59,,,
00:45.8,1622.27,-20.42,-235.09,-90.2,133.05,,,
00:45.8,1624.12,-20.45,-233.23,-91.17,134.44,,,
00:45.9,1626,-20.46,-231.36,-92.18,135.57,,,
00:46.0,1627.88,-20.43,-229.47,-93,135.58,,,
00:46.0,1629.76,-20.38,-227.59,-93.72,135.38,,,
00:46.0,1631.64,-20.3,-225.72,-94.29,135.2,,,
00:46.1,1633.51,-20.19,-223.84,-94.56,135.02,,,
00:46.2,1635.39,-20.07,-221.97,-94.76,134.86,,,
00:46.2,1637.26,-19.93,-220.11,-95.11,134.7,,,
00:46.3,1639.13,-19.77,-218.24,-95.66,134.54,,,
00:46.3,1641,-19.59,-216.38,-96.29,134.38,,,
00:46.3,1642.86,-19.39,-214.53,-96.9,134.23,,,
00:46.4,1644.73,-19.18,-212.68,-97.45,134.08,,,
00:46.5,1646.59,-18.95,-210.83,-97.92,133.93,,,
00:46.5,1648.45,-18.7,-208.99,-98.28,133.79,,,
00:46.5,1650.3,-18.44,-207.15,-98.51,133.65,,,
00:46.6,1652.16,-18.18,-205.31,-98.62,133.52,,,
00:46.7,1654.01,-17.9,-203.48,-98.67,133.38,,,
00:46.7,1655.86,-17.63,-201.65,-98.64,133.25,,,
00:46.7,1657.71,-17.35,-199.82,-98.47,133.1,,,
00:46.8,1659.56,-17.09,-197.99,-98.15,132.96,,,
00:46.8,1661.41,-16.83,-196.16,-97.66,132.82,,,
00:46.9,1663.25,-16.58,-194.34,-97.03,132.66,,,
00:47.0,1665.09,-16.36,-192.51,-96.29,132.48,,,
00:47.0,1666.93,-16.15,-190.68,-95.36,132.29,,,
00:47.0,1668.77,-15.98,-188.85,-94.24,132.09,,,
00:47.1,1670.6,-15.83,-187.03,-93.02,131.86,,,
00:47.1,1672.43,-15.72,-185.2,-91.77,131.63,,,
00:47.2,1674.26,-15.64,-183.38,-90.53,131.39,,,
00:47.3,1676.08,-15.59,-181.55,-89.18,131.13,,,
00:47.3,1677.9,-15.59,-179.73,-87.82,130.86,,,
00:47.4,1679.71,-15.61,-177.92,-86.61,130.58,,,
00:47.4,1681.52,-15.68,-176.11,-85.42,130.29,,,
00:47.5,1683.33,-15.78,-174.3,-84.26,130.02,,,
00:47.5,1685.13,-15.92,-172.51,-83.18,129.76,,,
00:47.5,1686.93,-16.1,-170.72,-82.1,129.49,,,
00:47.6,1688.73,-16.31,-168.93,-81.01,129.22,,,
00:47.7,1690.52,-16.56,-167.16,-80.05,128.81,,,
00:47.7,1692.3,-16.84,-165.39,-78.95,128.22,,,
00:47.7,1694.08,-17.15,-163.64,-77.7,127.58,,,
00:47.8,1695.84,-17.49,-161.91,-76.5,126.92,,,
00:47.8,1697.6,-17.86,-160.19,-75.34,126.23,,,
00:47.9,1699.35,-18.27,-158.49,-74.21,125.57,,,
00:47.9,1701.09,-18.71,-156.81,-73.3,124.92,,,
00:48.0,1702.82,-19.17,-155.14,-72.66,124.26,,,
00:48.1,1704.54,-19.66,-153.49,-71.99,123.55,,,
00:48.1,1706.25,-20.17,-151.86,-71.26,122.77,,,
00:48.1,1707.95,-20.7,-150.24,-70.53,121.91,,,
00:48.2,1709.63,-21.25,-148.65,-69.59,120.88,,,
00:48.3,1711.3,-21.82,-147.08,-68.39,119.68,,,
00:48.3,1712.95,-22.42,-145.54,-67.03,118.4,,,
00:48.3,1714.59,-23.03,-144.02,-65.6,117.14,,,
00:48.4,1716.2,-23.66,-142.53,-64.22,115.88,,,
00:48.5,1717.8,-24.31,-141.07,-62.96,114.62,,,
00:48.5,1719.38,-24.99,-139.64,-61.71,113.33,,,
00:48.5,1720.95,-25.68,-138.24,-60.43,112.02,,,
00:48.6,1722.49,-26.4,-136.86,-59.18,110.69,,,
00:48.6,1724.02,-27.13,-135.52,-57.98,109.34,,,
00:48.7,1725.53,-27.89,-134.22,-56.96,108.07,,,
00:48.7,1727.02,-28.66,-132.94,-56.12,106.88,,,
00:48.8,1728.49,-29.46,-131.7,-55.27,105.63,,,
00:48.9,1729.95,-30.27,-130.49,-54.39,104.28,,,
00:48.9,1731.39,-31.09,-129.31,-53.49,102.89,,,
00:49.0,1732.81,-31.92,-128.16,-52.5,101.45,,,
00:49.0,1734.2,-32.77,-127.04,-51.41,99.95,,,
00:49.0,1735.58,-33.62,-125.96,-50.23,98.48,,,
00:49.1,1736.94,-34.48,-124.91,-49.03,97.13,,,
00:49.2,1738.28,-35.36,-123.9,-47.85,95.98,,,
00:49.2,1739.61,-36.25,-122.91,-46.48,95.08,,,
00:49.2,1740.92,-37.15,-121.96,-44.9,94.29,,,
00:49.3,1742.23,-38.07,-121.03,-43.35,93.53,,,
00:49.3,1743.52,-39.01,-120.14,-41.74,92.76,,,
00:49.4,1744.8,-39.96,-119.28,-39.98,92.15,,,
00:49.5,1746.08,-40.93,-118.45,-38.21,91.64,,,
00:49.5,1747.35,-41.92,-117.65,-36.48,91.19,,,
00:49.6,1748.61,-42.92,-116.89,-34.65,90.77,,,
00:49.6,1749.87,-43.95,-116.15,-32.82,90.36,,,
00:49.7,1751.12,-44.99,-115.46,-31.12,89.93,,,
00:49.7,1752.37,-46.04,-114.8,-29.48,89.5,,,
00:49.7,1753.6,-47.11,-114.17,-27.89,89.08,,,
00:49.8,1754.84,-48.2,-113.58,-26.35,88.66,,,
00:49.8,1756.07,-49.29,-113.03,-24.76,88.25,,,
00:49.9,1757.29,-50.4,-112.5,-23.1,87.84,,,
00:50.0,1758.51,-51.51,-112.02,-21.44,87.43,,,
00:50.0,1759.72,-52.64,-111.57,-19.82,87.03,,,
00:50.0,1760.92,-53.77,-111.15,-18.21,86.63,,,
00:50.1,1762.12,-54.91,-110.77,-16.53,86.33,,,
00:50.1,1763.32,-56.05,-110.42,-14.76,86.19,,,
00:50.2,1764.52,-57.21,-110.1,-13.06,86.17,,,
00:50.2,1765.71,-58.37,-109.82,-11.64,86.15,,,
00:50.3,1766.91,-59.54,-109.58,-10.3,86.16,,,
00:50.4,1768.1,-60.72,-109.36,-8.86,86.24,,,
00:50.4,1769.3,-61.9,-109.17,-7.23,86.38,,,
00:50.5,1770.5,-63.09,-109.02,-5.43,86.46,,,
00:50.5,1771.71,-64.29,-108.9,-3.61,86.64,,,
00:50.5,1772.91,-65.49,-108.82,-2.1,86.8,,,
00:50.6,1774.12,-66.7,-108.77,-0.68,86.89,,,
00:50.6,1775.33,-67.91,-108.76,0.95,87.05,,,
00:50.7,1776.54,-69.11,-108.79,2.55,87.16,,,
00:50.8,1777.75,-70.32,-108.84,4.03,87.26,,,
00:50.8,1778.96,-71.53,-108.93,5.58,87.4,,,
00:50.8,1780.18,-72.74,-109.06,7.59,87.43,,,
00:50.9,1781.39,-73.95,-109.22,9.72,87.51,,,
00:51.0,1782.61,-75.15,-109.41,11.17,87.65,,,
00:51.0,1783.82,-76.34,-109.64,12.03,87.64,,,
00:51.0,1785.04,-77.53,-109.89,13.21,87.5,,,
00:51.1,1786.25,-78.72,-110.16,14.6,87.6,,,
00:51.2,1787.47,-79.9,-110.45,16.23,87.33,,,
00:51.2,1788.68,-81.06,-110.78,17.87,87.08,,,
00:51.2,1789.89,-82.22,-111.14,19.2,86.85,,,
00:51.3,1791.09,-83.36,-111.53,20.47,86.6,,,
00:51.3,1792.29,-84.48,-111.94,22.48,86.36,,,
00:51.4,1793.49,-85.6,-112.38,24.84,86.02,,,
00:51.5,1794.68,-86.69,-112.85,26.74,85.64,,,
00:51.5,1795.86,-87.77,-113.35,28.35,85.46,,,
00:51.6,1797.05,-88.82,-113.9,29.93,85.39,,,
00:51.6,1798.23,-89.86,-114.47,31.62,85.39,,,
00:51.6,1799.42,-90.88,-115.08,32.99,85.56,,,
00:51.7,1800.61,-91.89,-115.71,33.98,85.73,,,
00:51.7,1801.8,-92.88,-116.38,35.07,85.93,,,
00:51.8,1803,-93.85,-117.07,36.26,86.13,,,
00:51.9,1804.19,-94.81,-117.78,37.21,86,,,
00:51.9,1805.38,-95.76,-118.5,38.42,85.63,,,
00:52.0,1806.57,-96.69,-119.25,39.86,85.38,,,
00:52.0,1807.76,-97.59,-120.01,41.04,85.11,,,
00:52.0,1808.94,-98.48,-120.78,42.05,84.8,,,
00:52.1,1810.11,-99.34,-121.58,43.39,84.44,,,
00:52.2,1811.28,-100.19,-122.39,44.89,83.94,,,
00:52.2,1812.44,-101,-123.22,46.38,83.29,,,
00:52.3,1813.59,-101.79,-124.06,48.15,82.46,,,
00:52.3,1814.74,-102.55,-124.91,50.28,81.65,,,
00:52.4,1815.87,-103.28,-125.77,52.23,80.82,,,
00:52.4,1816.98,-103.97,-126.64,53.83,79.91,,,
00:52.5,1818.09,-104.63,-127.53,55.32,79.2,,,
00:52.5,1819.18,-105.25,-128.43,57,78.58,,,
00:52.6,1820.27,-105.85,-129.34,58.51,78.02,,,
00:52.6,1821.35,-106.41,-130.26,59.98,77.21,,,
00:52.6,1822.41,-106.94,-131.19,61.74,76.28,,,
00:52.7,1823.46,-107.44,-132.11,63.52,75.29,,,
00:52.7,1824.5,-107.9,-133.04,65.07,74.32,,,
00:52.8,1825.53,-108.33,-133.97,66.49,73.34,,,
00:52.8,1826.54,-108.73,-134.9,68.19,72.39,,,
00:52.9,1827.54,-109.1,-135.83,70.13,71.52,,,
00:53.0,1828.53,-109.43,-136.76,72.27,70.77,,,
00:53.0,1829.51,-109.73,-137.69,74.2,70.15,,,
00:53.1,1830.47,-109.99,-138.63,75.97,69.29,,,
00:53.1,1831.43,-110.22,-139.55,77.71,68.22,,,
00:53.1,1832.37,-110.41,-140.47,79.52,67.01,,,
00:53.2,1833.29,-110.56,-141.38,81.42,65.8,,,
00:53.2,1834.2,-110.68,-142.28,83.37,64.67,,,
00:53.3,1835.09,-110.77,-143.17,85.33,63.52,,,
00:53.3,1835.97,-110.83,-144.04,87.15,62.42,,,
00:53.4,1836.83,-110.85,-144.9,88.98,61.44,,,
00:53.5,1837.68,-110.84,-145.75,91.01,60.64,,,
00:53.5,1838.52,-110.79,-146.58,93.19,60.09,,,
00:53.5,1839.36,-110.72,-147.41,95.39,59.65,,,
00:53.6,1840.19,-110.61,-148.23,97.65,59.26,,,
00:53.7,1841.01,-110.47,-149.04,100.07,58.88,,,
00:53.7,1841.83,-110.3,-149.84,102.59,58.51,,,
00:53.7,1842.64,-110.1,-150.62,105.17,58.13,,,
00:53.8,1843.45,-109.86,-151.39,107.8,57.71,,,
00:53.9,1844.26,-109.59,-152.14,110.61,57.29,,,
00:53.9,1845.06,-109.28,-152.87,113.4,56.95,,,
00:53.9,1845.85,-108.94,-153.58,115.83,56.63,,,
00:54.0,1846.64,-108.58,-154.28,118.05,56.25,,,
00:54.1,1847.42,-108.18,-154.95,120.37,55.84,,,
00:54.1,1848.2,-107.76,-155.6,122.9,55.49,,,
00:54.2,1848.97,-107.32,-156.22,125.46,55.16,,,
00:54.2,1849.74,-106.85,-156.83,128.06,54.79,,,
00:54.3,1850.5,-106.36,-157.41,130.68,54.36,,,
00:54.3,1851.26,-105.85,-157.95,133.51,54,,,
00:54.3,1852.02,-105.31,-158.47,136.32,53.86,,,
00:54.4,1852.77,-104.75,-158.97,138.79,54.08,,,
00:54.5,1853.53,-104.16,-159.45,140.93,54.61,,,
00:54.5,1854.29,-103.55,-159.91,143.13,55.21,,,
00:54.5,1855.07,-102.92,-160.34,145.39,56.15,,,
00:54.6,1855.86,-102.25,-160.76,147.44,57.01,,,
00:54.6,1856.66,-101.57,-161.17,149.36,58.01,,,
00:54.7,1857.48,-100.86,-161.57,151.05,59.01,,,
00:54.7,1858.31,-100.12,-161.94,152.89,60.16,,,
00:54.8,1859.16,-99.35,-162.3,154.93,61.6,,,
00:54.9,1860.02,-98.56,-162.64,156.87,63.05,,,
00:54.9,1860.91,-97.74,-162.97,158.79,64.45,,,
00:55.0,1861.82,-96.89,-163.27,160.73,65.75,,,
00:55.0,1862.74,-96.01,-163.56,162.75,66.99,,,
00:55.1,1863.68,-95.11,-163.83,164.78,68.24,,,
00:55.1,1864.64,-94.19,-164.08,166.55,69.54,,,
00:55.1,1865.61,-93.24,-164.31,167.91,70.85,,,
00:55.2,1866.6,-92.27,-164.52,168.85,71.97,,,
00:55.3,1867.61,-91.28,-164.71,169.53,73.08,,,
00:55.3,1868.63,-90.27,-164.89,170.12,74.3,,,
00:55.3,1869.68,-89.25,-165.06,170.67,75.64,,,
00:55.4,1870.74,-88.2,-165.23,171.27,77.08,,,
00:55.5,1871.82,-87.13,-165.38,171.99,78.54,,,
00:55.5,1872.92,-86.04,-165.52,172.77,79.91,,,
00:55.6,1874.04,-84.93,-165.66,173.47,81.35,,,
00:55.6,1875.18,-83.79,-165.78,173.95,82.76,,,
00:55.7,1876.34,-82.64,-165.9,174.27,84.19,,,
00:55.7,1877.52,-81.47,-166.02,174.46,85.63,,,
00:55.7,1878.72,-80.27,-166.14,174.51,87.15,,,
00:55.8,1879.94,-79.06,-166.26,174.18,88.62,,,
00:55.8,1881.18,-77.83,-166.4,173.44,89.97,,,
00:55.9,1882.44,-76.58,-166.56,172.46,91.31,,,
00:56.0,1883.72,-75.32,-166.74,171.36,92.08,,,
00:56.0,1884.99,-74.05,-166.94,170.08,92.21,,,
00:56.0,1886.27,-72.79,-167.18,168.18,92.22,,,
00:56.1,1887.56,-71.54,-167.45,166.11,92.11,,,
00:56.1,1888.83,-70.3,-167.74,164.49,91.99,,,
00:56.2,1890.11,-69.06,-168.07,163.15,91.75,,,
00:56.3,1891.38,-67.84,-168.42,161.31,91.41,,,
00:56.3,1892.65,-66.64,-168.82,159.04,91.14,,,
00:56.4,1893.91,-65.45,-169.25,157.01,90.88,,,
00:56.4,1895.17,-64.28,-169.71,155.66,90.63,,,
00:56.5,1896.43,-63.12,-170.21,154.7,90.42,,,
00:56.5,1897.68,-61.98,-170.74,152.94,90.3,,,
00:56.5,1898.94,-60.86,-171.29,150.56,90.31,,,
00:56.6,1900.19,-59.75,-171.88,148.71,90.4,,,
00:56.7,1901.45,-58.66,-172.51,147.48,90.51,,,
00:56.7,1902.7,-57.59,-173.16,146.18,90.69,,,
00:56.8,1903.96,-56.53,-173.85,144.74,90.86,,,
00:56.8,1905.23,-55.5,-174.57,143.53,91.09,,,
00:56.8,1906.49,-54.47,-175.32,142.2,91.37,,,
00:56.9,1907.76,-53.47,-176.1,140.61,91.67,,,
00:57.0,1909.04,-52.48,-176.9,138.99,92.01,,,
00:57.0,1910.32,-51.51,-177.74,137.57,92.36,,,
00:57.1,1911.61,-50.56,-178.61,136.22,92.81,,,
00:57.1,1912.9,-49.63,-179.5,134.69,93.3,,,
00:57.2,1914.2,-48.72,-180.43,133.34,93.98,,,
00:57.2,1915.51,-47.81,-181.38,132.34,94.82,,,
00:57.2,1916.83,-46.92,-182.36,131.14,95.64,,,
00:57.3,1918.17,-46.04,-183.36,129.41,96.49,,,
00:57.3,1919.51,-45.18,-184.39,127.76,97.24,,,
00:57.4,1920.87,-44.33,-185.45,126.18,98.06,,,
00:57.4,1922.24,-43.51,-186.54,124.82,98.95,,,
00:57.5,1923.62,-42.7,-187.66,124.04,99.68,,,
00:57.5,1925.01,-41.91,-188.81,123.43,100.54,,,
00:57.6,1926.41,-41.14,-189.98,122.49,101.39,,,
00:57.6,1927.82,-40.37,-191.17,121.08,102.25,,,
00:57.7,1929.25,-39.63,-192.38,119.51,103.29,,,
00:57.8,1930.69,-38.9,-193.63,118.18,104.34,,,
00:57.8,1932.15,-38.2,-194.9,116.97,105.39,,,
00:57.9,1933.62,-37.52,-196.21,115.88,106.55,,,
00:57.9,1935.11,-36.86,-197.54,114.91,107.71,,,
00:58.0,1936.61,-36.22,-198.9,113.63,108.84,,,
00:58.0,1938.13,-35.6,-200.29,112.27,110.23,,,
00:58.0,1939.67,-34.99,-201.71,111.2,111.57,,,
00:58.1,1941.23,-34.41,-203.15,109.75,112.49,,,
00:58.1,1942.79,-33.85,-204.61,108.05,113.15,,,
00:58.2,1944.36,-33.32,-206.09,106.71,113.07,,,
00:58.2,1945.93,-32.84,-207.59,105.32,112.85,,,
00:58.3,1947.5,-32.39,-209.09,103.94,112.61,,,
00:58.3,1949.06,-31.97,-210.59,103.19,112.43,,,
00:58.4,1950.61,-31.58,-212.1,102.9,112.27,,,
00:58.5,1952.17,-31.21,-213.62,101.85,112.08,,,
00:58.5,1953.73,-30.86,-215.13,99.92,111.84,,,
00:58.6,1955.28,-30.54,-216.65,98.31,111.58,,,
00:58.6,1956.82,-30.27,-218.17,97.2,111.27,,,
00:58.7,1958.37,-30.05,-219.7,96.09,111.03,,,
00:58.7,1959.91,-29.86,-221.23,95.21,110.86,,,
00:58.7,1961.45,-29.7,-222.76,94.49,110.66,,,
00:58.8,1962.98,-29.57,-224.29,93.24,110.46,,,
00:58.8,1964.51,-29.47,-225.82,91.8,110.32,,,
00:58.9,1966.04,-29.4,-227.35,90.86,110.15,,,
00:59.0,1967.57,-29.35,-228.88,89.75,109.87,,,
00:59.0,1969.09,-29.32,-230.4,87.69,109.57,,,
00:59.1,1970.61,-29.34,-231.92,85.78,109,,,
00:59.1,1972.12,-29.41,-233.42,84.87,108.23,,,
00:59.1,1973.61,-29.53,-234.92,84.25,107.29,,,
00:59.2,1975.1,-29.67,-236.39,83.14,106.23,,,
00:59.2,1976.56,-29.85,-237.85,81.83,105.09,,,
00:59.3,1978.01,-30.05,-239.29,80.38,104,,,
00:59.3,1979.45,-30.27,-240.71,78.7,103.07,,,
00:59.4,1980.87,-30.53,-242.11,77.04,101.97,,,
00:59.5,1982.28,-30.81,-243.49,75.49,100.64,,,
00:59.5,1983.67,-31.13,-244.84,74,99.32,,,
00:59.5,1985.04,-31.48,-246.17,72.48,98.17,,,
00:59.6,1986.39,-31.85,-247.47,70.95,97.26,,,
00:59.6,1987.74,-32.26,-248.75,69.64,96.43,,,
00:59.7,1989.07,-32.69,-250.01,68.46,95.74,,,
00:59.8,1990.4,-33.16,-251.25,67.17,95.19,,,
00:59.8,1991.72,-33.65,-252.48,65.75,94.72,,,
00:59.9,1993.03,-34.18,-253.68,64.12,94.31,,,
00:59.9,1994.34,-34.74,-254.86,62.37,93.89,,,
01:00.0,1995.64,-35.33,-256.02,60.8,93.47,,,
01:00.0,1996.93,-35.95,-257.16,59.37,93.09,,,
01:00.0,1998.22,-36.6,-258.27,57.89,92.8,,,
01:00.1,1999.51,-37.28,-259.37,56.35,92.54,,,
01:00.2,2000.79,-37.97,-260.44,54.78,92.24,,,
01:00.2,2002.07,-38.7,-261.5,53.01,91.91,,,
01:00.3,2003.34,-39.45,-262.53,51.03,91.54,,,
01:00.3,2004.61,-40.22,-263.53,49.11,91.2,,,
01:00.3,2005.88,-41.03,-264.5,47.51,90.99,,,
01:00.4,2007.14,-41.87,-265.45,46.21,91.05,,,
01:00.4,2008.4,-42.74,-266.37,45.15,91.32,,,
01:00.5,2009.67,-43.63,-267.28,43.99,91.74,,,
01:00.6,2010.95,-44.54,-268.17,42.33,92.14,,,
01:00.6,2012.24,-45.48,-269.05,40.45,92.65,,,
01:00.7,2013.53,-46.45,-269.89,38.53,93.03,,,
01:00.7,2014.82,-47.46,-270.71,36.65,93.49,,,
01:00.7,2016.12,-48.49,-271.5,35.15,93.9,,,
01:00.8,2017.43,-49.55,-272.26,33.81,94.32,,,
01:00.8,2018.74,-50.64,-273,32.37,94.82,,,
01:00.9,2020.06,-51.75,-273.72,30.98,95.43,,,
01:01.0,2021.39,-52.88,-274.42,29.53,96.15,,,
01:01.0,2022.73,-54.04,-275.09,27.82,96.99,,,
01:01.0,2024.09,-55.22,-275.74,25.97,97.96,,,
01:01.1,2025.46,-56.44,-276.36,24.26,98.96,,,
01:01.1,2026.84,-57.7,-276.94,22.68,99.99,,,
01:01.2,2028.23,-58.98,-277.5,21.26,101.13,,,
01:01.3,2029.65,-60.29,-278.02,19.96,102.24,,,
01:01.3,2031.07,-61.62,-278.52,18.72,103.3,,,
01:01.4,2032.51,-62.99,-279,17.64,104.32,,,
01:01.4,2033.97,-64.37,-279.45,16.44,105.25,,,
01:01.4,2035.43,-65.77,-279.88,14.88,105.96,,,
01:01.5,2036.91,-67.19,-280.28,13.27,106.62,,,
01:01.5,2038.4,-68.63,-280.65,11.79,107.4,,,
01:01.6,2039.89,-70.09,-280.98,10.34,108.14,,,
01:01.7,2041.4,-71.57,-281.28,9.02,108.85,,,
01:01.7,2042.91,-73.06,-281.54,7.79,109.57,,,
01:01.8,2044.44,-74.57,-281.77,6.49,110.3,,,
01:01.8,2045.98,-76.09,-281.96,5.05,110.98,,,
01:01.8,2047.52,-77.63,-282.13,3.65,111.67,,,
01:01.9,2049.08,-79.18,-282.25,2.34,112.3,,,
01:01.9,2050.64,-80.74,-282.34,0.94,112.99,,,
01:02.0,2052.21,-82.32,-282.4,-0.56,113.81,,,
01:02.1,2053.8,-83.9,-282.41,-2.01,114.68,,,
01:02.1,2055.4,-85.5,-282.39,-3.43,115.52,,,
01:02.1,2057.01,-87.11,-282.34,-4.78,116.4,,,
01:02.2,2058.63,-88.73,-282.24,-6.1,117.25,,,
01:02.2,2060.26,-90.36,-282.11,-7.34,118.12,,,
01:02.3,2061.91,-92,-281.94,-8.47,119.07,,,
01:02.4,2063.57,-93.65,-281.73,-9.53,120.1,,,
01:02.4,2065.24,-95.3,-281.49,-10.58,121.21,,,
01:02.5,2066.93,-96.97,-281.21,-11.55,122.39,,,
01:02.5,2068.64,-98.65,-280.9,-12.57,123.58,,,
01:02.5,2070.37,-100.34,-280.56,-13.59,124.82,,,
01:02.6,2072.11,-102.04,-280.18,-14.48,126.07,,,
01:02.6,2073.86,-103.75,-279.77,-15.55,127.13,,,
01:02.7,2075.64,-105.47,-279.32,-16.74,128.14,,,
01:02.8,2077.42,-107.19,-278.83,-17.74,129.29,,,
01:02.8,2079.23,-108.92,-278.32,-18.53,130.55,,,
01:02.9,2081.05,-110.65,-277.77,-19.26,131.8,,,
01:02.9,2082.89,-112.4,-277.19,-20.09,133,,,
01:03.0,2084.74,-114.15,-276.58,-21.07,134.21,,,
01:03.0,2086.61,-115.91,-275.93,-22.17,135.25,,,
01:03.0,2088.5,-117.67,-275.25,-22.98,136.26,,,
01:03.1,2090.4,-119.43,-274.54,-23.67,137.26,,,
01:03.2,2092.31,-121.19,-273.8,-24.49,138.37,,,
01:03.2,2094.25,-122.96,-273.02,-25.2,139.79,,,
01:03.2,2096.2,-124.73,-272.21,-25.69,141.23,,,
01:03.3,2098.16,-126.52,-271.37,-26.4,142.3,,,
01:03.3,2100.14,-128.3,-270.51,-27.63,143.1,,,
01:03.4,2102.14,-130.08,-269.61,-28.9,144.04,,,
01:03.5,2104.14,-131.86,-268.69,-30.02,145.14,,,
01:03.5,2106.17,-133.64,-267.72,-31.01,146.34,,,
01:03.6,2108.21,-135.42,-266.72,-31.96,147.59,,,
01:03.6,2110.27,-137.2,-265.68,-32.7,148.92,,,
01:03.6,2112.34,-138.97,-264.6,-33.14,150.26,,,
01:03.7,2114.44,-140.75,-263.49,-33.67,151.45,,,
01:03.8,2116.55,-142.52,-262.35,-34.6,152.58,,,
01:03.8,2118.68,-144.29,-261.17,-35.74,153.74,,,
01:03.8,2120.82,-146.06,-259.95,-36.91,154.91,,,
01:03.9,2122.98,-147.82,-258.7,-38.11,156.01,,,
01:04.0,2125.15,-149.57,-257.41,-39.31,157.07,,,
01:04.0,2127.34,-151.31,-256.08,-40.44,158.05,,,
01:04.0,2129.54,-153.03,-254.71,-41.41,159.03,,,
01:04.1,2131.75,-154.74,-253.3,-42.19,160.09,,,
01:04.2,2133.98,-156.44,-251.86,-42.79,161.24,,,
01:04.2,2136.23,-158.13,-250.37,-43.19,162.42,,,
01:04.3,2138.5,-159.81,-248.86,-43.6,163.58,,,
01:04.3,2140.78,-161.49,-247.31,-44.17,164.77,,,
01:04.3,2143.07,-163.15,-245.73,-44.9,165.9,,,
01:04.4,2145.38,-164.81,-244.12,-45.83,167,,,
01:04.4,2147.71,-166.45,-242.47,-46.89,168.09,,,
01:04.5,2150.05,-168.08,-240.79,-47.92,169.15,,,
01:04.6,2152.41,-169.7,-239.08,-48.91,170.18,,,
01:04.6,2154.78,-171.3,-237.32,-49.92,171.19,,,
01:04.7,2157.16,-172.87,-235.54,-50.95,172.18,,,
01:04.7,2159.56,-174.44,-233.72,-51.96,173.17,,,
01:04.8,2161.97,-175.98,-231.86,-52.93,174.16,,,
01:04.8,2164.4,-177.49,-229.97,-53.82,175.14,,,
01:04.8,2166.83,-178.99,-228.04,-54.71,176.11,,,
01:04.9,2169.29,-180.46,-226.08,-55.54,177.11,,,
01:04.9,2171.75,-181.91,-224.09,-56.34,178.08,,,
01:05.0,2174.23,-183.34,-222.06,-57.1,179.06,,,
01:05.0,2176.72,-184.74,-220,-57.83,179.99,,,
01:05.1,2179.23,-186.12,-217.9,-58.73,180.9,,,
01:05.2,2181.75,-187.48,-215.78,-59.73,181.83,,,
01:05.2,2184.28,-188.81,-213.63,-60.79,182.7,,,
01:05.3,2186.82,-190.11,-211.44,-61.92,183.59,,,
01:05.3,2189.38,-191.39,-209.23,-62.99,184.44,,,
01:05.3,2191.94,-192.63,-206.98,-64,185.04,,,
01:05.4,2194.51,-193.83,-204.71,-64.89,184.98,,,
01:05.5,2197.08,-195,-202.42,-65.62,184.73,,,
01:05.5,2199.64,-196.12,-200.12,-66.16,184.45,,,
01:05.5,2202.2,-197.22,-197.81,-66.66,184.13,,,
01:05.6,2204.76,-198.27,-195.48,-67.23,183.82,,,
01:05.7,2207.31,-199.3,-193.14,-67.9,183.52,,,
01:05.7,2209.85,-200.29,-190.8,-68.78,183.2,,,
01:05.7,2212.39,-201.25,-188.44,-69.81,182.88,,,
01:05.8,2214.93,-202.17,-186.08,-70.86,182.55,,,
01:05.8,2217.46,-203.05,-183.7,-71.96,182.2,,,
01:05.9,2219.99,-203.89,-181.32,-73.14,181.84,,,
01:06.0,2222.51,-204.69,-178.93,-74.3,181.47,,,
01:06.0,2225.03,-205.45,-176.52,-75.26,181.1,,,
01:06.0,2227.54,-206.17,-174.12,-76.19,180.74,,,
01:06.1,2230.05,-206.85,-171.7,-77.24,180.36,,,
01:06.1,2232.55,-207.49,-169.29,-78.57,179.94,,,
01:06.2,2235.04,-208.09,-166.86,-79.94,179.51,,,
01:06.2,2237.53,-208.63,-164.43,-80.93,179.07,,,
