,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
00:22.6,918.94,547.74,-468.05,83.05,65.74,,,
00:22.7,919.84,547.61,-468.95,81.33,64.39,,,
00:22.7,920.73,547.45,-469.82,79.57,63.07,,,
00:22.8,921.6,547.27,-470.67,77.69,61.84,,,
00:22.8,922.45,547.07,-471.49,75.82,60.63,,,
00:22.9,923.29,546.84,-472.29,73.95,59.44,,,
00:22.9,924.11,546.59,-473.07,72.02,58.32,,,
00:23.0,924.91,546.31,-473.82,69.99,57.23,,,
00:23.0,925.71,546.01,-474.55,67.83,56.14,,,
00:23.1,926.48,545.69,-475.25,65.59,55.04,,,
00:23.1,927.24,545.35,-475.93,63.31,54,,,
00:23.1,927.99,544.98,-476.58,60.99,53.05,,,
00:23.2,928.73,544.6,-477.2,58.64,52.28,,,
00:23.2,929.46,544.19,-477.79,56.19,51.78,,,
00:23.3,930.18,543.76,-478.36,53.63,51.43,,,
00:23.3,930.9,543.3,-478.91,50.98,51.11,,,
00:23.4,931.62,542.82,-479.43,48.22,50.79,,,
00:23.5,932.33,542.32,-479.92,45.42,50.48,,,
00:23.5,933.04,541.8,-480.39,42.61,50.17,,,
00:23.6,933.74,541.26,-480.82,39.82,49.85,,,
00:23.6,934.44,540.7,-481.23,37.07,49.55,,,
00:23.6,935.13,540.13,-481.61,34.32,49.23,,,
00:23.7,935.82,539.54,-481.95,31.4,48.89,,,
00:23.8,936.51,538.94,-482.27,28.45,48.58,,,
00:23.8,937.19,538.33,-482.54,25.51,48.28,,,
00:23.8,937.87,537.71,-482.79,22.54,47.99,,,
00:23.9,938.54,537.08,-483,19.72,47.7,,,
00:23.9,939.21,536.44,-483.18,16.99,47.39,,,
00:24.0,939.88,535.8,-483.33,14.14,47.07,,,
00:24.0,940.54,535.16,-483.44,11.26,46.79,,,
00:24.1,941.2,534.52,-483.51,8.37,46.52,,,
00:24.1,941.85,533.87,-483.56,5.49,46.26,,,
00:24.2,942.5,533.23,-483.57,2.61,45.98,,,
00:24.2,943.15,532.6,-483.55,-0.28,45.75,,,
00:24.3,943.8,531.96,-483.49,-3.12,45.78,,,
00:24.4,944.45,531.33,-483.41,-5.92,46.13,,,
00:24.4,945.1,530.7,-483.29,-8.83,46.7,,,
00:24.4,945.77,530.06,-483.15,-11.77,47.37,,,
00:24.5,946.44,529.43,-482.96,-14.6,48.03,,,
00:24.6,947.12,528.79,-482.75,-17.41,48.74,,,
00:24.6,947.81,528.15,-482.5,-20.15,49.47,,,
00:24.6,948.51,527.52,-482.22,-22.78,50.25,,,
00:24.7,949.22,526.89,-481.91,-25.34,51.02,,,
00:24.8,949.94,526.26,-481.56,-27.98,51.91,,,
00:24.8,950.68,525.64,-481.19,-30.51,52.85,,,
00:24.8,951.43,525.02,-480.78,-32.9,54,,,
00:24.9,952.19,524.41,-480.34,-35.19,55.22,,,
00:24.9,952.97,523.79,-479.87,-37.41,56.43,,,
00:25.0,953.76,523.18,-479.36,-39.62,57.54,,,
00:25.1,954.58,522.58,-478.83,-41.8,58.75,,,
00:25.1,955.4,521.98,-478.26,-43.95,60.08,,,
00:25.1,956.25,521.39,-477.66,-45.98,61.4,,,
00:25.2,957.11,520.8,-477.02,-47.91,62.7,,,
00:25.3,958,520.23,-476.36,-49.76,64.09,,,
00:25.3,958.9,519.66,-475.66,-51.44,65.56,,,
00:25.4,959.82,519.1,-474.93,-52.92,67.06,,,
00:25.4,960.77,518.54,-474.17,-54.35,68.58,,,
00:25.5,961.73,518,-473.38,-55.9,70.09,,,
00:25.5,962.72,517.46,-472.55,-57.58,71.62,,,
00:25.6,963.72,516.94,-471.69,-59.24,73.09,,,
00:25.6,964.75,516.43,-470.8,-60.84,74.47,,,
00:25.6,965.79,515.93,-469.89,-62.38,75.79,,,
00:25.7,966.85,515.44,-468.94,-63.91,77.04,,,
00:25.8,967.93,514.97,-467.98,-65.39,78.27,,,
00:25.8,969.03,514.51,-466.98,-66.71,79.53,,,
00:25.9,970.14,514.06,-465.96,-67.83,80.87,,,
00:25.9,971.27,513.62,-464.92,-68.76,82.39,,,
00:25.9,972.43,513.2,-463.84,-69.56,84.08,,,
00:26.0,973.61,512.78,-462.74,-70.31,85.87,,,
00:26.1,974.81,512.37,-461.6,-71.05,87.71,,,
00:26.1,976.05,511.97,-460.44,-71.83,89.52,,,
00:26.1,977.3,511.58,-459.25,-72.65,91.3,,,
00:26.2,978.58,511.2,-458.02,-73.44,93.09,,,
00:26.3,979.89,510.82,-456.77,-74.07,94.9,,,
00:26.3,981.22,510.45,-455.5,-74.44,96.73,,,
00:26.3,982.57,510.08,-454.19,-74.54,98.53,,,
00:26.4,983.96,509.7,-452.86,-74.4,100.26,,,
00:26.5,985.36,509.31,-451.51,-74,101.92,,,
00:26.5,986.79,508.91,-450.15,-73.28,103.53,,,
00:26.5,988.24,508.49,-448.76,-72.32,105.08,,,
00:26.6,989.71,508.04,-447.36,-71.25,106.57,,,
00:26.6,991.2,507.56,-445.95,-70.16,108.02,,,
00:26.7,992.71,507.05,-444.53,-69.16,109.42,,,
00:26.8,994.23,506.51,-443.1,-68.24,110.78,,,
00:26.8,995.78,505.95,-441.65,-67.29,112.11,,,
00:26.8,997.35,505.36,-440.2,-66.23,113.41,,,
00:26.9,998.93,504.74,-438.75,-65.12,114.67,,,
00:26.9,1000.53,504.08,-437.29,-64.08,115.89,,,
00:27.0,1002.15,503.4,-435.82,-63.19,117.12,,,
00:27.1,1003.78,502.68,-434.35,-62.39,118.36,,,
00:27.1,1005.44,501.93,-432.88,-61.53,119.65,,,
00:27.1,1007.11,501.16,-431.4,-60.51,121.18,,,
00:27.2,1008.81,500.34,-429.91,-59.73,122.92,,,
00:27.2,1010.52,499.49,-428.42,-59.33,124.58,,,
00:27.3,1012.26,498.61,-426.92,-58.84,125.95,,,
00:27.4,1014.02,497.71,-425.41,-58.04,126.94,,,
00:27.4,1015.78,496.79,-423.9,-56.74,127.71,,,
00:27.4,1017.56,495.85,-422.39,-55.28,128.76,,,
00:27.5,1019.36,494.87,-420.88,-54.03,129.91,,,
00:27.6,1021.17,493.85,-419.38,-53.22,131.11,,,
00:27.6,1023,492.8,-417.88,-52.65,132.4,,,
00:27.6,1024.85,491.72,-416.39,-52.04,133.76,,,
00:27.7,1026.72,490.6,-414.89,-51.26,135.19,,,
00:27.8,1028.6,489.44,-413.4,-50.35,136.59,,,
00:27.8,1030.51,488.25,-411.91,-49.2,137.91,,,
00:27.8,1032.43,487.02,-410.43,-47.81,139.18,,,
00:27.9,1034.37,485.76,-408.95,-46.32,140.41,,,
00:28.0,1036.33,484.46,-407.49,-45.1,141.58,,,
00:28.0,1038.3,483.13,-406.03,-43.88,142.43,,,
00:28.0,1040.28,481.77,-404.59,-42.51,143.07,,,
00:28.1,1042.27,480.37,-403.17,-41.23,143.62,,,
00:28.1,1044.26,478.95,-401.77,-40.17,144.23,,,
00:28.2,1046.27,477.49,-400.39,-39.26,145,,,
00:28.2,1048.29,476,-399.03,-38.65,145.99,,,
00:28.3,1050.32,474.47,-397.68,-38.59,147.16,,,
00:28.4,1052.38,472.92,-396.34,-38.93,148.53,,,
00:28.4,1054.45,471.34,-395,-39.11,149.95,,,
00:28.5,1056.54,469.73,-393.66,-38.57,151.23,,,
00:28.5,1058.65,468.08,-392.34,-37.41,152.44,,,
00:28.6,1060.78,466.41,-391.04,-35.97,153.6,,,
00:28.6,1062.92,464.7,-389.75,-34.61,154.7,,,
00:28.6,1065.07,462.96,-388.48,-33.27,155.45,,,
00:28.7,1067.23,461.2,-387.22,-31.64,156.15,,,
00:28.7,1069.4,459.4,-385.99,-30.14,156.86,,,
00:28.8,1071.58,457.58,-384.79,-28.78,157.48,,,
00:28.9,1073.77,455.73,-383.61,-27.61,158.06,,,
00:28.9,1075.97,453.85,-382.47,-26.45,158.65,,,
00:29.0,1078.17,451.95,-381.36,-25.24,159.24,,,
00:29.0,1080.38,450.01,-380.28,-24.13,159.74,,,
00:29.1,1082.6,448.06,-379.23,-23.57,159.7,,,
00:29.1,1084.82,446.08,-378.22,-23.76,159.46,,,
00:29.1,1087.03,444.1,-377.23,-24.56,159.27,,,
00:29.2,1089.24,442.12,-376.26,-25.51,159.11,,,
00:29.3,1091.45,440.13,-375.29,-25.94,158.95,,,
00:29.3,1093.66,438.14,-374.33,-25.72,158.79,,,
00:29.3,1095.86,436.16,-373.38,-25.17,158.63,,,
00:29.4,1098.07,434.16,-372.45,-24.59,158.48,,,
00:29.5,1100.27,432.17,-371.52,-23.99,158.32,,,
00:29.5,1102.46,430.16,-370.62,-23.32,158.13,,,
00:29.5,1104.66,428.15,-369.74,-22.63,157.94,,,
00:29.6,1106.85,426.14,-368.88,-22.02,157.77,,,
00:29.6,1109.04,424.11,-368.03,-21.56,157.61,,,
00:29.7,1111.23,422.09,-367.21,-21.23,157.44,,,
00:29.7,1113.41,420.06,-366.4,-20.97,157.28,,,
00:29.8,1115.6,418.02,-365.61,-20.68,157.13,,,
00:29.9,1117.78,415.98,-364.83,-20.34,156.97,,,
00:29.9,1119.96,413.94,-364.07,-19.97,156.82,,,
00:30.0,1122.13,411.9,-363.31,-19.58,156.67,,,
00:30.0,1124.31,409.86,-362.57,-19.18,156.51,,,
00:30.1,1126.48,407.81,-361.85,-18.77,156.36,,,
00:30.1,1128.65,405.76,-361.14,-18.39,156.2,,,
00:30.1,1130.82,403.7,-360.45,-17.96,156.05,,,
00:30.2,1132.99,401.64,-359.77,-17.52,155.9,,,
00:30.3,1135.15,399.58,-359.1,-17.15,155.75,,,
00:30.3,1137.31,397.52,-358.46,-16.79,155.6,,,
00:30.4,1139.47,395.46,-357.82,-16.44,155.45,,,
00:30.4,1141.63,393.39,-357.2,-16.09,155.3,,,
00:30.5,1143.78,391.32,-356.6,-15.73,155.15,,,
00:30.5,1145.94,389.25,-356,-15.36,155.01,,,
00:30.6,1148.09,387.18,-355.42,-15,154.85,,,
00:30.6,1150.24,385.1,-354.86,-14.66,154.69,,,
00:30.6,1152.39,383.03,-354.31,-14.38,154.55,,,
00:30.7,1154.53,380.95,-353.77,-14.07,154.4,,,
00:30.7,1156.68,378.88,-353.24,-13.71,154.26,,,
00:30.8,1158.82,376.8,-352.72,-13.42,154.11,,,
00:30.9,1160.96,374.72,-352.22,-13.12,153.97,,,
00:30.9,1163.09,372.64,-351.73,-12.78,153.83,,,
00:30.9,1165.23,370.56,-351.25,-12.47,153.68,,,
00:31.0,1167.36,368.48,-350.78,-12.18,153.53,,,
00:31.0,1169.5,366.39,-350.32,-11.9,153.38,,,
00:31.1,1171.63,364.31,-349.88,-11.66,153.23,,,
00:31.2,1173.75,362.23,-349.44,-11.4,153.08,,,
00:31.2,1175.88,360.15,-349.02,-11.14,152.95,,,
00:31.2,1178,358.06,-348.6,-10.88,152.81,,,
00:31.3,1180.12,355.98,-348.2,-10.59,152.67,,,
00:31.4,1182.24,353.9,-347.8,-10.28,152.53,,,
00:31.4,1184.36,351.82,-347.42,-10,152.38,,,
00:31.4,1186.47,349.74,-347.04,-9.73,152.23,,,
00:31.5,1188.59,347.65,-346.68,-9.48,152.08,,,
00:31.6,1190.7,345.57,-346.33,-9.23,151.93,,,
00:31.6,1192.81,343.49,-345.98,-9,151.79,,,
00:31.6,1194.91,341.41,-345.65,-8.75,151.64,,,
00:31.7,1197.02,339.33,-345.33,-8.49,151.49,,,
00:31.8,1199.12,337.25,-345.01,-8.25,151.22,,,
00:31.8,1201.22,335.18,-344.7,-8.02,150.85,,,
00:31.9,1203.31,333.11,-344.41,-7.79,150.41,,,
00:31.9,1205.4,331.04,-344.12,-7.58,149.91,,,
00:32.0,1207.48,328.98,-343.84,-7.39,149.39,,,
00:32.0,1209.55,326.93,-343.57,-7.21,148.84,,,
00:32.1,1211.61,324.88,-343.31,-7.05,148.28,,,
00:32.1,1213.67,322.84,-343.05,-6.88,147.69,,,
00:32.1,1215.71,320.81,-342.8,-6.76,147.07,,,
00:32.2,1217.75,318.79,-342.56,-6.7,146.46,,,
00:32.2,1219.78,316.77,-342.32,-6.66,145.84,,,
00:32.3,1221.8,314.76,-342.08,-6.61,145.22,,,
00:32.4,1223.82,312.76,-341.85,-6.55,144.58,,,
00:32.4,1225.82,310.77,-341.62,-6.49,143.93,,,
00:32.5,1227.81,308.79,-341.39,-6.44,143.25,,,
00:32.5,1229.8,306.82,-341.17,-6.38,142.54,,,
00:32.5,1231.77,304.86,-340.95,-6.32,141.74,,,
00:32.6,1233.73,302.91,-340.73,-6.26,140.88,,,
00:32.6,1235.68,300.97,-340.52,-6.2,139.9,,,
00:32.7,1237.62,299.05,-340.31,-6.17,138.61,,,
00:32.7,1239.53,297.14,-340.1,-6.18,137.06,,,
00:32.8,1241.42,295.26,-339.9,-6.23,135.36,,,
00:32.8,1243.29,293.4,-339.69,-6.33,133.63,,,
00:32.9,1245.14,291.57,-339.49,-6.43,131.91,,,
00:33.0,1246.96,289.76,-339.28,-6.54,130.22,,,
00:33.0,1248.75,287.98,-339.08,-6.62,128.54,,,
00:33.0,1250.53,286.22,-338.88,-6.77,126.7,,,
00:33.1,1252.27,284.48,-338.67,-6.94,125.02,,,
00:33.2,1254,282.77,-338.46,-7.1,123.41,,,
00:33.2,1255.7,281.08,-338.25,-7.3,121.74,,,
00:33.2,1257.38,279.41,-338.04,-7.48,120.06,,,
00:33.3,1259.04,277.77,-337.83,-7.72,118.23,,,
00:33.3,1260.67,276.16,-337.61,-7.98,116.32,,,
00:33.4,1262.27,274.57,-337.39,-8.36,114.35,,,
00:33.5,1263.84,273.01,-337.16,-8.91,112.35,,,
00:33.5,1265.39,271.49,-336.91,-9.64,110.34,,,
00:33.5,1266.91,269.99,-336.66,-10.48,108.32,,,
00:33.6,1268.4,268.52,-336.39,-11.29,106.37,,,
00:33.6,1269.86,267.09,-336.11,-12.2,104.49,,,
00:33.7,1271.3,265.68,-335.81,-13.21,102.68,,,
00:33.8,1272.71,264.3,-335.5,-14.25,100.85,,,
00:33.8,1274.1,262.95,-335.16,-15.21,99.1,,,
00:33.9,1275.47,261.63,-334.81,-16.25,97.48,,,
00:33.9,1276.81,260.35,-334.44,-17.37,95.75,,,
00:34.0,1278.13,259.09,-334.04,-18.51,94.02,,,
00:34.0,1279.42,257.86,-333.63,-19.73,92.34,,,
00:34.0,1280.69,256.66,-333.21,-21.01,90.72,,,
00:34.1,1281.94,255.5,-332.76,-22.33,89.42,,,
00:34.1,1283.18,254.35,-332.29,-23.72,88.24,,,
00:34.2,1284.4,253.24,-331.8,-25.22,87.25,,,
00:34.2,1285.6,252.15,-331.28,-26.78,86.45,,,
00:34.3,1286.8,251.08,-330.74,-28.23,85.92,,,
00:34.3,1287.99,250.03,-330.18,-29.58,85.51,,,
00:34.4,1289.18,249,-329.59,-31,85.1,,,
00:34.5,1290.35,247.99,-328.98,-32.55,84.63,,,
00:34.5,1291.53,247.01,-328.35,-34.28,84.16,,,
00:34.6,1292.69,246.05,-327.69,-36.08,83.77,,,
00:34.6,1293.86,245.11,-327,-37.86,83.38,,,
00:34.6,1295.01,244.2,-326.29,-39.57,82.96,,,
00:34.7,1296.16,243.31,-325.56,-41.21,82.54,,,
00:34.8,1297.3,242.45,-324.81,-42.83,82.11,,,
00:34.8,1298.44,241.62,-324.04,-44.57,81.66,,,
00:34.8,1299.57,240.81,-323.25,-46.28,81.22,,,
00:34.9,1300.69,240.02,-322.45,-47.94,80.64,,,
00:35.0,1301.81,239.26,-321.63,-49.87,80.07,,,
00:35.0,1302.92,238.54,-320.79,-51.98,79.6,,,
00:35.0,1304.02,237.85,-319.93,-54.04,79.09,,,
00:35.1,1305.11,237.19,-319.05,-55.92,78.68,,,
00:35.2,1306.2,236.57,-318.16,-57.45,78.32,,,
00:35.2,1307.29,235.97,-317.25,-58.68,78,,,
00:35.3,1308.37,235.41,-316.33,-60.18,77.63,,,
00:35.3,1309.44,234.88,-315.39,-62.2,77.27,,,
00:35.3,1310.52,234.37,-314.45,-64.32,76.92,,,
00:35.4,1311.58,233.91,-313.49,-66,76.59,,,
00:35.5,1312.64,233.48,-312.52,-67.64,76.11,,,
00:35.5,1313.7,233.08,-311.54,-69.51,75.51,,,
00:35.5,1314.75,232.72,-310.56,-70.78,74.84,,,
00:35.6,1315.78,232.38,-309.59,-71.25,73.87,,,
00:35.7,1316.8,232.05,-308.63,-71.2,72.73,,,
00:35.7,1317.8,231.72,-307.68,-70.89,71.53,,,
00:35.7,1318.79,231.39,-306.75,-70.23,70.4,,,
00:35.8,1319.76,231.05,-305.84,-69.23,69.43,,,
00:35.9,1320.72,230.68,-304.96,-67.82,68.6,,,
00:35.9,1321.66,230.3,-304.09,-66.02,67.83,,,
00:36.0,1322.6,229.9,-303.24,-64.04,67.16,,,
00:36.0,1323.53,229.48,-302.42,-61.87,66.48,,,
00:36.1,1324.45,229.03,-301.62,-59.48,65.79,,,
00:36.1,1325.37,228.55,-300.84,-57.04,65.14,,,
00:36.1,1326.27,228.05,-300.09,-54.62,64.69,,,
00:36.2,1327.17,227.52,-299.37,-52.4,64.32,,,
00:36.2,1328.06,226.97,-298.67,-50.36,63.92,,,
00:36.3,1328.95,226.39,-298,-48.3,63.5,,,
00:36.3,1329.83,225.79,-297.36,-46.07,63.07,,,
00:36.4,1330.7,225.17,-296.75,-43.6,62.68,,,
00:36.5,1331.58,224.52,-296.17,-41.11,62.28,,,
00:36.5,1332.44,223.86,-295.62,-38.54,61.84,,,
00:36.6,1333.31,223.17,-295.11,-36.07,61.47,,,
00:36.6,1334.16,222.47,-294.63,-33.9,61.15,,,
00:36.6,1335.01,221.75,-294.18,-31.95,60.79,,,
00:36.7,1335.85,221.02,-293.76,-29.62,60.36,,,
00:36.7,1336.7,220.28,-293.38,-26.71,60,,,
00:36.8,1337.53,219.52,-293.03,-23.89,59.77,,,
00:36.8,1338.36,218.76,-292.7,-21.73,59.44,,,
00:36.9,1339.18,218,-292.41,-19.62,58.96,,,
00:37.0,1340.01,217.22,-292.15,-17.2,58.65,,,
00:37.0,1340.83,216.43,-291.94,-14.56,58.72,,,
00:37.0,1341.65,215.64,-291.76,-12.21,59.1,,,
00:37.1,1342.48,214.83,-291.61,-10.07,59.71,,,
00:37.2,1343.31,214,-291.49,-7.95,60.33,,,
00:37.2,1344.16,213.16,-291.4,-5.9,60.63,,,
00:37.3,1345,212.32,-291.34,-3.79,60.8,,,
00:37.3,1345.85,211.48,-291.32,-1.47,60.97,,,
00:37.4,1346.7,210.63,-291.33,1.02,61.27,,,
00:37.4,1347.56,209.78,-291.37,3.56,61.75,,,
00:37.5,1348.43,208.92,-291.45,6.05,62.41,,,
00:37.5,1349.3,208.06,-291.56,8.34,63.11,,,
00:37.5,1350.19,207.19,-291.71,10.35,63.84,,,
00:37.6,1351.08,206.31,-291.9,12.14,64.73,,,
00:37.6,1351.99,205.43,-292.11,13.7,65.84,,,
00:37.7,1352.91,204.54,-292.34,15.11,67.04,,,
00:37.7,1353.85,203.64,-292.61,16.84,68.04,,,
00:37.8,1354.8,202.73,-292.9,18.59,69.03,,,
00:37.9,1355.77,201.82,-293.21,20.11,70.17,,,
00:37.9,1356.76,200.9,-293.55,21.09,71.45,,,
00:38.0,1357.76,199.96,-293.92,21.85,73.3,,,
00:38.0,1358.8,199.01,-294.31,22.54,75.19,,,
00:38.1,1359.85,198.03,-294.72,23.23,77.08,,,
00:38.1,1360.94,197.04,-295.16,23.98,78.85,,,
00:38.2,1362.04,196.03,-295.61,24.74,80.48,,,
00:38.2,1363.17,195.01,-296.09,25.53,82.06,,,
00:38.2,1364.32,193.97,-296.58,26.09,83.76,,,
00:38.3,1365.5,192.91,-297.09,26.26,85.59,,,
00:38.4,1366.7,191.83,-297.62,26.22,87.57,,,
00:38.4,1367.93,190.72,-298.16,25.96,89.46,,,
00:38.5,1369.19,189.59,-298.7,25.51,91.14,,,
00:38.5,1370.47,188.44,-299.25,25.11,92.85,,,
00:38.6,1371.77,187.26,-299.8,24.7,94.85,,,
00:38.6,1373.1,186.05,-300.35,23.95,96.51,,,
00:38.6,1374.45,184.81,-300.89,23.13,98.07,,,
00:38.7,1375.82,183.55,-301.44,22.71,99.9,,,
00:38.8,1377.22,182.26,-301.97,21.79,101.2,,,
00:38.8,1378.64,180.95,-302.49,20.54,102.44,,,
00:38.8,1380.07,179.61,-303,19.68,103.94,,,
00:38.9,1381.52,178.24,-303.5,18.99,105.44,,,
00:39.0,1383,176.85,-303.99,18.24,106.84,,,
00:39.0,1384.49,175.43,-304.46,17.32,108.17,,,
00:39.0,1386,173.99,-304.93,16.88,109.77,,,
00:39.1,1387.54,172.53,-305.39,16.77,111.17,,,
00:39.2,1389.09,171.05,-305.85,16.63,112.24,,,
00:39.2,1390.65,169.55,-306.3,16.17,113.58,,,
00:39.3,1392.24,168.02,-306.75,15.47,115.16,,,
00:39.3,1393.86,166.47,-307.19,14.69,117.07,,,
00:39.3,1395.5,164.89,-307.61,14.19,118.88,,,
00:39.4,1397.16,163.28,-308.03,13.94,120.57,,,
00:39.5,1398.84,161.64,-308.44,13.64,122.14,,,
00:39.5,1400.55,159.99,-308.84,13.17,123.67,,,
00:39.5,1402.28,158.31,-309.25,12.52,125.12,,,
00:39.6,1404.02,156.6,-309.64,11.74,126.52,,,
00:39.6,1405.79,154.88,-310.02,10.8,127.88,,,
00:39.7,1407.58,153.13,-310.38,9.84,129.3,,,
00:39.7,1409.38,151.36,-310.72,8.97,130.81,,,
00:39.8,1411.21,149.56,-311.05,8.19,132.33,,,
00:39.9,1413.06,147.73,-311.35,7.55,133.86,,,
00:39.9,1414.92,145.89,-311.63,7.01,135.32,,,
00:40.0,1416.81,144.01,-311.89,6.41,136.74,,,
00:40.0,1418.72,142.12,-312.14,5.73,138.23,,,
00:40.0,1420.65,140.2,-312.36,4.91,139.64,,,
00:40.1,1422.6,138.26,-312.55,3.98,141.02,,,
00:40.2,1424.57,136.3,-312.72,3.02,142.36,,,
00:40.2,1426.55,134.32,-312.86,2.15,143.72,,,
00:40.2,1428.56,132.32,-312.98,1.37,145.05,,,
00:40.3,1430.58,130.3,-313.07,0.48,146.32,,,
00:40.3,1432.62,128.26,-313.12,-0.36,147.07,,,
00:40.4,1434.66,126.22,-313.15,-0.95,146.86,,,
00:40.5,1436.7,124.18,-313.15,-1.63,146.61,,,
00:40.5,1438.73,122.15,-313.13,-2.2,146.41,,,
00:40.6,1440.76,120.12,-313.08,-2.55,146.22,,,
00:40.6,1442.79,118.09,-313.01,-2.88,146.03,,,
00:40.6,1444.82,116.06,-312.92,-3.37,145.85,,,
00:40.7,1446.84,114.04,-312.81,-3.97,145.67,,,
00:40.8,1448.87,112.02,-312.68,-4.57,145.49,,,
00:40.8,1450.89,110.01,-312.53,-5.21,145.31,,,
00:40.9,1452.9,108,-312.36,-5.89,145.12,,,
00:40.9,1454.92,105.99,-312.17,-6.55,144.94,,,
00:41.0,1456.93,103.99,-311.96,-7.06,144.76,,,
00:41.0,1458.94,102,-311.73,-7.43,144.59,,,
00:41.0,1460.94,100.01,-311.49,-7.68,144.43,,,
00:41.1,1462.95,98.02,-311.23,-7.83,144.27,,,
00:41.1,1464.95,96.03,-310.97,-7.92,144.1,,,
00:41.2,1466.95,94.05,-310.7,-7.92,143.94,,,
00:41.3,1468.95,92.07,-310.43,-7.89,143.78,,,
00:41.3,1470.95,90.09,-310.16,-7.88,143.63,,,
00:41.3,1472.94,88.12,-309.88,-7.92,143.48,,,
00:41.4,1474.93,86.15,-309.61,-7.97,143.33,,,
00:41.5,1476.92,84.17,-309.33,-8.01,143.17,,,
00:41.5,1478.91,82.21,-309.05,-8.06,143.02,,,
00:41.6,1480.89,80.24,-308.77,-8.1,142.86,,,
00:41.6,1482.88,78.28,-308.5,-8.13,142.71,,,
00:41.7,1484.86,76.32,-308.22,-8.12,142.56,,,
00:41.7,1486.84,74.36,-307.94,-8.09,142.41,,,
00:41.7,1488.81,72.4,-307.66,-8.05,142.26,,,
00:41.8,1490.79,70.45,-307.38,-8.03,142.09,,,
00:41.8,1492.76,68.49,-307.1,-8.04,141.94,,,
00:41.9,1494.73,66.54,-306.82,-8.06,141.71,,,
00:42.0,1496.7,64.6,-306.55,-8.09,141.22,,,
00:42.0,1498.65,62.66,-306.27,-8.12,140.55,,,
00:42.1,1500.6,60.73,-306,-8.15,139.75,,,
00:42.1,1502.53,58.82,-305.72,-8.2,138.83,,,
00:42.1,1504.45,56.92,-305.44,-8.23,137.72,,,
00:42.2,1506.36,55.03,-305.17,-8.27,136.55,,,
00:42.2,1508.25,53.16,-304.9,-8.32,135.34,,,
00:42.3,1510.12,51.31,-304.63,-8.36,134.09,,,
00:42.4,1511.97,49.48,-304.36,-8.4,132.88,,,
00:42.4,1513.81,47.66,-304.09,-8.45,131.72,,,
00:42.5,1515.63,45.86,-303.82,-8.51,130.49,,,
00:42.5,1517.43,44.08,-303.55,-8.58,129.27,,,
00:42.5,1519.22,42.31,-303.28,-8.68,128.03,,,
00:42.6,1520.99,40.56,-303.01,-8.86,126.74,,,
00:42.7,1522.74,38.83,-302.74,-9.16,125.4,,,
00:42.7,1524.47,37.12,-302.46,-9.64,124.04,,,
00:42.8,1526.19,35.43,-302.17,-10.32,122.64,,,
00:42.8,1527.88,33.77,-301.86,-11.22,121.23,,,
00:42.9,1529.56,32.12,-301.54,-12.3,119.86,,,
00:42.9,1531.21,30.51,-301.19,-13.46,118.59,,,
00:43.0,1532.85,28.91,-300.81,-14.66,117.52,,,
00:43.0,1534.48,27.33,-300.41,-15.83,116.61,,,
00:43.1,1536.09,25.78,-299.98,-17.07,115.88,,,
00:43.1,1537.7,24.24,-299.53,-18.43,115.31,,,
00:43.1,1539.29,22.72,-299.04,-19.78,114.8,,,
00:43.2,1540.88,21.21,-298.53,-21.14,114.34,,,
00:43.2,1542.47,19.72,-297.98,-22.64,113.92,,,
00:43.3,1544.05,18.25,-297.4,-24.17,113.51,,,
00:43.4,1545.62,16.8,-296.79,-25.65,113.11,,,
00:43.4,1547.19,15.38,-296.14,-27.16,112.72,,,
00:43.5,1548.75,13.97,-295.46,-28.62,112.32,,,
00:43.5,1550.3,12.58,-294.75,-29.97,111.93,,,
00:43.6,1551.85,11.22,-294.01,-31.38,111.54,,,
00:43.6,1553.4,9.88,-293.24,-32.82,111.15,,,
00:43.6,1554.94,8.56,-292.44,-34.13,110.77,,,
00:43.7,1556.47,7.27,-291.61,-35.4,110.38,,,
00:43.7,1558,6,-290.75,-36.74,109.99,,,
00:43.8,1559.53,4.76,-289.87,-38.08,109.61,,,
00:43.8,1561.04,3.54,-288.96,-39.39,109.2,,,
00:43.9,1562.56,2.35,-288.03,-40.92,108.77,,,
00:44.0,1564.06,1.19,-287.07,-42.54,108.33,,,
00:44.0,1565.56,0.05,-286.09,-43.86,107.91,,,
00:44.0,1567.06,-1.05,-285.08,-45.09,107.48,,,
00:44.1,1568.55,-2.12,-284.04,-46.52,107.04,,,
00:44.1,1570.03,-3.17,-282.99,-48.17,106.63,,,
00:44.2,1571.51,-4.18,-281.91,-49.65,106.23,,,
00:44.2,1572.98,-5.16,-280.82,-50.84,105.85,,,
00:44.3,1574.44,-6.12,-279.71,-52.03,105.47,,,
00:44.4,1575.9,-7.05,-278.58,-53.49,105.04,,,
00:44.4,1577.36,-7.95,-277.44,-55.35,104.62,,,
00:44.5,1578.81,-8.81,-276.27,-57,104.38,,,
00:44.5,1580.26,-9.64,-275.08,-58.27,104.45,,,
00:44.5,1581.71,-10.44,-273.87,-59.44,104.63,,,
00:44.6,1583.16,-11.2,-272.63,-60.63,104.94,,,
00:44.7,1584.62,-11.94,-271.37,-61.94,105.39,,,
00:44.7,1586.09,-12.65,-270.08,-63.38,106.03,,,
