,sLapDistance,xCarX,xCarY,aYaw,vCar
00:22.1,896.73,-90.1,79.67,-178.87,192.053
00:22.1,899.42,-86.33,79.74,-178.88,193.466
00:22.2,902.13,-84.7,79.77,-178.87,192.691
00:22.3,904.85,-81.44,79.84,-178.83,193.213
00:22.3,907.58,-78.7,79.89,-178.81,194.614
00:22.4,910.33,-76.51,79.94,-178.8,195.811
00:22.4,913.09,-72.64,80.01,-178.81,195.834
00:22.5,915.86,-70.98,80.05,-178.82,195.251
00:22.5,918.65,-67.63,80.11,-178.79,196.435
00:22.6,921.44,-64.84,80.17,-178.7,198.755
00:22.6,924.23,-62.6,80.22,-178.61,199.716
00:22.7,927.03,-58.68,80.3,-178.28,200.449
00:22.7,929.84,-57,80.34,-178.13,201.648
00:22.8,932.67,-53.6,80.43,-178.21,202.914
00:22.8,935.51,-50.77,80.5,-178.37,202.93
00:22.9,938.35,-48.49,80.57,-178.48,203.85
00:22.9,941.21,-44.49,80.67,-178.61,205.148
00:23.0,944.08,-42.77,80.72,-178.66,206.363
00:23.0,946.96,-39.31,80.81,-178.79,206.168
00:23.1,949.85,-36.42,80.87,-178.88,204.675
00:23.1,952.76,-34.09,80.92,-178.89,205.795
00:23.1,955.67,-30.01,81.01,-178.82,207.971
00:23.2,958.6,-28.25,81.05,-178.76,207.269
00:23.2,961.54,-24.72,81.12,-178.68,208.383
00:23.3,964.49,-21.77,81.19,-178.59,210.346
00:23.3,967.45,-19.4,81.24,-178.47,211.244
00:23.4,970.43,-15.24,81.34,-178.4,209.583
00:23.5,973.41,-13.44,81.39,-178.41,210.892
00:23.5,976.4,-9.85,81.48,-178.41,213.175
00:23.6,979.41,-6.84,81.56,-178.43,213.355
00:23.6,982.43,-4.43,81.63,-178.45,213.535
00:23.6,985.45,-0.19,81.74,-178.44,215.366
00:23.7,988.49,1.63,81.79,-178.43,216.35
00:23.8,991.53,5.29,81.89,-178.4,215.705
00:23.8,994.59,8.35,81.97,-178.36,216.123
00:23.8,997.66,10.8,82.04,-178.36,216.513
00:23.9,1000.74,15.11,82.16,-178.34,216.004
00:23.9,1003.82,16.96,82.21,-178.33,217.935
00:24.0,1006.9,20.65,82.31,-178.29,218.088
00:24.0,1009.97,23.72,82.4,-178.23,218.164
00:24.1,1013.04,26.17,82.47,-178.18,218.25
00:24.1,1016.1,30.46,82.6,-178.06,218.311
00:24.2,1019.16,32.29,82.66,-178.04,218.357
00:24.2,1022.22,35.96,82.78,-178.05,218.408
00:24.3,1025.27,39,82.88,-178.07,218.305
00:24.4,1028.32,41.44,82.96,-178.06,217.362
00:24.4,1031.36,45.7,83.1,-178.02,216.913
00:24.4,1034.4,47.52,83.16,-177.99,217.047
00:24.5,1037.43,51.16,83.28,-177.95,216.855
00:24.6,1040.47,54.19,83.38,-177.96,216.864
