,sLapDistance,xCarX,xCarY,aYaw,vCar
00:24.5,918.42,47.08,-19.99,-118.31,100.27
00:24.6,919.81,47.8,-18.81,-116.95,99.13
00:24.6,921.17,48.47,-17.62,-115.69,98.03
00:24.6,922.53,49.11,-16.42,-114.49,96.94
00:24.7,923.86,49.71,-15.23,-113.16,95.87
00:24.8,925.19,50.27,-14.03,-111.61,94.78
00:24.8,926.49,50.79,-12.82,-110.01,93.66
00:24.8,927.79,51.26,-11.62,-108.59,92.55
00:24.9,929.06,51.69,-10.42,-107.35,91.44
00:24.9,930.32,52.08,-9.22,-106.02,90.37
00:25.0,931.57,52.43,-8.02,-104.44,89.42
00:25.1,932.81,52.75,-6.82,-102.83,88.55
00:25.1,934.03,53.02,-5.63,-101.22,87.69
00:25.1,935.25,53.26,-4.44,-99.39,86.89
00:25.2,936.45,53.45,-3.26,-97.41,86.17
00:25.3,937.64,53.61,-2.07,-95.55,85.54
00:25.3,938.82,53.72,-0.9,-93.76,84.96
00:25.4,940,53.8,0.28,-91.88,84.43
00:25.4,941.17,53.84,1.45,-89.97,83.94
00:25.5,942.33,53.84,2.61,-88.1,83.44
00:25.5,943.49,53.81,3.76,-86.19,82.92
00:25.6,944.64,53.73,4.91,-84.13,82.37
00:25.6,945.78,53.62,6.04,-82.02,81.83
00:25.6,946.91,53.47,7.17,-79.98,81.28
00:25.7,948.04,53.28,8.27,-78.1,80.75
00:25.8,949.15,53.04,9.37,-76.35,80.24
00:25.8,950.27,52.78,10.45,-74.46,79.7
00:25.9,951.37,52.47,11.51,-72.29,79.17
00:25.9,952.47,52.12,12.55,-70.06,78.66
00:25.9,953.56,51.74,13.57,-67.95,78.16
00:26.0,954.65,51.32,14.56,-65.92,77.67
00:26.1,955.72,50.87,15.54,-63.9,77.19
00:26.1,956.79,50.38,16.49,-61.85,76.87
00:26.1,957.86,49.87,17.42,-59.73,76.85
00:26.2,958.93,49.32,18.34,-57.57,77.09
00:26.3,960.01,48.74,19.24,-55.36,77.47
00:26.3,961.09,48.12,20.13,-53.13,77.94
00:26.3,962.17,47.47,21,-50.98,78.46
00:26.4,963.27,46.78,21.85,-49.01,79.03
00:26.5,964.37,46.06,22.68,-47.11,79.62
00:26.5,965.48,45.31,23.5,-45.22,80.25
00:26.5,966.6,44.52,24.29,-43.3,80.91
00:26.6,967.73,43.71,25.07,-41.4,81.59
00:26.6,968.86,42.86,25.83,-39.58,82.29
00:26.7,970.01,41.98,26.57,-37.82,82.98
00:26.8,971.17,41.07,27.29,-36.18,83.71
00:26.8,972.34,40.14,27.99,-34.9,84.44
00:26.8,973.51,39.18,28.67,-34.18,85.02
00:26.9,974.7,38.2,29.34,-33.96,85.25
00:26.9,975.88,37.23,30.01,-34.11,85.18
00:27.0,977.06,36.26,30.68,-34.6,85.06
00:27.1,978.24,35.29,31.37,-35.5,84.93
00:27.1,979.42,34.34,32.07,-36.8,84.79
00:27.1,980.6,33.41,32.79,-38.35,84.63
00:27.2,981.78,32.5,33.53,-39.99,84.46
00:27.2,982.95,31.62,34.29,-41.64,84.29
00:27.3,984.12,30.75,35.08,-43.18,84.13
00:27.4,985.29,29.91,35.89,-44.67,83.95
00:27.4,986.45,29.09,36.71,-46.26,83.78
00:27.4,987.61,28.29,37.56,-47.89,83.63
00:27.5,988.78,27.52,38.43,-49.41,83.46
00:27.6,989.93,26.77,39.31,-50.82,83.29
00:27.6,991.09,26.05,40.22,-52.36,83.1
00:27.6,992.24,25.36,41.14,-54.13,82.91
00:27.7,993.39,24.7,42.08,-56.06,82.72
00:27.8,994.54,24.06,43.03,-58.02,82.5
00:27.8,995.68,23.46,44,-60,82.25
00:27.8,996.83,22.89,44.99,-62.03,82
00:27.9,997.97,22.37,46,-64.01,81.75
00:28.0,999.1,21.88,47.02,-65.86,81.52
00:28.0,1000.23,21.42,48.06,-67.69,81.28
00:28.0,1001.36,21,49.11,-69.59,81.05
00:28.1,1002.48,20.62,50.16,-71.62,80.79
00:28.1,1003.61,20.27,51.23,-73.77,80.54
00:28.2,1004.72,19.97,52.3,-75.89,80.29
00:28.2,1005.84,19.7,53.38,-77.82,80.03
00:28.3,1006.95,19.48,54.47,-79.66,79.77
00:28.4,1008.06,19.29,55.56,-81.58,79.53
00:28.4,1009.16,19.14,56.65,-83.59,79.29
00:28.5,1010.26,19.03,57.75,-85.61,79.05
00:28.5,1011.36,18.95,58.84,-87.65,78.78
00:28.6,1012.45,18.91,59.93,-89.77,78.49
00:28.6,1013.54,18.92,61.02,-91.88,78.21
00:28.6,1014.63,18.96,62.1,-93.86,77.94
00:28.7,1015.71,19.04,63.18,-95.78,77.65
00:28.7,1016.78,19.17,64.25,-97.81,77.39
00:28.8,1017.86,19.33,65.31,-99.95,77.41
00:28.9,1018.94,19.52,66.37,-101.98,77.69
00:28.9,1020.02,19.76,67.42,-103.84,78.05
00:29.0,1021.11,20.03,68.48,-105.73,78.5
00:29.0,1022.21,20.34,69.53,-107.75,79.03
00:29.1,1023.31,20.69,70.57,-109.75,79.62
00:29.1,1024.42,21.08,71.61,-111.64,80.18
00:29.1,1025.54,21.5,72.65,-113.58,80.76
00:29.2,1026.66,21.95,73.68,-115.66,81.37
00:29.3,1027.8,22.45,74.7,-117.76,82
00:29.3,1028.94,22.98,75.71,-119.79,82.59
00:29.3,1030.09,23.54,76.71,-121.85,83.16
00:29.4,1031.25,24.15,77.7,-123.94,83.73
00:29.5,1032.42,24.78,78.68,-125.99,84.3
00:29.5,1033.59,25.46,79.64,-127.97,84.87
00:29.5,1034.77,26.17,80.59,-129.93,85.46
00:29.6,1035.96,26.91,81.52,-131.79,86.05
00:29.6,1037.16,27.69,82.43,-133.42,86.63
00:29.7,1038.37,28.5,83.32,-134.81,87.26
00:29.7,1039.59,29.35,84.2,-136.14,87.96
00:29.8,1040.81,30.22,85.06,-137.51,88.81
00:29.9,1042.05,31.14,85.9,-138.91,89.73
00:29.9,1043.31,32.08,86.72,-140.35,90.64
00:30.0,1044.57,33.05,87.53,-141.83,91.6
00:30.0,1045.85,34.06,88.32,-143.33,92.59
00:30.1,1047.14,35.09,89.1,-144.86,93.58
00:30.1,1048.45,36.16,89.85,-146.48,94.56
00:30.1,1049.77,37.25,90.59,-148.16,95.56
00:30.2,1051.1,38.38,91.31,-149.85,96.56
00:30.3,1052.45,39.53,92,-151.39,97.54
00:30.3,1053.81,40.72,92.67,-152.76,98.5
00:30.4,1055.18,41.93,93.32,-154.06,99.52
00:30.4,1056.57,43.17,93.94,-155.27,100.6
00:30.5,1057.98,44.44,94.55,-156.49,101.67
00:30.5,1059.4,45.73,95.13,-157.79,102.79
00:30.6,1060.83,47.05,95.69,-158.99,103.94
00:30.6,1062.28,48.4,96.23,-159.99,105.11
00:30.6,1063.75,49.78,96.75,-161.01,106.27
00:30.7,1065.24,51.17,97.24,-162.08,107.52
00:30.7,1066.74,52.6,97.72,-162.95,108.78
00:30.8,1068.26,54.05,98.18,-163.69,110.02
00:30.9,1069.79,55.52,98.62,-164.5,111.31
00:30.9,1071.35,57.02,99.05,-165.25,112.65
00:30.9,1072.92,58.53,99.46,-165.99,113.92
00:31.0,1074.51,60.08,99.85,-166.89,115.17
00:31.0,1076.12,61.64,100.24,-167.93,116.49
00:31.1,1077.75,63.22,100.6,-168.87,117.92
00:31.2,1079.39,64.83,100.95,-169.44,119.3
00:31.2,1081.06,66.47,101.28,-169.7,120.81
00:31.2,1082.75,68.13,101.6,-169.65,122.41
00:31.3,1084.46,69.81,101.92,-169.44,123.91
00:31.4,1086.19,71.51,102.24,-169.14,125.36
00:31.4,1087.94,73.23,102.58,-168.71,126.89
00:31.4,1089.72,74.97,102.92,-168.21,128.39
00:31.5,1091.51,76.72,103.29,-167.62,129.78
00:31.6,1093.32,78.49,103.68,-166.96,131.17
00:31.6,1095.15,80.28,104.08,-166.33,132.51
00:31.6,1097,82.07,104.51,-165.61,133.72
00:31.7,1098.87,83.89,104.96,-164.67,135.02
00:31.8,1100.75,85.71,105.44,-163.8,136.49
00:31.8,1102.66,87.55,105.95,-163.32,137.8
00:31.9,1104.58,89.39,106.48,-162.91,138.95
00:31.9,1106.52,91.25,107.03,-162.34,140.09
00:32.0,1108.47,93.12,107.61,-161.58,141.29
00:32.0,1110.44,94.99,108.21,-160.59,142.53
00:32.1,1112.43,96.88,108.84,-159.51,143.77
00:32.1,1114.43,98.77,109.51,-158.47,144.96
00:32.1,1116.45,100.67,110.21,-157.72,146.19
00:32.2,1118.49,102.56,110.95,-157.19,147.24
00:32.2,1120.54,104.47,111.72,-156.31,148.26
00:32.3,1122.61,106.37,112.51,-155.24,149.48
00:32.4,1124.69,108.28,113.35,-154.3,150.56
00:32.4,1126.79,110.19,114.22,-153.04,151.45
00:32.5,1128.9,112.1,115.13,-151.46,152.48
00:32.5,1131.02,113.99,116.08,-150.5,152.33
00:32.5,1133.13,115.85,117.08,-150.21,152.02
00:32.6,1135.24,117.7,118.1,-149.63,151.78
00:32.6,1137.34,119.53,119.14,-148.89,151.55
00:32.7,1139.45,121.34,120.2,-148.17,151.26
00:32.7,1141.54,123.14,121.29,-146.94,150.96
00:32.8,1143.64,124.91,122.4,-145.73,150.66
00:32.8,1145.73,126.66,123.55,-144.77,150.35
00:32.9,1147.81,128.38,124.72,-143.86,150.07
00:33.0,1149.9,130.08,125.93,-142.96,149.8
00:33.0,1151.98,131.76,127.15,-142.22,149.53
00:33.0,1154.05,133.42,128.41,-141.62,149.27
00:33.1,1156.12,135.05,129.68,-140.92,149.02
00:33.2,1158.19,136.66,130.97,-139.99,148.77
00:33.2,1160.25,138.26,132.28,-138.89,148.5
00:33.2,1162.31,139.83,133.62,-137.81,148.22
00:33.3,1164.37,141.37,134.98,-136.94,147.95
00:33.3,1166.42,142.89,136.36,-136.35,147.7
00:33.4,1168.47,144.39,137.76,-135.94,147.49
00:33.5,1170.52,145.88,139.16,-135.83,147.23
00:33.5,1172.56,147.35,140.57,-136.12,146.74
00:33.5,1174.59,148.83,141.97,-136.74,145.99
00:33.6,1176.61,150.31,143.35,-137.71,145.08
00:33.6,1178.62,151.79,144.7,-138.87,144.01
00:33.7,1180.61,153.29,146.02,-140,142.91
00:33.8,1182.59,154.79,147.3,-141.1,141.85
00:33.8,1184.55,156.31,148.55,-142.41,140.76
00:33.9,1186.5,157.83,149.76,-144.06,139.61
00:33.9,1188.43,159.37,150.93,-145.33,138.53
00:34.0,1190.35,160.92,152.06,-146.18,137.58
00:34.0,1192.25,162.48,153.15,-147.23,136.78
00:34.0,1194.14,164.06,154.2,-148.42,136.09
00:34.1,1196.03,165.64,155.23,-149.48,135.48
00:34.1,1197.9,167.23,156.22,-150.82,134.85
00:34.2,1199.77,168.84,157.17,-152.39,134.19
00:34.2,1201.63,170.46,158.08,-153.76,133.54
00:34.3,1203.48,172.1,158.95,-155.16,132.89
00:34.3,1205.32,173.74,159.77,-156.55,132.26
00:34.4,1207.15,175.4,160.55,-157.72,131.63
00:34.5,1208.97,177.07,161.28,-158.93,130.98
00:34.5,1210.79,178.75,161.97,-160.19,130.32
00:34.6,1212.59,180.44,162.62,-161.39,129.62
00:34.6,1214.39,182.13,163.22,-162.56,128.92
00:34.6,1216.17,183.82,163.79,-163.83,128.25
00:34.7,1217.95,185.52,164.31,-165.24,127.61
00:34.8,1219.71,187.22,164.8,-166.71,126.95
00:34.8,1221.47,188.92,165.25,-168.42,126.28
00:34.8,1223.22,190.62,165.65,-170.21,125.59
00:34.9,1224.96,192.32,166,-171.68,124.91
00:35.0,1226.69,194.03,166.31,-173.09,124.24
00:35.0,1228.41,195.73,166.57,-174.65,123.62
00:35.0,1230.12,197.42,166.8,-176.09,122.99
00:35.1,1231.82,199.12,166.98,-177.64,122.35
00:35.2,1233.51,200.81,167.11,-107.39,121.67
00:35.2,1235.2,202.49,167.2,179.17,121
00:35.3,1236.87,204.16,167.24,178,120.38
00:35.3,1238.54,205.83,167.25,176.85,119.79
00:35.3,1240.2,207.49,167.21,175.54,119.22
00:35.4,1241.85,209.14,167.14,174.15,118.62
00:35.5,1243.49,210.78,167.02,172.75,118
00:35.5,1245.12,212.41,166.87,171.25,117.38
00:35.5,1246.75,214.02,166.67,169.83,116.98
00:35.6,1248.37,215.63,166.42,168.63,116.86
00:35.7,1249.99,217.23,166.14,167.57,116.98
00:35.7,1251.62,218.82,165.82,166.41,117.18
00:35.7,1253.25,220.41,165.47,165.02,117.52
00:35.8,1254.88,222,165.08,163.6,117.98
00:35.9,1256.52,223.58,164.65,162.31,118.52
00:35.9,1258.17,225.16,164.18,160.99,119.17
00:36.0,1259.83,226.74,163.66,159.81,119.91
00:36.0,1261.5,228.32,163.11,158.92,120.67
00:36.1,1263.18,229.89,162.52,158.01,121.44
00:36.1,1264.88,231.47,161.9,156.98,122.25
00:36.1,1266.58,233.04,161.25,155.94,123.07
00:36.2,1268.29,234.61,160.56,154.96,123.87
00:36.2,1270.02,236.18,159.85,153.97,124.62
00:36.3,1271.75,237.75,159.1,152.8,125.35
00:36.3,1273.5,239.31,158.32,151.45,126.11
00:36.4,1275.25,240.87,157.51,150.16,126.87
00:36.5,1277.02,242.42,156.66,148.89,127.5
00:36.5,1278.8,243.96,155.78,147.47,128.22
00:36.6,1280.58,245.49,154.85,146.39,128.88
00:36.6,1282.37,247,153.89,145.24,129.51
00:36.6,1284.18,248.5,152.89,144.24,130.21
00:36.7,1285.99,249.99,151.86,143.32,130.81
00:36.7,1287.81,251.47,150.79,142.09,131.49
00:36.8,1289.64,252.93,149.69,141.04,132.22
00:36.8,1291.48,254.39,148.56,140.1,132.92
00:36.9,1293.33,255.82,147.4,138.94,133.65
00:37.0,1295.19,257.25,146.2,137.66,134.4
00:37.0,1297.06,258.66,144.96,136.33,135.12
00:37.0,1298.94,260.04,143.69,134.86,135.83
00:37.1,1300.83,261.41,142.39,133.51,136.61
00:37.2,1302.74,262.75,141.04,132.6,137.32
00:37.2,1304.65,264.07,139.65,131.98,138.1
00:37.3,1306.57,265.38,138.24,131.28,138.89
00:37.3,1308.51,266.66,136.8,130.29,139.73
00:37.4,1310.45,267.94,135.32,129.16,140.58
00:37.4,1312.41,269.19,133.82,127.81,141.33
00:37.5,1314.38,270.42,132.28,126.26,142.19
00:37.5,1316.36,271.62,130.71,125.03,142.98
00:37.5,1318.35,272.79,129.1,123.9,143.68
00:37.6,1320.35,273.94,127.46,122.33,144.37
00:37.6,1322.36,275.06,125.79,121.06,145.22
00:37.7,1324.38,276.14,124.08,119.98,145.83
00:37.7,1326.41,277.19,122.34,118.87,146.65
00:37.8,1328.45,278.21,120.57,118.01,147.42
00:37.9,1330.51,279.19,118.77,117.09,148.19
00:37.9,1332.57,280.15,116.94,116.14,149.02
00:38.0,1334.65,281.09,115.09,115.34,149.85
00:38.0,1336.73,282,113.21,114.59,150.63
00:38.1,1338.83,282.89,111.31,113.66,151.45
00:38.1,1340.94,283.75,109.39,112.8,152.29
00:38.2,1343.06,284.6,107.45,112.1,153.02
00:38.2,1345.19,285.42,105.48,111.02,153.62
00:38.2,1347.32,286.23,103.5,109.48,154.39
00:38.3,1349.47,287,101.49,108.15,155.2
00:38.4,1351.63,287.74,99.46,107.16,155.87
00:38.4,1353.8,288.44,97.41,106.23,156.58
00:38.5,1355.98,289.11,95.34,105.5,157.34
00:38.5,1358.17,289.75,93.24,104.95,158.12
00:38.6,1360.37,290.36,91.13,104.44,159.04
00:38.6,1362.59,290.95,88.99,103.98,160.09
00:38.6,1364.82,291.51,86.83,103.42,161.11
00:38.7,1367.06,292.05,84.65,102.75,162.12
00:38.8,1369.32,292.57,82.46,101.99,163.12
00:38.8,1371.59,293.07,80.24,101.25,164.17
00:38.8,1373.88,293.55,78,100.73,165.22
00:38.9,1376.18,294,75.74,100.48,166.25
00:39.0,1378.5,294.44,73.47,100.2,166.97
00:39.0,1380.82,294.87,71.19,99.59,167.84
00:39.0,1383.15,295.29,68.89,98.85,168.51
00:39.1,1385.5,295.7,66.58,97.56,169.27
00:39.2,1387.86,296.08,64.25,96.13,170.46
00:39.2,1390.23,296.43,61.91,95.62,170.73
00:39.3,1392.6,296.74,59.56,96.26,170.44
00:39.3,1394.96,297.04,57.21,97.19,170.24
00:39.3,1397.33,297.34,54.87,97.92,170.04
00:39.4,1399.69,297.65,52.53,98.37,169.8
00:39.5,1402.04,297.98,50.2,98.41,169.56
00:39.5,1404.39,298.3,47.87,98.24,169.35
00:39.5,1406.74,298.63,45.54,98.12,169.17
00:39.6,1409.09,298.96,43.21,98.03,168.9
00:39.6,1411.44,299.29,40.89,98.01,168.65
00:39.7,1413.78,299.62,38.57,98,168.42
00:39.7,1416.12,299.94,36.26,98.01,168.23
00:39.8,1418.45,300.27,33.95,98.03,168.02
00:39.9,1420.79,300.59,31.64,98.05,167.77
00:39.9,1423.12,300.92,29.33,98.08,167.54
00:40.0,1425.44,301.25,27.03,98.11,167.32
00:40.0,1427.76,301.57,24.73,98.15,167.08
00:40.0,1430.08,301.9,22.44,98.18,166.85
00:40.1,1432.4,302.23,20.14,98.2,166.62
00:40.2,1434.71,302.56,17.85,98.23,166.4
00:40.2,1437.02,302.89,15.57,98.26,166.18
00:40.2,1439.33,303.22,13.29,98.29,165.96
00:40.3,1441.63,303.55,11.01,98.32,165.73
00:40.3,1443.93,303.88,8.73,98.35,165.49
00:40.4,1446.23,304.22,6.46,98.37,165.26
00:40.5,1448.52,304.55,4.19,98.34,165.05
00:40.5,1450.81,304.88,1.92,98.25,164.82
00:40.6,1453.1,305.21,-0.34,98.13,164.59
00:40.6,1455.38,305.53,-2.6,97.98,164.35
00:40.6,1457.67,305.85,-4.86,97.86,164.09
00:40.7,1459.94,306.16,-7.12,97.75,163.64
00:40.8,1462.21,306.47,-9.36,97.64,163
00:40.8,1464.47,306.78,-11.6,97.55,162.08
00:40.9,1466.71,307.07,-13.83,97.49,160.97
00:40.9,1468.94,307.37,-16.03,97.44,159.55
00:41.0,1471.14,307.65,-18.22,97.42,157.82
00:41.0,1473.32,307.94,-20.38,97.45,156.18
00:41.0,1475.48,308.22,-22.52,97.46,154.93
00:41.1,1477.62,308.5,-24.64,97.48,153.48
00:41.1,1479.74,308.78,-26.74,97.52,151.28
00:41.2,1481.83,309.05,-28.81,97.55,149.25
00:41.3,1483.89,309.32,-30.85,97.57,147.3
00:41.3,1485.92,309.59,-32.87,97.57,145.38
00:41.3,1487.93,309.86,-34.86,97.56,143.58
00:41.4,1489.91,310.12,-36.82,97.55,141.73
00:41.5,1491.86,310.37,-38.76,97.54,139.72
00:41.5,1493.79,310.63,-40.67,97.53,137.71
00:41.6,1495.69,310.88,-42.55,97.52,135.69
00:41.6,1497.56,311.12,-44.41,97.51,133.63
00:41.7,1499.4,311.36,-46.23,97.5,131.61
00:41.7,1501.21,311.6,-48.03,97.49,129.6
00:41.7,1503,311.83,-49.8,97.48,127.52
00:41.8,1504.76,312.06,-51.54,97.47,125.42
00:41.8,1506.49,312.29,-53.26,97.44,123.38
00:41.9,1508.18,312.51,-54.94,97.43,121.38
00:42.0,1509.86,312.73,-56.6,97.41,119.25
00:42.0,1511.5,312.94,-58.22,97.4,117.03
00:42.1,1513.11,313.15,-59.82,97.36,114.82
00:42.1,1514.69,313.35,-61.39,97.29,112.68
00:42.1,1516.24,313.55,-62.93,97.14,110.41
00:42.2,1517.75,313.73,-64.43,96.93,107.89
00:42.2,1519.23,313.91,-65.9,96.66,105.41
00:42.3,1520.68,314.08,-67.34,96.27,103.03
00:42.4,1522.1,314.23,-68.74,95.7,100.72
00:42.4,1523.48,314.37,-70.12,95.02,98.41
00:42.5,1524.83,314.49,-71.47,94.2,96.07
00:42.5,1526.15,314.59,-72.78,93.32,93.74
00:42.5,1527.44,314.67,-74.06,92.42,91.47
00:42.6,1528.69,314.72,-75.32,91.5,89.28
00:42.7,1529.92,314.75,-76.54,90.51,87.16
00:42.7,1531.11,314.75,-77.74,89.35,85.23
00:42.8,1532.29,314.73,-78.91,88.13,83.38
00:42.8,1533.43,314.69,-80.05,86.9,81.55
00:42.9,1534.55,314.63,-81.17,85.54,79.77
00:42.9,1535.65,314.53,-82.26,84.11,78.01
00:43.0,1536.72,314.41,-83.33,82.62,76.3
00:43.0,1537.77,314.27,-84.37,81.07,74.71
00:43.1,1538.8,314.1,-85.38,79.59,73.12
00:43.1,1539.8,313.9,-86.37,78.1,71.54
00:43.1,1540.79,313.68,-87.32,76.46,70.09
00:43.2,1541.75,313.44,-88.26,74.72,68.75
00:43.2,1542.7,313.16,-89.16,72.87,67.49
00:43.3,1543.63,312.87,-90.04,70.89,66.31
00:43.4,1544.55,312.54,-90.9,68.82,65.25
00:43.4,1545.45,312.2,-91.72,66.69,64.27
00:43.5,1546.34,311.82,-92.53,64.56,63.37
00:43.5,1547.22,311.42,-93.31,62.42,62.62
00:43.6,1548.08,311,-94.06,60.21,62.04
00:43.6,1548.95,310.54,-94.79,57.84,61.57
00:43.6,1549.8,310.06,-95.49,55.31,61.1
00:43.7,1550.65,309.55,-96.16,52.68,60.64
00:43.7,1551.5,309.01,-96.81,50.04,60.17
00:43.8,1552.34,308.45,-97.43,47.48,59.69
00:43.8,1553.17,307.87,-98.01,44.94,59.22
00:43.9,1553.99,307.27,-98.56,42.38,58.74
00:44.0,1554.81,306.64,-99.08,39.74,58.25
00:44.0,1555.62,306,-99.56,36.95,57.76
00:44.0,1556.43,305.33,-100.01,34.09,57.28
00:44.1,1557.23,304.66,-100.42,31.24,56.8
00:44.1,1558.02,303.97,-100.8,28.45,56.32
00:44.2,1558.81,303.26,-101.13,25.75,55.83
00:44.2,1559.59,302.55,-101.43,23.05,55.34
00:44.3,1560.36,301.83,-101.69,20.3,54.87
00:44.4,1561.12,301.11,-101.91,17.53,54.41
00:44.4,1561.88,300.38,-102.09,14.72,53.98
00:44.5,1562.64,299.64,-102.24,11.86,53.85
00:44.5,1563.4,298.9,-102.35,9.02,54.02
00:44.5,1564.16,298.15,-102.43,6.26,54.47
00:44.6,1564.92,297.4,-102.48,3.59,55.02
00:44.7,1565.7,296.63,-102.49,1,55.63
00:44.7,1566.48,295.85,-102.47,-1.56,56.26
00:44.8,1567.27,295.07,-102.41,-4.13,56.97
00:44.8,1568.07,294.28,-102.32,-6.63,57.69
00:44.8,1568.88,293.48,-102.2,-8.98,58.44
00:44.9,1569.7,292.68,-102.04,-11.18,59.25
00:45.0,1570.54,291.87,-101.85,-13.3,60.11
00:45.0,1571.38,291.06,-101.63,-15.38,61.04
00:45.0,1572.24,290.24,-101.37,-17.41,62.03
00:45.1,1573.11,289.43,-101.08,-19.38,63.06
00:45.2,1574,288.6,-100.76,-21.3,64.11
00:45.2,1574.9,287.78,-100.41,-23.2,65.19
00:45.2,1575.81,286.95,-100.03,-25.09,66.32
00:45.3,1576.74,286.11,-99.62,-26.99,67.48
00:45.4,1577.69,285.28,-99.17,-28.93,68.67
00:45.4,1578.65,284.45,-98.7,-30.9,69.84
00:45.5,1579.63,283.61,-98.18,-32.82,70.98
00:45.5,1580.63,282.78,-97.64,-34.64,72.12
00:45.6,1581.64,281.96,-97.06,-36.36,73.29
00:45.6,1582.66,281.13,-96.45,-38,74.51
00:45.6,1583.71,280.31,-95.8,-39.59,75.79
00:45.7,1584.77,279.5,-95.12,-41.13,77.1
00:45.8,1585.85,278.69,-94.41,-42.59,78.45
00:45.8,1586.95,277.88,-93.66,-44,79.83
00:45.8,1588.07,277.07,-92.89,-45.34,81.22
00:45.9,1589.21,276.27,-92.08,-46.63,82.65
00:46.0,1590.36,275.47,-91.24,-47.83,84.11
00:46.0,1591.54,274.68,-90.37,-48.89,85.62
00:46.0,1592.74,273.89,-89.47,-49.79,87.16
00:46.1,1593.96,273.09,-88.54,-50.64,88.71
00:46.2,1595.2,272.3,-87.58,-51.57,90.18
00:46.2,1596.47,271.51,-86.6,-52.62,91.61
00:46.3,1597.75,270.73,-85.58,-53.71,93.13
00:46.3,1599.06,269.95,-84.54,-54.59,94.78
00:46.3,1600.38,269.17,-83.46,-55.33,96.35
00:46.4,1601.73,268.39,-82.36,-56.28,97.75
00:46.5,1603.1,267.62,-81.23,-57.28,99.19
00:46.5,1604.49,266.86,-80.07,-58.19,100.82
00:46.5,1605.9,266.1,-78.88,-59.09,102.49
00:46.6,1607.33,265.35,-77.66,-59.85,104.19
00:46.7,1608.79,264.61,-76.4,-60.47,105.84
00:46.7,1610.27,263.87,-75.12,-61.09,107.32
00:46.7,1611.77,263.14,-73.81,-61.82,108.7
00:46.8,1613.29,262.4,-72.48,-62.74,110
00:46.8,1614.83,261.68,-71.12,-63.79,111.4
00:46.9,1616.39,260.97,-69.73,-64.74,113.06
00:47.0,1617.97,260.27,-68.31,-65.38,114.69
00:47.0,1619.57,259.59,-66.87,-65.9,116.16
00:47.0,1621.19,258.91,-65.39,-66.47,117.65
00:47.1,1622.84,258.24,-63.89,-67.05,119.25
00:47.1,1624.5,257.58,-62.36,-67.56,120.85
00:47.2,1626.19,256.92,-60.8,-68.03,122.36
00:47.3,1627.9,256.27,-59.22,-68.53,123.81
00:47.3,1629.63,255.63,-57.61,-69.08,125.3
00:47.4,1631.38,254.99,-55.98,-69.58,126.79
00:47.4,1633.15,254.37,-54.33,-70.12,128.19
00:47.5,1634.94,253.75,-52.65,-70.71,129.65
00:47.5,1636.75,253.14,-50.94,-71.28,131.06
00:47.5,1638.58,252.54,-49.21,-71.92,132.41
00:47.6,1640.43,251.95,-47.46,-72.6,133.76
00:47.7,1642.29,251.37,-45.69,-73.36,135.01
00:47.7,1644.18,250.81,-43.89,-74.32,136.25
00:47.7,1646.08,250.27,-42.07,-75.35,137.62
00:47.8,1648,249.75,-40.22,-76.17,138.99
00:47.8,1649.94,249.26,-38.34,-76.75,140.27
00:47.9,1651.9,248.78,-36.44,-77.26,141.52
00:47.9,1653.87,248.33,-34.52,-77.83,142.73
00:48.0,1655.86,247.89,-32.58,-78.51,144.01
00:48.1,1657.87,247.47,-30.62,-79.13,145.28
00:48.1,1659.9,247.07,-28.63,-79.67,146.53
00:48.1,1661.94,246.69,-26.62,-80.22,147.7
00:48.2,1664,246.33,-24.6,-80.91,148.9
00:48.3,1666.08,245.99,-22.55,-81.52,150.16
00:48.3,1668.17,245.67,-20.48,-82.02,151.26
00:48.3,1670.28,245.36,-18.39,-82.72,152.3
00:48.4,1672.4,245.07,-16.29,-83.71,153.4
00:48.5,1674.54,244.81,-14.17,-84.68,154.66
00:48.5,1676.69,244.58,-12.02,-85.28,155.76
00:48.5,1678.86,244.38,-9.86,-85.77,156.5
00:48.6,1681.04,244.2,-7.7,-86.17,156.29
00:48.6,1683.2,244.04,-5.54,-86.54,156.06
00:48.7,1685.37,243.9,-3.37,-86.87,155.82
00:48.7,1687.54,243.77,-1.22,-86.98,155.61
00:48.8,1689.69,243.65,0.94,-87.06,155.43
00:48.9,1691.85,243.54,3.1,-87.26,155.24
00:48.9,1694.01,243.43,5.25,-87.39,155.01
00:49.0,1696.16,243.33,7.4,-87.45,154.8
00:49.0,1698.31,243.23,9.54,-87.52,154.59
00:49.0,1700.45,243.14,11.69,-87.52,154.39
00:49.1,1702.59,243.04,13.83,-87.46,154.2
00:49.2,1704.74,242.95,15.97,-87.38,154
00:49.2,1706.87,242.85,18.1,-87.23,153.8
00:49.2,1709.01,242.75,20.23,-86.96,153.59
00:49.3,1711.14,242.63,22.36,-86.59,153.38
00:49.3,1713.27,242.51,24.49,-86.11,153.16
00:49.4,1715.39,242.37,26.61,-85.6,152.94
00:49.5,1717.52,242.21,28.72,-85.14,152.74
00:49.5,1719.64,242.03,30.84,-84.54,152.55
00:49.6,1721.75,241.84,32.95,-83.74,152.34
00:49.6,1723.87,241.63,35.05,-82.86,152.1
00:49.7,1725.98,241.4,37.15,-81.81,151.84
