,sLapDistance,xCarX,xCarY,aYaw,vCar
00:03.4,207.19,-55.33,201.42,-67.51,150.8
00:03.5,209.26,-56.1,203.35,-66.84,147.98
00:03.5,211.3,-56.87,205.24,-66.12,145.38
00:03.6,213.3,-57.65,207.08,-65.26,142.85
00:03.6,215.26,-58.43,208.88,-64.48,140.25
00:03.7,217.19,-59.23,210.64,-63.57,137.86
00:03.7,219.09,-60.04,212.36,-62.55,135.46
00:03.8,220.96,-60.86,214.03,-61.52,133.2
00:03.8,222.79,-61.69,215.67,-60.37,130.98
00:03.9,224.59,-62.54,217.26,-59.28,128.77
00:03.9,226.37,-63.4,218.81,-58.14,126.68
00:04.0,228.11,-64.28,220.32,-56.94,124.65
00:04.0,229.83,-65.17,221.78,-55.68,122.7
00:04.0,231.51,-66.08,223.21,-54.35,120.77
00:04.1,233.18,-67,224.6,-53.02,118.9
00:04.2,234.81,-67.93,225.94,-51.68,117.08
00:04.2,236.43,-68.88,227.25,-50.33,115.37
00:04.3,238.02,-69.85,228.51,-48.97,113.72
00:04.3,239.58,-70.83,229.74,-47.55,112.15
00:04.4,241.13,-71.82,230.93,-46.11,110.61
00:04.4,242.65,-72.83,232.07,-44.66,109.06
00:04.5,244.15,-73.85,233.18,-43.18,107.53
00:04.5,245.63,-74.88,234.24,-41.67,106.01
00:04.6,247.09,-75.93,235.26,-40.18,104.54
00:04.6,248.53,-76.99,236.24,-38.66,103.04
00:04.7,249.95,-78.05,237.18,-37.15,101.52
00:04.7,251.35,-79.13,238.07,-35.65,99.97
00:04.8,252.73,-80.21,238.92,-34.11,98.37
00:04.8,254.08,-81.31,239.72,-32.56,96.83
00:04.9,255.41,-82.41,240.48,-31.11,95.26
00:04.9,256.73,-83.51,241.19,-29.72,93.8
00:05.0,258.02,-84.62,241.86,-28.21,92.4
00:05.0,259.29,-85.73,242.48,-26.63,91.04
00:05.1,260.55,-86.84,243.05,-25.01,89.79
00:05.1,261.79,-87.96,243.58,-23.4,88.64
00:05.2,263.01,-89.09,244.07,-21.73,87.64
00:05.2,264.22,-90.21,244.52,-19.9,86.89
00:05.2,265.43,-91.34,244.93,-17.94,86.32
00:05.3,266.62,-92.48,245.3,-16.01,85.8
00:05.3,267.81,-93.62,245.62,-14.07,85.26
00:05.4,268.99,-94.77,245.91,-12.07,84.71
00:05.5,270.17,-95.91,246.16,-10.04,84.14
00:05.5,271.33,-97.06,246.37,-8.05,83.59
00:05.6,272.49,-98.2,246.54,-6.15,83.05
00:05.6,273.64,-99.35,246.66,-4.27,82.71
00:05.7,274.79,-100.49,246.75,-2.42,82.51
00:05.7,275.93,-101.63,246.81,-0.69,82.44
00:05.8,277.08,-102.78,246.82,0.98,82.5
00:05.8,278.23,-103.92,246.8,2.7,82.82
00:05.8,279.38,-105.08,246.75,4.45,83.38
00:05.9,280.54,-106.24,246.66,6.19,84.16
00:05.9,281.72,-107.41,246.54,7.94,85.08
00:06.0,282.91,-108.58,246.38,9.43,85.93
00:06.0,284.1,-109.76,246.2,10.21,86.13
00:06.1,285.29,-110.94,246,10.06,85.78
00:06.2,286.48,-112.11,245.82,9.05,85.19
00:06.2,287.66,-113.28,245.65,7.42,84.53
00:06.2,288.83,-114.44,245.52,5.53,83.89
00:06.3,289.99,-115.6,245.42,3.57,83.29
00:06.4,291.15,-116.75,245.36,1.53,82.72
00:06.4,292.29,-117.9,245.33,-0.54,82.19
00:06.4,293.43,-119.03,245.33,-2.58,81.63
00:06.5,294.56,-120.16,245.37,-4.67,81.04
00:06.6,295.68,-121.28,245.45,-6.75,80.46
00:06.6,296.79,-122.39,245.57,-8.7,79.86
00:06.7,297.9,-123.48,245.72,-10.51,79.19
00:06.7,298.99,-124.56,245.91,-12.29,78.52
00:06.8,300.08,-125.62,246.13,-14.13,77.89
00:06.8,301.15,-126.67,246.38,-15.98,77.32
00:06.8,302.22,-127.7,246.67,-17.74,76.8
00:06.9,303.29,-128.72,246.99,-19.38,76.27
00:07.0,304.34,-129.71,247.34,-21.15,75.73
00:07.0,305.39,-130.69,247.72,-23.06,75.21
00:07.0,306.43,-131.64,248.13,-25.01,74.71
00:07.1,307.47,-132.58,248.58,-26.93,74.19
00:07.1,308.5,-133.49,249.05,-28.99,73.68
00:07.2,309.52,-134.37,249.55,-31.08,73.18
00:07.3,310.53,-135.24,250.09,-33.23,72.67
00:07.3,311.54,-136.07,250.65,-35.44,72.16
00:07.3,312.54,-136.88,251.24,-37.73,71.68
00:07.4,313.54,-137.65,251.86,-40,71.48
00:07.5,314.53,-138.41,252.5,-42.04,71.55
00:07.5,315.53,-139.14,253.18,-43.94,71.89
00:07.5,316.54,-139.85,253.89,-46.04,72.53
00:07.6,317.55,-140.54,254.62,-48.25,73.37
00:07.6,318.58,-141.22,255.4,-50.47,74.28
00:07.7,319.62,-141.87,256.2,-52.69,75.18
00:07.8,320.67,-142.5,257.04,-54.95,76.09
00:07.8,321.73,-143.11,257.91,-57.25,76.97
00:07.8,322.81,-143.69,258.82,-59.44,77.81
00:07.9,323.9,-144.25,259.75,-61.49,78.71
00:08.0,325,-144.78,260.71,-63.44,79.64
00:08.0,326.11,-145.28,261.71,-65.37,80.54
00:08.1,327.24,-145.76,262.73,-67.28,81.45
00:08.1,328.37,-146.2,263.77,-69.07,82.45
00:08.1,329.53,-146.62,264.85,-70.73,83.58
00:08.2,330.7,-147.01,265.95,-72.34,84.75
00:08.3,331.88,-147.38,267.07,-73.91,85.96
00:08.3,333.08,-147.72,268.23,-75.43,87.21
00:08.3,334.3,-148.03,269.41,-76.95,88.48
00:08.4,335.54,-148.31,270.61,-78.5,89.75
00:08.4,336.8,-148.57,271.84,-80.07,91.01
00:08.5,338.07,-148.8,273.09,-81.68,92.18
00:08.6,339.36,-149,274.36,-83.24,93.35
00:08.6,340.66,-149.16,275.66,-84.63,94.58
00:08.7,341.98,-149.3,276.97,-85.95,95.9
00:08.7,343.33,-149.4,278.31,-87.23,97.23
00:08.8,344.69,-149.48,279.67,-88.44,98.59
00:08.8,346.06,-149.53,281.05,-89.66,99.97
00:08.8,347.46,-149.55,282.44,-90.97,101.33
00:08.9,348.88,-149.54,283.86,-92.28,102.67
00:08.9,350.31,-149.5,285.29,-93.55,104.02
00:09.0,351.76,-149.43,286.75,-94.76,105.39
00:09.0,353.24,-149.33,288.22,-95.94,106.81
00:09.1,354.73,-149.2,289.7,-97.03,108.21
00:09.2,356.24,-149.04,291.21,-97.94,109.68
00:09.2,357.78,-148.85,292.73,-98.78,111.23
00:09.3,359.33,-148.63,294.27,-99.68,112.75
00:09.3,360.91,-148.38,295.83,-100.58,114.3
00:09.3,362.51,-148.11,297.4,-101.51,115.87
00:09.4,364.12,-147.81,298.99,-102.46,117.42
00:09.5,365.77,-147.48,300.6,-103.42,118.97
00:09.5,367.43,-147.12,302.23,-104.34,120.52
00:09.6,369.11,-146.73,303.87,-105.13,122.11
00:09.6,370.82,-146.31,305.52,-105.91,123.69
00:09.7,372.55,-145.87,307.19,-106.66,125.28
00:09.7,374.3,-145.39,308.88,-107.27,126.91
00:09.8,376.07,-144.89,310.58,-107.78,128.47
00:09.8,377.87,-144.36,312.29,-108.33,129.97
00:09.8,379.68,-143.81,314.02,-108.94,131.48
00:09.9,381.52,-143.23,315.76,-109.54,133.02
00:10.0,383.38,-142.63,317.52,-110.14,134.5
00:10.0,385.25,-142.01,319.29,-110.8,136
00:10.1,387.15,-141.35,321.08,-111.31,137.59
00:10.1,389.08,-140.68,322.88,-111.59,139.08
00:10.2,391.02,-139.98,324.69,-111.76,140.51
00:10.2,392.98,-139.26,326.51,-111.93,141.93
00:10.2,394.96,-138.52,328.35,-112.12,143.33
00:10.3,396.96,-137.78,330.21,-112.3,144.71
00:10.4,398.98,-137.02,332.08,-112.49,146.04
00:10.4,401.01,-136.24,333.96,-112.72,147.36
00:10.5,403.07,-135.46,335.86,-112.97,148.8
00:10.5,405.15,-134.65,337.78,-113.1,150.19
00:10.6,407.24,-133.84,339.71,-113.11,151.5
00:10.6,409.36,-133.02,341.65,-113.02,152.82
00:10.7,411.49,-132.19,343.62,-112.83,154.12
00:10.7,413.64,-131.36,345.6,-112.57,155.39
00:10.7,415.8,-130.53,347.6,-112.22,156.64
00:10.8,417.99,-129.7,349.62,-111.75,157.87
00:10.9,420.19,-128.88,351.66,-111.16,159.11
00:10.9,422.41,-128.07,353.73,-110.51,160.32
00:11.0,424.64,-127.27,355.82,-109.85,161.49
00:11.0,426.89,-126.5,357.93,-109.11,162.64
00:11.1,429.16,-125.74,360.07,-108.29,163.76
00:11.1,431.44,-125,362.23,-107.44,164.86
00:11.2,433.74,-124.28,364.41,-106.48,165.94
00:11.2,436.05,-123.6,366.62,-105.55,167.02
00:11.3,438.38,-122.94,368.85,-104.67,168.07
00:11.3,440.72,-122.3,371.1,-103.79,169.1
00:11.4,443.07,-121.7,373.38,-102.92,170.12
00:11.4,445.44,-121.12,375.68,-102.06,171.13
00:11.5,447.83,-120.58,378,-101.17,172.13
00:11.5,450.22,-120.06,380.34,-100.29,173.11
00:11.6,452.63,-119.58,382.7,-99.51,173.51
00:11.6,455.03,-119.14,385.06,-98.84,172.71
00:11.6,457.42,-118.73,387.42,-98.2,170.91
00:11.7,459.78,-118.36,389.74,-97.65,168.61
00:11.7,462.1,-118.01,392.04,-97.03,166.03
00:11.8,464.39,-117.69,394.31,-96.31,163.19
00:11.8,466.63,-117.4,396.53,-95.69,160.32
00:11.9,468.84,-117.14,398.73,-95.06,157.46
00:11.9,471,-116.91,400.88,-94.39,154.7
00:12.0,473.14,-116.71,403,-93.81,152.02
00:12.0,475.23,-116.54,405.09,-93.18,149.4
00:12.1,477.28,-116.39,407.14,-92.47,146.69
00:12.2,479.3,-116.27,409.15,-91.75,143.94
00:12.2,481.28,-116.17,411.13,-91.12,141.18
00:12.3,483.22,-116.1,413.07,-90.47,138.52
00:12.3,485.13,-116.06,414.98,-89.73,135.89
00:12.4,487,-116.04,416.85,-89,133.24
00:12.4,488.83,-116.04,418.68,-88.2,130.68
00:12.4,490.63,-116.07,420.48,-87.43,128.08
00:12.5,492.39,-116.11,422.24,-86.63,125.64
00:12.6,494.12,-116.19,423.96,-85.68,123.33
00:12.6,495.81,-116.28,425.66,-84.92,120.89
00:12.7,497.47,-116.4,427.32,-83.98,118.68
00:12.7,499.11,-116.54,428.94,-83,116.37
00:12.8,500.71,-116.7,430.53,-82.03,114.03
00:12.8,502.28,-116.89,432.09,-80.83,111.89
00:12.9,503.81,-117.11,433.62,-79.92,109.75
00:12.9,505.32,-117.35,435.11,-79.02,107.67
00:12.9,506.8,-117.61,436.57,-77.59,105.86
00:13.0,508.26,-117.9,438,-76.09,104.03
00:13.1,509.69,-118.21,439.39,-74.82,102.21
00:13.1,511.1,-118.55,440.76,-73.5,100.51
00:13.1,512.48,-118.91,442.09,-72.1,98.79
00:13.2,513.84,-119.31,443.4,-70.65,97.09
00:13.2,515.18,-119.72,444.67,-69.06,95.46
00:13.3,516.49,-120.17,445.9,-67.4,93.84
00:13.3,517.78,-120.64,447.11,-65.74,92.24
00:13.4,519.05,-121.13,448.28,-64.06,90.64
00:13.4,520.3,-121.65,449.41,-62.36,89.08
00:13.5,521.52,-122.19,450.52,-60.65,87.6
00:13.6,522.73,-122.75,451.58,-58.96,86.1
00:13.6,523.91,-123.33,452.62,-57.28,84.61
00:13.6,525.08,-123.94,453.61,-55.54,83.14
00:13.7,526.22,-124.56,454.57,-53.81,81.71
00:13.8,527.34,-125.2,455.49,-52.17,80.29
00:13.8,528.45,-125.87,456.38,-50.58,78.87
00:13.9,529.53,-126.54,457.23,-48.96,77.47
00:13.9,530.6,-127.24,458.04,-47.3,76.18
00:14.0,531.65,-127.94,458.82,-45.58,74.96
00:14.0,532.68,-128.66,459.56,-43.82,73.78
00:14.1,533.7,-129.4,460.26,-41.95,72.62
00:14.1,534.7,-130.14,460.92,-39.98,71.43
00:14.2,535.68,-130.9,461.55,-37.93,70.19
00:14.2,536.65,-131.67,462.14,-35.73,68.93
00:14.3,537.6,-132.45,462.68,-33.32,67.78
00:14.3,538.54,-133.23,463.18,-30.69,66.74
00:14.3,539.47,-134.03,463.64,-28.17,65.69
00:14.4,540.37,-134.83,464.06,-26.01,64.61
00:14.5,541.27,-135.64,464.43,-23.98,63.53
00:14.5,542.14,-136.45,464.77,-21.81,62.58
00:14.6,543.01,-137.26,465.06,-19.51,61.75
00:14.6,543.87,-138.07,465.33,-17.15,61.02
00:14.6,544.71,-138.88,465.55,-14.76,60.36
00:14.7,545.55,-139.69,465.74,-12.35,59.78
00:14.7,546.38,-140.51,465.9,-9.93,59.27
00:14.8,547.2,-141.32,466.01,-7.51,58.79
00:14.8,548.02,-142.13,466.09,-5.09,58.32
00:14.9,548.83,-142.93,466.14,-2.64,57.86
00:14.9,549.63,-143.73,466.14,-0.15,57.4
00:15.0,550.43,-144.53,466.11,2.37,56.94
00:15.0,551.23,-145.31,466.05,4.92,56.47
00:15.1,552.01,-146.09,465.95,7.49,56.03
00:15.1,552.79,-146.85,465.81,10.11,55.89
00:15.2,553.58,-147.61,465.64,12.71,56.04
00:15.2,554.36,-148.36,465.44,15.27,56.63
00:15.3,555.16,-149.12,465.2,17.86,57.4
00:15.3,555.97,-149.87,464.93,20.43,58.27
00:15.4,556.79,-150.63,464.62,23.04,59.18
00:15.4,557.62,-151.38,464.27,25.66,60.08
00:15.5,558.46,-152.13,463.89,28.27,60.93
00:15.6,559.32,-152.87,463.47,30.84,61.76
00:15.6,560.18,-153.6,463.02,33.38,62.58
00:15.7,561.06,-154.33,462.53,35.85,63.42
00:15.7,561.95,-155.05,462.01,38.25,64.24
00:15.8,562.85,-155.75,461.45,40.54,65.07
00:15.8,563.76,-156.44,460.86,42.69,65.88
00:15.9,564.68,-157.12,460.24,44.65,66.72
00:15.9,565.61,-157.78,459.58,46.46,67.66
00:16.0,566.56,-158.43,458.89,48.19,68.7
00:16.0,567.52,-159.07,458.17,49.86,69.84
00:16.1,568.5,-159.69,457.42,51.53,71.03
00:16.1,569.5,-160.3,456.63,53.14,72.26
00:16.1,570.51,-160.91,455.82,54.61,73.47
00:16.2,571.53,-161.5,454.98,56.03,74.4
00:16.3,572.57,-162.08,454.11,57.47,75.32
00:16.3,573.62,-162.64,453.23,59.22,76.3
00:16.3,574.69,-163.19,452.31,61.01,77.18
00:16.4,575.77,-163.73,451.38,62.55,78.16
00:16.5,576.86,-164.25,450.42,63.86,79.26
00:16.5,577.97,-164.74,449.43,65.09,80.3
00:16.6,579.09,-165.22,448.41,66.29,81.63
00:16.6,580.24,-165.68,447.36,67.48,83.08
00:16.6,581.4,-166.12,446.28,68.7,84.58
00:16.7,582.59,-166.55,445.18,70.01,86.09
00:16.7,583.79,-166.96,444.04,71.46,87.56
00:16.8,585.02,-167.35,442.88,72.96,89.01
00:16.9,586.27,-167.72,441.69,74.43,90.38
00:16.9,587.53,-168.07,440.48,75.92,91.7
00:16.9,588.81,-168.39,439.24,77.36,93
00:17.0,590.11,-168.69,437.97,78.72,94.28
00:17.0,591.43,-168.96,436.68,79.94,95.61
00:17.1,592.77,-169.21,435.37,81.05,97.02
00:17.1,594.12,-169.44,434.03,82.14,98.46
00:17.2,595.5,-169.64,432.67,83.17,99.98
00:17.3,596.9,-169.82,431.28,84.16,101.57
00:17.3,598.32,-169.98,429.87,85.13,103.2
00:17.4,599.77,-170.12,428.43,86.08,104.83
00:17.4,601.23,-170.23,426.96,87.05,106.42
00:17.5,602.72,-170.33,425.48,87.98,107.98
00:17.5,604.23,-170.4,423.97,88.8,109.56
00:17.6,605.76,-170.45,422.44,89.47,111.15
00:17.6,607.32,-170.49,420.88,90.01,112.76
00:17.6,608.89,-170.51,419.31,90.41,114.41
00:17.7,610.49,-170.52,417.71,90.68,116.1
00:17.7,612.12,-170.52,416.08,90.9,117.81
00:17.8,613.77,-170.51,414.43,91.03,119.65
00:17.8,615.44,-170.49,412.76,91.01,121.45
00:17.9,617.14,-170.46,411.06,90.92,123.08
00:17.9,618.86,-170.44,409.34,90.79,124.68
00:18.0,620.61,-170.42,407.6,90.65,126.34
00:18.0,622.37,-170.4,405.83,90.5,127.96
00:18.1,624.16,-170.38,404.04,90.35,129.56
00:18.1,625.97,-170.37,402.23,90.2,131.12
00:18.2,627.8,-170.36,400.4,90.04,132.66
00:18.3,629.65,-170.36,398.55,89.84,134.16
00:18.3,631.53,-170.36,396.67,89.57,135.69
00:18.4,633.42,-170.38,394.78,89.23,137.2
00:18.4,635.34,-170.4,392.86,88.85,138.67
00:18.4,637.28,-170.43,390.93,88.42,140.1
00:18.5,639.23,-170.48,388.97,87.99,141.51
00:18.6,641.21,-170.55,387,87.54,142.89
00:18.6,643.2,-170.62,385.01,87.08,144.26
00:18.6,645.21,-170.72,383,86.64,145.63
00:18.7,647.24,-170.82,380.97,86.28,147.01
00:18.7,649.3,-170.95,378.92,85.96,148.34
00:18.8,651.36,-171.08,376.85,85.64,149.66
00:18.8,653.45,-171.23,374.77,85.33,150.99
00:18.9,655.56,-171.39,372.67,85.03,152.28
00:19.0,657.68,-171.57,370.56,84.73,153.56
00:19.0,659.82,-171.76,368.42,84.45,154.82
00:19.1,661.98,-171.96,366.27,84.15,156.06
00:19.1,664.16,-172.17,364.11,83.83,157.3
00:19.1,666.35,-172.4,361.93,83.51,158.54
00:19.2,668.56,-172.64,359.73,83.2,159.75
00:19.3,670.79,-172.9,357.52,82.85,160.95
00:19.3,673.03,-173.17,355.29,82.53,162.16
00:19.4,675.29,-173.45,353.05,82.26,163.32
00:19.4,677.57,-173.75,350.79,81.98,164.45
00:19.5,679.86,-174.06,348.52,81.62,165.59
00:19.5,682.17,-174.39,346.23,81.24,166.77
00:19.6,684.49,-174.73,343.94,80.91,167.87
00:19.6,686.83,-175.09,341.62,80.52,168.96
00:19.6,689.19,-175.46,339.3,80.1,170.09
00:19.7,691.56,-175.86,336.96,79.8,171.18
00:19.7,693.94,-176.26,334.61,79.46,172.16
00:19.8,696.34,-176.69,332.25,79,173.31
00:19.8,698.76,-177.14,329.88,78.69,174.37
00:19.9,701.18,-177.6,327.5,78.47,175.4
00:20.0,703.63,-178.07,325.1,78.28,176.43
00:20.0,706.08,-178.56,322.69,78.04,177.35
00:20.1,708.55,-179.06,320.27,77.69,178.04
00:20.1,711.02,-179.58,317.86,77.49,177.03
00:20.1,713.46,-180.1,315.47,77.43,175.1
00:20.2,715.88,-180.61,313.11,77.45,172.83
00:20.3,718.26,-181.12,310.78,77.56,170.31
00:20.3,720.62,-181.63,308.49,77.71,167.89
00:20.4,722.93,-182.12,306.23,77.85,165.61
00:20.4,725.21,-182.6,303.99,78.07,163.43
00:20.5,727.47,-183.07,301.79,78.36,161.22
00:20.5,729.69,-183.53,299.61,78.68,159.14
00:20.5,731.89,-183.96,297.46,79.2,157.19
00:20.6,734.06,-184.38,295.33,79.8,155.33
00:20.6,736.2,-184.77,293.22,80.41,153.65
00:20.7,738.33,-185.14,291.13,81.18,152
00:20.8,740.43,-185.48,289.06,82.09,150.42
00:20.8,742.51,-185.78,287,83.11,148.89
00:20.8,744.56,-186.06,284.96,84.21,147.42
00:20.9,746.6,-186.3,282.94,85.33,145.98
00:21.0,748.61,-186.5,280.93,86.5,144.58
00:21.0,750.61,-186.67,278.94,87.75,143.25
00:21.1,752.59,-186.81,276.96,89.07,141.96
00:21.1,754.55,-186.91,275,90.47,140.74
00:21.1,756.5,-186.98,273.06,91.94,139.64
00:21.2,758.43,-187,271.12,93.43,138.69
00:21.2,760.34,-186.98,269.2,94.89,137.89
00:21.3,762.25,-186.92,267.29,96.39,137.23
00:21.4,764.15,-186.82,265.4,97.92,136.65
00:21.4,766.04,-186.68,263.51,99.38,136.07
00:21.5,767.92,-186.49,261.63,100.79,135.48
00:21.5,769.8,-186.26,259.77,102.23,134.89
00:21.5,771.67,-185.99,257.92,103.58,134.29
00:21.6,773.52,-185.68,256.08,104.91,133.69
00:21.7,775.37,-185.33,254.26,106.26,133.08
00:21.7,777.21,-184.93,252.46,107.57,132.52
00:21.8,779.05,-184.5,250.68,108.85,132.14
00:21.8,780.88,-184.02,248.91,109.96,131.91
00:21.9,782.71,-183.51,247.15,110.94,131.89
00:21.9,784.54,-182.95,245.4,111.84,132.06
00:22.0,786.38,-182.35,243.67,112.61,132.43
00:22.0,788.22,-181.71,241.94,113.33,132.93
00:22.1,790.07,-181.03,240.22,114.09,133.49
00:22.1,791.93,-180.31,238.5,114.91,134.12
00:22.1,793.79,-179.55,236.8,115.93,134.78
00:22.2,795.67,-178.76,235.1,117.16,135.5
00:22.3,797.56,-177.92,233.41,118.53,136.27
00:22.3,799.45,-177.05,231.72,119.94,137.06
00:22.4,801.36,-176.13,230.05,121.4,137.84
00:22.4,803.28,-175.17,228.38,122.88,138.6
00:22.5,805.21,-174.18,226.73,124.35,139.36
00:22.5,807.15,-173.14,225.09,125.82,140.08
00:22.6,809.1,-172.07,223.46,127.23,140.74
00:22.6,811.05,-170.95,221.85,128.55,141.4
00:22.7,813.02,-169.79,220.26,129.74,142.13
00:22.7,815,-168.6,218.68,130.87,142.89
00:22.8,816.99,-167.37,217.12,131.91,143.62
00:22.8,818.98,-166.09,215.58,132.68,144.51
00:22.9,821,-164.78,214.05,133.33,145.58
00:22.9,823.03,-163.44,212.53,134,146.71
00:23.0,825.07,-162.05,211.02,134.73,147.92
00:23.0,827.13,-160.64,209.52,135.63,149.15
00:23.1,829.21,-159.18,208.04,136.6,150.39
00:23.1,831.31,-157.69,206.56,137.58,151.56
00:23.1,833.42,-156.16,205.1,138.52,152.69
00:23.2,835.55,-154.6,203.65,139.59,153.85
00:23.2,837.7,-153.01,202.21,139.99,155.17
00:23.3,839.86,-151.39,200.78,139.58,156.24
00:23.3,842.03,-149.76,199.34,138.99,157.13
00:23.4,844.22,-148.11,197.9,138.19,158.3
00:23.5,846.43,-146.47,196.43,137.34,159.64
00:23.5,848.66,-144.82,194.93,136.52,160.81
00:23.6,850.9,-143.18,193.41,135.68,161.94
00:23.6,853.15,-141.54,191.85,134.81,162.98
00:23.6,855.42,-139.91,190.27,133.64,163.98
00:23.7,857.71,-138.3,188.65,132.34,165.05
00:23.8,860.01,-136.7,187,131.31,166.12
00:23.8,862.32,-135.12,185.31,130.47,167.16
00:23.8,864.65,-133.56,183.58,129.78,168.1
00:23.9,866.99,-132.01,181.82,128.99,168.93
00:23.9,869.34,-130.48,180.04,127.98,169.65
00:24.0,871.7,-128.97,178.23,126.86,170.67
00:24.0,874.08,-127.48,176.37,125.61,171.63
00:24.1,876.47,-126.02,174.48,124.62,172.61
00:24.1,878.87,-124.6,172.54,124.04,173.49
00:24.2,881.28,-123.19,170.58,123.44,174.38
00:24.2,883.71,-121.81,168.58,122.67,175.25
00:24.3,886.15,-120.44,166.56,121.49,176.12
00:24.4,888.6,-119.1,164.51,120.26,177.07
00:24.4,891.07,-117.79,162.42,119.1,177.99
00:24.4,893.54,-116.52,160.29,118.15,178.85
00:24.5,896.03,-115.27,158.14,117.3,179.66
00:24.6,898.53,-114.06,155.95,116.38,180.48
00:24.6,901.05,-112.87,153.73,115.42,181.34
00:24.6,903.57,-111.72,151.49,114.56,182.19
00:24.7,906.1,-110.6,149.21,113.65,183
00:24.8,908.65,-109.51,146.91,112.69,183.83
00:24.8,911.21,-108.46,144.58,111.81,184.63
00:24.8,913.78,-107.43,142.22,110.93,185.41
00:24.9,916.36,-106.44,139.84,110.03,186.18
00:24.9,918.95,-105.47,137.44,109.1,186.98
00:25.0,921.55,-104.55,135.01,108.14,187.75
00:25.1,924.16,-103.65,132.55,107.18,188.53
00:25.1,926.78,-102.79,130.07,106.19,189.28
00:25.1,929.42,-101.98,127.57,105.23,190.03
00:25.2,932.06,-101.19,125.04,104.34,190.76
00:25.3,934.71,-100.45,122.49,103.43,191.46
00:25.3,937.37,-99.74,119.92,102.5,192.17
00:25.4,940.05,-99.07,117.34,101.55,192.89
