,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
00:22.4,947.41,228.3,315.18,-125.87,124.67,,,
00:22.5,949.15,229.14,316.69,-125.98,125.87,,,
00:22.5,950.91,230,318.22,-125.66,127.18,,,
00:22.6,952.68,230.89,319.75,-124.8,128.44,,,
00:22.6,954.48,231.79,321.29,-123.57,129.61,,,
00:22.7,956.29,232.71,322.84,-122.39,130.99,,,
00:22.7,958.12,233.65,324.41,-121.79,132.51,,,
00:22.8,959.97,234.61,325.98,-122.2,134.1,,,
00:22.8,961.85,235.61,327.56,-123.12,135.78,,,
00:22.9,963.75,236.63,329.15,-123.76,137.11,,,
00:22.9,965.66,237.69,330.75,-124.16,138.36,,,
00:23.0,967.59,238.76,332.35,-124.62,139.57,,,
00:23.0,969.54,239.86,333.95,-125.2,140.81,,,
00:23.1,971.5,240.98,335.56,-125.77,142.08,,,
00:23.1,973.48,242.12,337.17,-126.37,143.33,,,
00:23.1,975.48,243.29,338.79,-126.92,144.63,,,
00:23.2,977.5,244.49,340.41,-127.24,145.84,,,
00:23.2,979.53,245.7,342.04,-127.47,147.01,,,
00:23.3,981.58,246.94,343.67,-127.61,148.28,,,
00:23.3,983.65,248.19,345.31,-127.63,149.53,,,
00:23.4,985.74,249.46,346.96,-127.61,150.64,,,
00:23.5,987.83,250.74,348.63,-127.63,151.72,,,
00:23.5,989.95,252.02,350.3,-127.65,152.73,,,
00:23.6,992.07,253.32,351.98,-127.64,153.23,,,
00:23.6,994.19,254.61,353.66,-127.64,153.27,,,
00:23.6,996.32,255.91,355.34,-127.64,153.57,,,
00:23.7,998.46,257.21,357.02,-127.61,154.71,,,
00:23.8,1000.62,258.52,358.73,-127.49,156.32,,,
00:23.8,1002.8,259.85,360.44,-127.27,157.64,,,
00:23.8,1005,261.18,362.18,-126.9,158.92,,,
00:23.9,1007.22,262.52,363.93,-126.49,160.63,,,
00:23.9,1009.46,263.86,365.72,-126.28,162,,,
00:24.0,1011.72,265.21,367.52,-126.15,163.09,,,
00:24.0,1013.99,266.55,369.34,-125.9,164.15,,,
00:24.1,1016.28,267.89,371.19,-125.57,165.26,,,
00:24.1,1018.59,269.23,373.05,-125.21,166.3,,,
00:24.2,1020.9,270.57,374.94,-124.79,167.31,,,
00:24.2,1023.23,271.9,376.84,-124.3,168.35,,,
00:24.3,1025.58,273.23,378.76,-123.87,169.39,,,
00:24.4,1027.94,274.56,380.71,-123.5,170.36,,,
00:24.4,1030.31,275.87,382.67,-123.04,171.32,,,
00:24.4,1032.7,277.19,384.66,-122.56,172.38,,,
00:24.5,1035.1,278.49,386.67,-122.2,173.33,,,
00:24.6,1037.51,279.79,388.69,-121.99,173.06,,,
00:24.6,1039.9,281.06,390.7,-121.93,171.43,,,
00:24.6,1042.26,282.32,392.7,-121.93,168.93,,,
00:24.7,1044.58,283.56,394.66,-121.95,166.19,,,
00:24.8,1046.87,284.77,396.6,-122.02,163.31,,,
00:24.8,1049.12,285.96,398.49,-122.13,160.16,,,
00:24.8,1051.32,287.13,400.35,-122.23,156.73,,,
00:24.9,1053.47,288.27,402.17,-122.31,153.26,,,
00:24.9,1055.58,289.39,403.95,-122.38,150.01,,,
00:25.0,1057.64,290.49,405.69,-122.42,146.96,,,
00:25.1,1059.67,291.56,407.39,-122.46,144.07,,,
00:25.1,1061.65,292.62,409.06,-122.51,141.35,,,
00:25.1,1063.59,293.66,410.7,-122.61,138.7,,,
00:25.2,1065.5,294.68,412.31,-122.86,136.02,,,
00:25.3,1067.37,295.68,413.87,-123.16,132.89,,,
00:25.3,1069.19,296.66,415.4,-123.46,129.57,,,
00:25.4,1070.97,297.63,416.89,-123.78,126.56,,,
00:25.4,1072.71,298.58,418.34,-124.11,123.85,,,
00:25.5,1074.41,299.52,419.76,-124.43,121.52,,,
00:25.5,1076.08,300.45,421.14,-125,119.42,,,
00:25.6,1077.73,301.38,422.49,-125.69,116.97,,,
00:25.6,1079.33,302.3,423.81,-126.54,114.53,,,
00:25.6,1080.91,303.21,425.08,-127.33,112.04,,,
00:25.7,1082.45,304.13,426.31,-127.78,109.6,,,
00:25.8,1083.96,305.04,427.51,-128.34,107.51,,,
00:25.8,1085.43,305.95,428.67,-128.98,105.48,,,
00:25.9,1086.88,306.85,429.8,-129.53,103.46,,,
00:25.9,1088.31,307.75,430.9,-130.48,101.7,,,
00:25.9,1089.71,308.65,431.97,-131.31,99.86,,,
00:26.0,1091.08,309.55,433,-131.82,98.1,,,
00:26.1,1092.44,310.45,434.01,-132.45,96.56,,,
00:26.1,1093.77,311.35,434.99,-133.16,94.95,,,
00:26.1,1095.07,312.24,435.94,-134.1,93.34,,,
00:26.2,1096.36,313.14,436.85,-135.23,91.68,,,
00:26.3,1097.62,314.03,437.74,-136.41,90.12,,,
00:26.3,1098.86,314.93,438.6,-137.85,88.7,,,
00:26.3,1100.08,315.83,439.42,-139.42,87.2,,,
00:26.4,1101.28,316.73,440.21,-140.82,85.78,,,
00:26.5,1102.46,317.63,440.96,-142.13,84.44,,,
00:26.5,1103.63,318.54,441.68,-143.65,83.25,,,
00:26.5,1104.77,319.46,442.37,-145.41,82.17,,,
00:26.6,1105.91,320.37,443.03,-147.09,81.01,,,
00:26.6,1107.02,321.29,443.66,-148.79,79.78,,,
00:26.7,1108.12,322.22,444.25,-150.48,78.57,,,
00:26.8,1109.2,323.14,444.8,-152.05,77.45,,,
00:26.8,1110.27,324.08,445.31,-153.52,76.4,,,
00:26.8,1111.33,325.01,445.78,-154.97,75.4,,,
00:26.9,1112.37,325.95,446.22,-156.36,74.4,,,
00:26.9,1113.39,326.89,446.63,-157.73,73.35,,,
00:27.0,1114.41,327.82,446.99,-159.23,72.24,,,
00:27.1,1115.4,328.76,447.33,-160.95,71.13,,,
00:27.1,1116.39,329.69,447.62,-162.83,70.1,,,
00:27.1,1117.36,330.62,447.88,-164.78,69.13,,,
00:27.2,1118.31,331.54,448.11,-166.76,68.17,,,
00:27.2,1119.26,332.46,448.29,-168.87,67.2,,,
00:27.3,1120.19,333.37,448.44,-171.08,66.31,,,
00:27.4,1121.11,334.27,448.56,-173.25,65.53,,,
00:27.4,1122.02,335.17,448.63,-175.41,64.72,,,
00:27.4,1122.92,336.06,448.67,-177.71,63.92,,,
00:27.5,1123.81,336.94,448.66,35.79,63.25,,,
00:27.6,1124.69,337.81,448.62,177.2,62.71,,,
00:27.6,1125.56,338.67,448.53,174.58,62.27,,,
00:27.6,1126.43,339.52,448.41,171.96,61.9,,,
00:27.7,1127.29,340.36,448.25,169.32,61.51,,,
00:27.8,1128.15,341.19,448.05,166.63,61.12,,,
00:27.8,1129.01,341.99,447.81,163.86,60.72,,,
00:27.8,1129.85,342.79,447.54,161.02,60.32,,,
00:27.9,1130.7,343.56,447.23,158.2,60.14,,,
00:28.0,1131.54,344.32,446.88,155.49,60.32,,,
00:28.0,1132.39,345.07,446.5,152.98,60.66,,,
00:28.0,1133.24,345.8,446.09,150.57,61.2,,,
00:28.1,1134.1,346.52,445.63,148.1,61.94,,,
00:28.1,1134.97,347.23,445.15,145.61,62.79,,,
00:28.2,1135.85,347.94,444.62,143.14,63.71,,,
00:28.2,1136.75,348.63,444.07,140.66,64.63,,,
00:28.3,1137.66,349.31,443.47,138.11,65.58,,,
00:28.4,1138.58,349.97,442.84,135.49,66.54,,,
00:28.4,1139.51,350.62,442.18,132.85,67.49,,,
00:28.5,1140.46,351.25,441.48,130.3,68.47,,,
00:28.5,1141.42,351.87,440.75,128.04,69.51,,,
00:28.6,1142.4,352.46,439.99,126.12,70.66,,,
00:28.6,1143.39,353.04,439.19,124.47,71.87,,,
00:28.6,1144.4,353.6,438.36,122.91,73.18,,,
00:28.7,1145.42,354.15,437.49,121.33,74.56,,,
00:28.7,1146.47,354.68,436.59,119.67,75.96,,,
00:28.8,1147.54,355.19,435.67,117.93,77.31,,,
00:28.9,1148.62,355.69,434.71,116.15,78.64,,,
00:28.9,1149.72,356.16,433.72,114.45,79.98,,,
00:29.0,1150.84,356.62,432.7,112.89,81.34,,,
00:29.0,1151.98,357.06,431.65,111.47,82.69,,,
00:29.1,1153.14,357.48,430.58,110.14,84,,,
00:29.1,1154.32,357.89,429.48,108.92,85.34,,,
00:29.1,1155.51,358.28,428.36,107.84,86.73,,,
00:29.2,1156.73,358.66,427.21,106.98,88.18,,,
00:29.3,1157.96,359.03,426.03,106.4,89.69,,,
00:29.3,1159.22,359.4,424.84,106.06,91.26,,,
00:29.3,1160.5,359.75,423.61,105.83,92.86,,,
00:29.4,1161.8,360.11,422.37,105.67,94.39,,,
00:29.5,1163.12,360.47,421.1,105.58,95.92,,,
00:29.5,1164.46,360.84,419.81,105.6,97.54,,,
00:29.5,1165.83,361.21,418.5,105.77,99.17,,,
00:29.6,1167.22,361.59,417.17,106.11,100.68,,,
00:29.6,1168.62,361.98,415.83,106.64,102.21,,,
00:29.7,1170.06,362.39,414.46,107.31,103.89,,,
00:29.7,1171.51,362.81,413.07,108.02,105.75,,,
00:29.8,1173,363.26,411.66,108.59,107.63,,,
00:29.9,1174.5,363.73,410.24,108.99,109.36,,,
00:29.9,1176.03,364.22,408.79,109.38,110.94,,,
00:30.0,1177.58,364.73,407.33,109.86,112.4,,,
00:30.0,1179.16,365.26,405.85,110.46,113.94,,,
00:30.1,1180.75,365.8,404.36,111.16,115.49,,,
00:30.1,1182.36,366.37,402.85,111.98,117.06,,,
00:30.1,1184,366.97,401.33,112.74,118.7,,,
00:30.2,1185.66,367.59,399.8,113.37,120.25,,,
00:30.3,1187.34,368.25,398.26,114.06,121.76,,,
00:30.3,1189.04,368.94,396.71,114.85,123,,,
00:30.4,1190.75,369.65,395.16,115.65,122.78,,,
00:30.4,1192.45,370.38,393.63,116.51,121.63,,,
00:30.5,1194.12,371.12,392.13,117.21,119.8,,,
00:30.5,1195.77,371.86,390.66,117.62,117.61,,,
00:30.6,1197.39,372.6,389.22,117.97,115.22,,,
00:30.6,1198.97,373.33,387.82,118.39,112.79,,,
00:30.6,1200.52,374.05,386.45,118.76,110.22,,,
00:30.7,1202.03,374.77,385.12,119.07,107.83,,,
00:30.7,1203.52,375.48,383.83,119.43,105.56,,,
00:30.8,1204.96,376.18,382.56,119.71,103.01,,,
00:30.9,1206.38,376.87,381.33,119.88,100.35,,,
00:30.9,1207.75,377.55,380.14,120.01,97.65,,,
00:30.9,1209.09,378.21,378.98,120.12,95,,,
00:31.0,1210.39,378.86,377.86,120.18,92.55,,,
00:31.0,1211.66,379.49,376.76,120.19,90.22,,,
00:31.1,1212.9,380.12,375.69,120.2,87.91,,,
00:31.2,1214.1,380.72,374.65,120.17,85.61,,,
00:31.2,1215.27,381.31,373.64,120.14,83.27,,,
00:31.2,1216.42,381.88,372.66,120.16,80.88,,,
00:31.3,1217.52,382.44,371.71,120.25,78.54,,,
00:31.4,1218.6,382.98,370.78,120.47,76.25,,,
00:31.4,1219.64,383.52,369.89,120.83,74.02,,,
00:31.4,1220.65,384.04,369.03,121.42,71.81,,,
00:31.5,1221.64,384.56,368.2,122.32,69.67,,,
00:31.6,1222.59,385.08,367.4,123.6,67.76,,,
00:31.6,1223.52,385.61,366.64,125.27,66.05,,,
00:31.6,1224.43,386.14,365.91,126.89,64.5,,,
00:31.7,1225.32,386.68,365.21,128.42,63.14,,,
00:31.8,1226.19,387.24,364.54,130.15,61.96,,,
00:31.8,1227.04,387.8,363.91,132.08,60.88,,,
00:31.9,1227.88,388.38,363.31,134.1,59.82,,,
00:31.9,1228.71,388.98,362.74,136.25,58.87,,,
00:32.0,1229.53,389.58,362.2,138.49,58.03,,,
00:32.0,1230.33,390.2,361.7,140.75,57.16,,,
00:32.1,1231.13,390.83,361.23,143.03,56.26,,,
00:32.1,1231.91,391.47,360.79,145.34,55.37,,,
00:32.1,1232.67,392.12,360.39,147.67,54.49,,,
00:32.2,1233.43,392.77,360.02,150,53.54,,,
00:32.2,1234.17,393.42,359.69,152.35,52.61,,,
00:32.3,1234.9,394.08,359.39,154.73,51.66,,,
00:32.4,1235.62,394.74,359.12,157.12,50.67,,,
00:32.4,1236.32,395.4,358.89,159.51,49.73,,,
00:32.5,1237.01,396.05,358.69,161.97,48.84,,,
00:32.5,1237.69,396.7,358.53,164.5,47.9,,,
00:32.5,1238.36,397.34,358.4,167.06,46.97,,,
00:32.6,1239.02,397.98,358.3,169.67,46.07,,,
00:32.6,1239.66,398.61,358.24,172.32,45.19,,,
00:32.7,1240.29,399.23,358.21,175,44.33,,,
00:32.7,1240.91,399.84,358.21,177.77,43.6,,,
00:32.8,1241.53,400.44,358.24,-107.36,43.04,,,
00:32.8,1242.13,401.03,358.3,-176.35,42.61,,,
00:32.9,1242.74,401.61,358.4,-173.22,42.22,,,
00:33.0,1243.34,402.18,358.53,-170.03,41.83,,,
00:33.0,1243.93,402.73,358.7,-166.78,41.43,,,
00:33.0,1244.52,403.27,358.89,-163.46,41.01,,,
00:33.1,1245.11,403.79,359.11,-160.13,40.6,,,
00:33.2,1245.69,404.29,359.36,-156.81,40.19,,,
00:33.2,1246.26,404.77,359.64,-153.51,39.77,,,
00:33.2,1246.83,405.23,359.95,-150.17,39.35,,,
00:33.3,1247.39,405.66,360.27,-146.79,38.94,,,
00:33.3,1247.95,406.07,360.62,-143.39,38.54,,,
00:33.4,1248.5,406.45,360.99,-139.96,38.16,,,
00:33.5,1249.05,406.81,361.38,-136.46,37.82,,,
00:33.5,1249.59,407.13,361.79,-132.92,37.54,,,
00:33.5,1250.13,407.43,362.22,-129.39,37.3,,,
00:33.6,1250.67,407.7,362.66,-125.87,37.21,,,
00:33.6,1251.21,407.94,363.12,-122.35,37.36,,,
00:33.7,1251.75,408.15,363.59,-118.86,37.68,,,
00:33.8,1252.3,408.34,364.08,-115.43,38.11,,,
00:33.8,1252.85,408.5,364.59,-112.05,38.54,,,
00:33.9,1253.41,408.63,365.11,-108.68,38.96,,,
00:33.9,1253.97,408.74,365.64,-105.35,39.4,,,
00:34.0,1254.54,408.82,366.19,-102.05,39.86,,,
00:34.0,1255.12,408.87,366.74,-98.81,40.34,,,
00:34.0,1255.69,408.89,367.3,-95.61,40.88,,,
00:34.1,1256.28,408.89,367.87,-92.41,41.57,,,
00:34.1,1256.88,408.85,368.45,-89.25,42.3,,,
00:34.2,1257.48,408.79,369.04,-86.13,43.1,,,
00:34.2,1258.1,408.69,369.63,-83.04,43.95,,,
00:34.3,1258.73,408.56,370.24,-79.99,44.87,,,
00:34.3,1259.37,408.41,370.84,-77.02,45.8,,,
00:34.4,1260.02,408.22,371.46,-74.14,46.76,,,
00:34.5,1260.69,408,372.07,-71.43,47.76,,,
00:34.5,1261.36,407.75,372.69,-68.87,48.83,,,
00:34.6,1262.06,407.47,373.32,-66.4,49.92,,,
00:34.6,1262.76,407.16,373.94,-63.98,51.05,,,
00:34.6,1263.48,406.81,374.56,-61.55,52.17,,,
00:34.7,1264.22,406.43,375.19,-59.07,53.33,,,
00:34.8,1264.97,406.02,375.81,-56.61,54.49,,,
00:34.8,1265.74,405.59,376.44,-54.25,55.57,,,
00:34.8,1266.52,405.12,377.06,-52.02,56.62,,,
00:34.9,1267.32,404.63,377.67,-49.97,57.74,,,
00:35.0,1268.13,404.1,378.29,-48.18,58.96,,,
00:35.0,1268.96,403.55,378.9,-46.79,60.28,,,
00:35.0,1269.81,402.97,379.51,-45.77,61.67,,,
00:35.1,1270.67,402.36,380.12,-44.92,63.18,,,
00:35.2,1271.56,401.73,380.74,-44.12,64.76,,,
00:35.2,1272.47,401.08,381.37,-43.38,66.37,,,
00:35.3,1273.41,400.4,382,-42.71,67.95,,,
00:35.3,1274.36,399.69,382.65,-42.11,69.53,,,
00:35.3,1275.34,398.97,383.29,-41.53,71.08,,,
00:35.4,1276.34,398.22,383.95,-41.04,72.63,,,
00:35.5,1277.36,397.46,384.62,-40.69,74.21,,,
00:35.5,1278.4,396.67,385.3,-40.52,75.85,,,
00:35.5,1279.46,395.87,385.99,-40.54,77.52,,,
00:35.6,1280.55,395.04,386.7,-40.69,79.22,,,
00:35.7,1281.66,394.21,387.42,-40.99,80.88,,,
00:35.7,1282.8,393.36,388.17,-41.46,82.53,,,
00:35.7,1283.96,392.49,388.94,-42.14,84.13,,,
00:35.8,1285.14,391.62,389.73,-43.09,85.74,,,
00:35.9,1286.34,390.75,390.54,-44.25,87.25,,,
00:35.9,1287.56,389.88,391.39,-45.33,87.81,,,
00:36.0,1288.77,389.03,392.26,-46.52,87.59,,,
00:36.0,1289.99,388.21,393.15,-48.08,87.08,,,
00:36.1,1291.19,387.41,394.05,-49.82,86.45,,,
00:36.1,1292.39,386.64,394.97,-51.58,85.75,,,
00:36.1,1293.58,385.91,395.89,-53.33,85,,,
00:36.2,1294.75,385.21,396.83,-55.09,84.24,,,
00:36.2,1295.92,384.55,397.79,-56.8,83.54,,,
00:36.3,1297.07,383.92,398.75,-58.44,82.88,,,
00:36.3,1298.22,383.32,399.73,-60.06,82.29,,,
00:36.4,1299.36,382.76,400.71,-61.68,81.74,,,
00:36.5,1300.49,382.22,401.71,-63.33,81.22,,,
00:36.5,1301.62,381.72,402.71,-65.09,80.68,,,
00:36.6,1302.73,381.26,403.72,-66.9,80.02,,,
00:36.6,1303.84,380.82,404.74,-68.64,79.21,,,
00:36.6,1304.93,380.43,405.75,-70.3,78.34,,,
00:36.7,1306.02,380.07,406.77,-71.98,77.5,,,
00:36.7,1307.09,379.75,407.79,-73.68,76.71,,,
00:36.8,1308.15,379.46,408.8,-75.36,75.93,,,
00:36.8,1309.2,379.21,409.82,-77.05,75.23,,,
00:36.9,1310.24,378.99,410.83,-78.77,74.49,,,
00:37.0,1311.27,378.81,411.84,-80.53,73.69,,,
00:37.0,1312.29,378.66,412.85,-82.44,72.95,,,
00:37.0,1313.3,378.54,413.84,-84.51,72.11,,,
00:37.1,1314.3,378.46,414.83,-86.74,71.36,,,
00:37.2,1315.29,378.42,415.81,-88.77,70.63,,,
00:37.2,1316.26,378.4,416.79,-90.63,69.95,,,
00:37.3,1317.23,378.42,417.75,-92.48,69.56,,,
00:37.3,1318.2,378.48,418.71,-94.6,69.16,,,
00:37.4,1319.16,378.56,419.66,-97.05,68.78,,,
00:37.4,1320.11,378.67,420.6,-99.61,68.41,,,
00:37.5,1321.06,378.82,421.53,-102.16,67.99,,,
00:37.5,1322,379.01,422.45,-104.33,67.57,,,
00:37.5,1322.94,379.23,423.36,-106.27,67.14,,,
00:37.6,1323.87,379.49,424.25,-108.12,66.75,,,
00:37.6,1324.79,379.78,425.12,-109.95,66.37,,,
00:37.7,1325.71,380.1,425.98,-111.75,66.02,,,
00:37.7,1326.63,380.45,426.82,-113.71,65.99,,,
00:37.8,1327.55,380.84,427.65,-115.71,66.33,,,
00:37.9,1328.48,381.26,428.46,-117.62,66.92,,,
00:37.9,1329.42,381.72,429.28,-119.69,67.66,,,
00:38.0,1330.37,382.21,430.08,-122.03,68.58,,,
00:38.0,1331.33,382.73,430.88,-124.38,69.52,,,
00:38.1,1332.31,383.3,431.67,-126.55,70.49,,,
00:38.1,1333.3,383.9,432.44,-128.6,71.5,,,
00:38.2,1334.3,384.54,433.21,-130.33,72.58,,,
00:38.2,1335.32,385.21,433.97,-131.78,73.72,,,
00:38.2,1336.35,385.9,434.73,-133.18,74.93,,,
00:38.3,1337.4,386.63,435.48,-134.7,76.09,,,
00:38.4,1338.46,387.39,436.22,-136.37,77.2,,,
00:38.4,1339.54,388.17,436.96,-137.98,78.38,,,
00:38.5,1340.64,388.98,437.69,-139.34,79.57,,,
00:38.5,1341.75,389.82,438.42,-140.44,80.79,,,
00:38.6,1342.88,390.69,439.13,-141.44,82.07,,,
00:38.6,1344.03,391.58,439.84,-142.38,83.36,,,
00:38.6,1345.2,392.5,440.55,-143.3,84.67,,,
00:38.7,1346.38,393.45,441.26,-144.2,85.99,,,
00:38.8,1347.59,394.42,441.95,-145.07,87.35,,,
00:38.8,1348.81,395.42,442.65,-146.02,88.75,,,
00:38.8,1350.05,396.45,443.33,-147.13,90.15,,,
00:38.9,1351.31,397.5,444.02,-148.41,91.55,,,
00:39.0,1352.6,398.58,444.7,-149.78,92.99,,,
00:39.0,1353.9,399.69,445.37,-151.29,94.51,,,
00:39.0,1355.22,400.82,446.04,-152.9,96.11,,,
00:39.1,1356.57,401.98,446.71,-154.5,97.8,,,
00:39.2,1357.94,403.18,447.37,-155.95,99.48,,,
00:39.2,1359.34,404.41,448.02,-156.98,101.2,,,
00:39.3,1360.75,405.67,448.66,-157.24,102.94,,,
00:39.3,1362.19,406.96,449.28,-156.48,103.97,,,
00:39.3,1363.63,408.27,449.89,-155.33,104.13,,,
00:39.4,1365.08,409.57,450.51,-154.43,103.88,,,
00:39.5,1366.52,410.87,451.12,-154.16,103.19,,,
00:39.5,1367.95,412.16,451.73,-154.87,102.13,,,
00:39.5,1369.36,413.44,452.3,-156.24,100.8,,,
00:39.6,1370.75,414.72,452.84,-157.84,99.29,,,
00:39.6,1372.12,415.99,453.35,-159.52,97.77,,,
00:39.7,1373.47,417.26,453.81,-161.12,96.33,,,
00:39.7,1374.8,418.51,454.24,-162.58,94.95,,,
00:39.8,1376.11,419.76,454.64,-163.93,93.66,,,
00:39.9,1377.4,421,455,-165.2,92.34,,,
00:39.9,1378.67,422.23,455.32,-166.6,90.96,,,
00:40.0,1379.93,423.45,455.61,-168.19,89.59,,,
00:40.0,1381.16,424.66,455.86,-169.72,88.25,,,
00:40.0,1382.38,425.85,456.07,-171.14,87.06,,,
00:40.1,1383.58,427.04,456.25,-172.6,85.77,,,
00:40.2,1384.76,428.21,456.4,-174.21,84.41,,,
00:40.2,1385.93,429.37,456.51,-175.83,83.1,,,
00:40.2,1387.07,430.51,456.59,-177.38,81.92,,,
00:40.3,1388.2,431.64,456.64,-178.85,80.72,,,
00:40.3,1389.32,432.75,456.66,107.61,79.5,,,
00:40.4,1390.41,433.85,456.64,177.95,78.38,,,
00:40.5,1391.49,434.92,456.6,176.32,77.23,,,
00:40.5,1392.56,435.99,456.52,174.67,76.13,,,
00:40.6,1393.61,437.03,456.42,172.93,75.1,,,
00:40.6,1394.65,438.06,456.29,171.18,74.04,,,
00:40.6,1395.67,439.06,456.12,169.41,73.04,,,
00:40.7,1396.68,440.05,455.92,167.59,72.18,,,
00:40.8,1397.68,441.02,455.7,165.74,71.45,,,
00:40.8,1398.67,441.97,455.44,163.8,70.91,,,
00:40.9,1399.65,442.91,455.15,161.79,70.48,,,
00:40.9,1400.63,443.83,454.82,159.74,70.06,,,
00:41.0,1401.6,444.73,454.47,157.62,69.63,,,
00:41.0,1402.57,445.62,454.09,155.49,69.2,,,
00:41.0,1403.53,446.48,453.68,153.39,68.76,,,
00:41.1,1404.48,447.33,453.24,151.29,68.31,,,
00:41.1,1405.43,448.15,452.77,149.16,67.86,,,
00:41.2,1406.37,448.95,452.28,147.04,67.41,,,
00:41.3,1407.31,449.72,451.76,144.94,67.05,,,
00:41.3,1408.24,450.47,451.21,142.8,67.1,,,
00:41.3,1409.18,451.2,450.63,140.73,67.48,,,
00:41.4,1410.12,451.92,450.02,138.75,68.07,,,
00:41.5,1411.07,452.62,449.38,136.75,68.73,,,
00:41.5,1412.04,453.31,448.71,134.6,69.49,,,
00:41.6,1413.01,453.97,448,132.39,70.33,,,
00:41.6,1414,454.62,447.26,130.29,71.23,,,
00:41.7,1414.99,455.25,446.49,128.25,72.05,,,
00:41.7,1416,455.86,445.69,125.96,72.84,,,
00:41.7,1417.02,456.44,444.86,123.48,73.67,,,
00:41.8,1418.05,457.01,444,121.11,74.59,,,
00:41.8,1419.1,457.55,443.11,119.03,75.48,,,
00:41.9,1420.15,458.06,442.18,117.17,76.38,,,
00:42.0,1421.22,458.54,441.23,115.4,77.38,,,
00:42.0,1422.31,459,440.25,113.71,78.44,,,
00:42.1,1423.4,459.44,439.25,112.07,79.49,,,
00:42.1,1424.51,459.85,438.22,110.37,80.44,,,
00:42.1,1425.63,460.24,437.17,108.55,81.24,,,
00:42.2,1426.77,460.61,436.09,106.66,82.07,,,
00:42.2,1427.92,460.95,435,104.86,82.98,,,
00:42.3,1429.08,461.27,433.88,103.33,83.91,,,
00:42.4,1430.25,461.55,432.75,102.15,84.94,,,
00:42.4,1431.44,461.81,431.59,101.14,86.11,,,
00:42.5,1432.64,462.05,430.41,100.13,87.32,,,
00:42.5,1433.86,462.26,429.2,98.96,88.5,,,
00:42.5,1435.1,462.46,427.98,97.66,89.61,,,
00:42.6,1436.35,462.63,426.74,96.31,90.69,,,
00:42.7,1437.61,462.78,425.49,94.95,91.75,,,
00:42.7,1438.9,462.91,424.21,93.62,92.85,,,
00:42.8,1440.19,463,422.92,92.5,94.08,,,
00:42.8,1441.51,463.08,421.6,91.58,95.39,,,
00:42.9,1442.84,463.13,420.27,90.71,96.65,,,
00:42.9,1444.2,463.15,418.92,89.84,97.99,,,
00:43.0,1445.57,463.16,417.55,89.02,99.49,,,
00:43.0,1446.96,463.14,416.16,88.29,100.97,,,
00:43.1,1448.37,463.11,414.74,87.71,102.39,,,
00:43.1,1449.8,463.06,413.31,87.31,103.75,,,
00:43.1,1451.25,463,411.86,87.13,105.11,,,
00:43.2,1452.72,462.94,410.4,87.14,106.32,,,
00:43.2,1454.2,462.87,408.91,87.3,107.27,,,
00:43.3,1455.7,462.8,407.42,87.6,108.29,,,
00:43.4,1457.21,462.72,405.91,87.92,109.72,,,
00:43.4,1458.75,462.65,404.37,88.1,111.33,,,
00:43.5,1460.31,462.58,402.82,88.12,113,,,
00:43.5,1461.89,462.52,401.24,87.96,114.73,,,
00:43.6,1463.49,462.45,399.64,87.67,116.23,,,
00:43.6,1465.11,462.38,398.01,87.37,117.42,,,
00:43.6,1466.75,462.3,396.38,87.1,118.58,,,
00:43.7,1468.41,462.23,394.72,86.89,119.74,,,
00:43.7,1470.08,462.15,393.05,86.74,121.06,,,
00:43.8,1471.77,462.07,391.36,86.67,122.54,,,
00:43.8,1473.48,461.98,389.66,86.67,123.83,,,
00:43.9,1475.21,461.89,387.93,86.71,125,,,
00:44.0,1476.95,461.8,386.19,86.8,126.33,,,
00:44.0,1478.72,461.7,384.43,86.93,127.85,,,
00:44.0,1480.51,461.61,382.64,87.09,129.42,,,
00:44.1,1482.31,461.52,380.84,87.24,130.8,,,
00:44.1,1484.14,461.43,379.01,87.36,132.11,,,
00:44.2,1485.98,461.34,377.17,87.48,133.39,,,
00:44.2,1487.84,461.26,375.31,87.59,134.72,,,
00:44.3,1489.73,461.18,373.43,87.66,136.03,,,
00:44.4,1491.62,461.1,371.54,87.71,137.25,,,
00:44.4,1493.54,461.02,369.62,87.75,138.49,,,
00:44.5,1495.47,460.94,367.69,87.77,139.77,,,
00:44.5,1497.42,460.87,365.75,87.76,140.98,,,
00:44.5,1499.39,460.79,363.78,87.73,142.14,,,
00:44.6,1501.37,460.71,361.8,87.67,143.25,,,
00:44.7,1503.37,460.63,359.8,87.59,144.47,,,
00:44.7,1505.38,460.54,357.79,87.51,145.66,,,
00:44.8,1507.41,460.46,355.76,87.42,146.8,,,
00:44.8,1509.46,460.37,353.72,87.33,147.94,,,
00:44.8,1511.52,460.27,351.66,87.22,149.08,,,
00:44.9,1513.6,460.17,349.58,87.1,150.15,,,
00:45.0,1515.69,460.07,347.49,86.94,151.2,,,
00:45.0,1517.8,459.96,345.39,86.74,152.33,,,
00:45.0,1519.92,459.84,343.27,86.54,153.41,,,
00:45.1,1522.06,459.72,341.13,86.34,154.47,,,
00:45.2,1524.21,459.58,338.98,86.12,155.5,,,
00:45.2,1526.38,459.44,336.82,85.89,156.56,,,
00:45.2,1528.56,459.29,334.65,85.7,157.59,,,
00:45.3,1530.76,459.13,332.46,85.51,158.56,,,
00:45.4,1532.97,458.97,330.25,85.3,159.56,,,
