,sLapDistance,xCarX,xCarY,aYaw,vCar
00:18.4,835.96,-196.86,-328.48,76.76,92.7
00:18.4,837.26,-197.14,-329.75,77.04,93.95
00:18.5,838.57,-197.43,-331.02,77.67,95.15
00:18.6,839.9,-197.7,-332.32,78.56,96.31
00:18.6,841.24,-197.96,-333.64,79.67,97.33
00:18.6,842.6,-198.19,-334.97,80.96,97.68
00:18.7,843.95,-198.39,-336.31,82.52,97.46
00:18.7,845.3,-198.57,-337.65,84.33,97.15
00:18.8,846.65,-198.7,-338.98,86.16,96.81
00:18.8,847.99,-198.81,-340.32,87.9,96.43
00:18.9,849.33,-198.88,-341.65,89.59,95.98
00:19.0,850.65,-198.91,-342.97,91.16,95.46
00:19.0,851.97,-198.91,-344.29,92.59,94.93
00:19.1,853.29,-198.88,-345.6,93.92,94.42
00:19.1,854.59,-198.83,-346.9,95.16,93.93
00:19.1,855.89,-198.75,-348.2,96.49,93.41
00:19.2,857.18,-198.64,-349.48,98.17,92.82
00:19.3,858.47,-198.49,-350.75,100.05,92.2
00:19.3,859.74,-198.31,-352.01,101.56,91.57
00:19.4,861.01,-198.09,-353.25,102.64,90.97
00:19.4,862.26,-197.84,-354.48,103.79,90.38
00:19.5,863.52,-197.55,-355.69,105.24,89.83
00:19.5,864.76,-197.23,-356.89,106.79,89.29
00:19.6,866,-196.87,-358.07,108.25,88.74
00:19.6,867.23,-196.49,-359.23,109.79,88.15
00:19.6,868.45,-196.07,-360.38,111.57,87.56
00:19.7,869.66,-195.62,-361.49,113.62,86.95
00:19.7,870.87,-195.12,-362.59,115.74,86.35
00:19.8,872.07,-194.6,-363.66,117.78,85.72
00:19.8,873.25,-194.03,-364.7,119.65,85.1
00:19.9,874.43,-193.44,-365.71,121.49,84.47
00:20.0,875.6,-192.82,-366.7,123.55,83.86
00:20.0,876.76,-192.17,-367.66,125.76,83.27
00:20.1,877.92,-191.49,-368.59,127.88,82.69
00:20.1,879.06,-190.79,-369.49,129.7,82.09
00:20.1,880.2,-190.06,-370.36,131.51,81.43
00:20.2,881.33,-189.31,-371.2,133.61,80.78
00:20.3,882.45,-188.54,-372,135.7,80.15
00:20.3,883.56,-187.74,-372.77,137.39,79.55
00:20.4,884.66,-186.92,-373.51,139.13,78.91
00:20.4,885.75,-186.08,-374.21,141.24,78.3
00:20.5,886.84,-185.23,-374.87,143.45,77.7
00:20.5,887.92,-184.36,-375.5,145.61,77.08
00:20.5,888.98,-183.47,-376.09,147.78,76.44
00:20.6,890.04,-182.57,-376.64,149.98,75.79
00:20.6,891.09,-181.66,-377.15,152.06,75.17
00:20.7,892.14,-180.73,-377.62,154.03,74.55
00:20.8,893.17,-179.79,-378.06,156.06,73.95
00:20.8,894.2,-178.85,-378.45,158.24,73.65
00:20.8,895.22,-177.89,-378.82,160.5,73.65
00:20.9,896.25,-176.93,-379.14,162.6,73.72
00:21.0,897.27,-175.94,-379.44,164.56,73.79
00:21.0,898.3,-174.95,-379.69,166.51,73.87
00:21.1,899.33,-173.95,-379.91,168.49,73.95
00:21.1,900.36,-172.94,-380.09,170.49,74.03
00:21.1,901.39,-171.92,-380.24,172.57,74.12
00:21.2,902.42,-170.89,-380.34,174.7,74.27
00:21.2,903.46,-169.86,-380.42,176.85,74.58
00:21.3,904.5,-168.83,-380.46,179,75.03
00:21.4,905.55,-167.78,-380.46,-178.85,75.58
00:21.4,906.6,-166.73,-380.42,-176.73,76.14
00:21.5,907.67,-165.67,-380.35,-174.64,76.7
00:21.5,908.74,-164.61,-380.23,-172.54,77.24
00:21.5,909.82,-163.54,-380.08,-170.48,77.77
00:21.6,910.9,-162.47,-379.89,-168.44,78.35
00:21.7,911.99,-161.4,-379.66,-166.44,78.97
00:21.7,913.1,-160.34,-379.4,-164.45,79.61
00:21.8,914.21,-159.27,-379.09,-162.47,80.27
00:21.8,915.33,-158.2,-378.75,-160.59,80.97
00:21.9,916.46,-157.14,-378.37,-158.87,81.71
