,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
00:21.9,833.25,-63.16,-241.73,-172.74,159.41,,,
00:22.0,835.47,-60.95,-241.49,-172.13,160.71,,,
00:22.0,837.71,-58.72,-241.23,-171.6,161.85,,,
00:22.1,839.96,-56.49,-240.93,-170.92,162.99,,,
00:22.1,842.23,-54.24,-240.61,-170.15,164.16,,,
00:22.1,844.52,-51.98,-240.26,-169.31,165.39,,,
00:22.2,846.83,-49.7,-239.88,-168.53,166.6,,,
00:22.3,849.15,-47.42,-239.47,-167.87,167.79,,,
00:22.3,851.49,-45.12,-239.03,-167.27,168.92,,,
00:22.4,853.84,-42.82,-238.55,-166.63,170.05,,,
00:22.4,856.21,-40.5,-238.04,-166.03,171.22,,,
00:22.5,858.59,-38.18,-237.51,-165.5,172.33,,,
00:22.5,860.99,-35.84,-236.95,-164.9,173.44,,,
00:22.6,863.41,-33.5,-236.35,-164.24,174.59,,,
00:22.6,865.84,-31.15,-235.73,-163.66,175.72,,,
00:22.7,868.29,-28.79,-235.08,-163.13,176.8,,,
00:22.7,870.75,-26.42,-234.4,-162.57,177.89,,,
00:22.8,873.23,-24.04,-233.69,-162.04,178.98,,,
00:22.8,875.72,-21.66,-232.96,-161.5,180.05,,,
00:22.9,878.23,-19.27,-232.19,-160.95,181.12,,,
00:22.9,880.75,-16.88,-231.4,-160.41,182.18,,,
00:23.0,883.29,-14.48,-230.58,-159.9,183.23,,,
00:23.0,885.84,-12.07,-229.74,-159.4,184.26,,,
00:23.1,888.41,-9.65,-228.87,-158.88,185.3,,,
00:23.1,890.99,-7.23,-227.97,-158.37,186.33,,,
00:23.1,893.58,-4.81,-227.05,-157.92,187.37,,,
00:23.2,896.19,-2.38,-226.1,-157.51,188.37,,,
00:23.2,898.81,0.06,-225.12,-157.07,189.38,,,
00:23.3,901.45,2.5,-224.12,-156.64,190.39,,,
00:23.3,904.1,4.94,-223.1,-156.24,191.39,,,
00:23.4,906.77,7.39,-222.05,-155.87,192.38,,,
00:23.5,909.45,9.85,-220.98,-155.53,193.35,,,
00:23.5,912.14,12.31,-219.89,-155.21,194.32,,,
00:23.6,914.84,14.78,-218.78,-154.89,195.29,,,
00:23.6,917.56,17.25,-217.65,-154.56,196.28,,,
00:23.6,920.3,19.73,-216.5,-154.28,197.27,,,
00:23.7,923.04,22.21,-215.32,-154.09,198.21,,,
00:23.8,925.8,24.7,-214.14,-153.88,199.12,,,
00:23.8,928.57,27.2,-212.93,-153.64,200.08,,,
00:23.8,931.36,29.7,-211.71,-153.43,201.02,,,
00:23.9,934.16,32.21,-210.47,-153.22,201.95,,,
00:23.9,936.97,34.73,-209.22,-153.01,202.85,,,
00:24.0,939.79,37.25,-207.95,-152.8,203.73,,,
00:24.0,942.63,39.78,-206.67,-152.6,204.65,,,
00:24.1,945.47,42.32,-205.37,-152.42,205.55,,,
00:24.1,948.33,44.86,-204.06,-152.26,206.44,,,
00:24.2,951.21,47.41,-202.74,-152.1,207.31,,,
00:24.2,954.09,49.97,-201.4,-151.95,208.22,,,
00:24.3,956.99,52.53,-200.05,-151.89,209.14,,,
00:24.4,959.9,55.1,-198.69,-151.87,209.94,,,
00:24.4,962.82,57.69,-197.32,-151.82,210.83,,,
00:24.4,965.76,60.28,-195.94,-151.78,211.72,,,
00:24.5,968.71,62.87,-194.55,-151.73,212.56,,,
00:24.6,971.66,65.48,-193.16,-151.67,213.38,,,
00:24.6,974.63,68.1,-191.75,-151.6,214.19,,,
00:24.6,977.61,70.72,-190.34,-151.53,215.02,,,
00:24.7,980.61,73.36,-188.92,-151.46,215.85,,,
00:24.8,983.61,76,-187.49,-151.39,216.68,,,
00:24.8,986.62,78.65,-186.05,-151.32,217.49,,,
00:24.8,989.65,81.3,-184.6,-151.25,218.29,,,
00:24.9,992.69,83.97,-183.15,-151.17,219.09,,,
00:24.9,995.74,86.64,-181.69,-151.1,219.87,,,
00:25.0,998.8,89.33,-180.21,-151.03,220.67,,,
00:25.1,1001.87,92.02,-178.73,-150.97,221.46,,,
00:25.1,1004.95,94.71,-177.24,-150.91,222.24,,,
00:25.1,1008.04,97.42,-175.74,-150.86,222.99,,,
00:25.2,1011.14,100.13,-174.24,-150.8,223.74,,,
00:25.3,1014.25,102.85,-172.72,-150.74,224.51,,,
00:25.3,1017.38,105.58,-171.2,-150.68,225.27,,,
00:25.4,1020.51,108.31,-169.67,-150.62,226.02,,,
00:25.4,1023.66,111.06,-168.14,-150.56,226.76,,,
00:25.5,1026.81,113.81,-166.59,-150.5,227.49,,,
00:25.5,1029.97,116.56,-165.04,-150.44,228.23,,,
00:25.6,1033.15,119.33,-163.48,-150.38,228.96,,,
00:25.6,1036.33,122.1,-161.91,-150.33,229.68,,,
00:25.6,1039.53,124.88,-160.33,-150.28,230.38,,,
00:25.7,1042.73,127.66,-158.75,-150.23,231.08,,,
00:25.8,1045.95,130.46,-157.16,-150.18,231.79,,,
00:25.8,1049.17,133.26,-155.56,-150.13,232.52,,,
00:25.9,1052.41,136.06,-153.95,-150.09,233.21,,,
00:25.9,1055.65,138.88,-152.34,-150.05,233.89,,,
00:25.9,1058.9,141.7,-150.72,-150.01,234.6,,,
00:26.0,1062.17,144.53,-149.09,-149.99,235.28,,,
00:26.1,1065.44,147.36,-147.46,-149.97,235.78,,,
00:26.1,1068.71,150.2,-145.82,-149.95,235.53,,,
00:26.1,1071.98,153.03,-144.19,-149.93,235.25,,,
00:26.2,1075.25,155.86,-142.56,-149.92,234.97,,,
00:26.3,1078.51,158.68,-140.93,-149.91,234.67,,,
00:26.3,1081.76,161.5,-139.3,-149.89,234.38,,,
00:26.3,1085.02,164.32,-137.67,-149.87,234.1,,,
00:26.4,1088.27,167.13,-136.04,-149.86,233.85,,,
00:26.5,1091.51,169.94,-134.41,-149.83,233.53,,,
00:26.5,1094.75,172.74,-132.78,-149.81,233.17,,,
00:26.5,1097.99,175.54,-131.16,-149.8,232.81,,,
00:26.6,1101.22,178.33,-129.54,-149.78,232.47,,,
00:26.6,1104.45,181.12,-127.91,-149.76,232.15,,,
00:26.7,1107.67,183.91,-126.29,-149.75,231.81,,,
00:26.8,1110.89,186.69,-124.67,-149.73,231.47,,,
00:26.8,1114.1,189.46,-123.06,-149.72,231.12,,,
00:26.8,1117.31,192.24,-121.44,-149.7,230.78,,,
00:26.9,1120.51,195,-119.83,-149.67,230.45,,,
00:26.9,1123.71,197.76,-118.21,-149.65,230.12,,,
00:27.0,1126.9,200.52,-116.6,-149.63,229.78,,,
00:27.1,1130.09,203.28,-114.99,-149.62,229.45,,,
00:27.1,1133.28,206.02,-113.38,-149.6,229.11,,,
00:27.1,1136.46,208.77,-111.78,-149.58,228.78,,,
00:27.2,1139.63,211.51,-110.17,-149.57,228.45,,,
00:27.2,1142.8,214.24,-108.57,-149.61,228.13,,,
00:27.3,1145.97,216.97,-106.97,-149.69,227.76,,,
00:27.4,1149.13,219.7,-105.37,-149.81,226.92,,,
00:27.4,1152.27,222.42,-103.79,-149.94,225.4,,,
00:27.4,1155.38,225.11,-102.23,-150.05,223.4,,,
00:27.5,1158.47,227.78,-100.68,-150.1,221.02,,,
00:27.6,1161.52,230.43,-99.15,-150.12,218.51,,,
00:27.6,1164.54,233.04,-97.65,-150.16,215.77,,,
00:27.6,1167.52,235.62,-96.16,-150.22,212.78,,,
00:27.7,1170.45,238.16,-94.7,-150.29,209.74,,,
00:27.8,1173.34,240.67,-93.27,-150.35,206.67,,,
00:27.8,1176.19,243.15,-91.86,-150.41,203.61,,,
00:27.8,1179,245.59,-90.47,-150.45,200.53,,,
00:27.9,1181.76,247.99,-89.1,-150.5,197.44,,,
00:28.0,1184.48,250.36,-87.76,-150.55,194.33,,,
00:28.0,1187.16,252.69,-86.44,-150.59,191.4,,,
00:28.0,1189.8,254.99,-85.14,-150.63,188.59,,,
00:28.1,1192.4,257.25,-83.87,-150.69,185.78,,,
00:28.1,1194.96,259.48,-82.61,-150.75,183.04,,,
00:28.2,1197.48,261.68,-81.38,-150.84,180.29,,,
00:28.2,1199.97,263.85,-80.16,-150.94,177.57,,,
00:28.3,1202.42,265.99,-78.97,-151.02,174.99,,,
00:28.4,1204.83,268.1,-77.8,-151.08,172.51,,,
00:28.4,1207.21,270.18,-76.65,-151.14,170.07,,,
00:28.5,1209.56,272.24,-75.51,-151.2,167.61,,,
00:28.5,1211.86,274.26,-74.4,-151.28,165.15,,,
00:28.6,1214.14,276.26,-73.31,-151.38,162.72,,,
00:28.6,1216.39,278.23,-72.23,-151.5,160.33,,,
00:28.6,1218.6,280.17,-71.17,-151.63,157.93,,,
00:28.7,1220.77,282.08,-70.14,-151.73,155.55,,,
00:28.7,1222.92,283.97,-69.12,-151.79,153.29,,,
00:28.8,1225.03,285.83,-68.12,-151.81,151.19,,,
00:28.9,1227.12,287.67,-67.13,-151.82,149.2,,,
00:28.9,1229.18,289.48,-66.16,-151.81,147.24,,,
00:29.0,1231.21,291.27,-65.2,-151.79,145.28,,,
00:29.0,1233.21,293.04,-64.25,-151.77,143.25,,,
00:29.1,1235.19,294.78,-63.32,-151.73,141.11,,,
00:29.1,1237.13,296.49,-62.39,-151.71,138.88,,,
00:29.1,1239.05,298.18,-61.49,-151.74,136.63,,,
00:29.2,1240.93,299.83,-60.6,-151.84,134.37,,,
00:29.3,1242.78,301.47,-59.72,-152.02,132.11,,,
00:29.3,1244.6,303.07,-58.87,-152.32,129.86,,,
00:29.3,1246.39,304.65,-58.04,-152.62,127.58,,,
00:29.4,1248.14,306.21,-57.22,-152.85,125.36,,,
00:29.5,1249.87,307.74,-56.43,-153,123.22,,,
00:29.5,1251.56,309.25,-55.66,-153.05,121.21,,,
00:29.5,1253.24,310.74,-54.89,-153.08,119.33,,,
00:29.6,1254.88,312.21,-54.15,-153.12,117.48,,,
00:29.6,1256.5,313.65,-53.41,-153.14,115.65,,,
00:29.7,1258.09,315.07,-52.69,-153.17,113.84,,,
00:29.7,1259.66,316.47,-51.98,-153.25,112.11,,,
00:29.8,1261.21,317.85,-51.29,-153.37,110.39,,,
00:29.9,1262.73,319.21,-50.61,-153.56,108.67,,,
00:29.9,1264.22,320.55,-49.94,-153.88,106.98,,,
00:30.0,1265.7,321.88,-49.3,-154.3,105.22,,,
00:30.0,1267.15,323.19,-48.67,-154.79,103.47,,,
00:30.1,1268.58,324.48,-48.07,-155.43,101.74,,,
00:30.1,1269.98,325.75,-47.49,-156.13,100.05,,,
00:30.1,1271.36,327.02,-46.94,-156.89,98.42,,,
00:30.2,1272.71,328.27,-46.42,-157.81,96.84,,,
00:30.3,1274.05,329.51,-45.92,-158.9,95.29,,,
00:30.3,1275.36,330.73,-45.45,-160.08,93.76,,,
00:30.4,1276.65,331.95,-45.02,-161.31,92.31,,,
00:30.4,1277.92,333.16,-44.62,-162.6,91.05,,,
00:30.5,1279.18,334.36,-44.25,-163.93,89.87,,,
00:30.5,1280.42,335.55,-43.91,-165.35,88.72,,,
00:30.6,1281.65,336.74,-43.61,-166.9,87.64,,,
00:30.6,1282.86,337.92,-43.34,-168.56,86.63,,,
00:30.6,1284.06,339.09,-43.11,-170.26,85.71,,,
00:30.7,1285.24,340.26,-42.91,-171.95,84.75,,,
00:30.7,1286.41,341.42,-42.76,-173.68,83.7,,,
00:30.8,1287.57,342.57,-42.63,-175.55,82.63,,,
00:30.9,1288.71,343.7,-42.55,-177.57,81.56,,,
00:30.9,1289.83,344.83,-42.5,-107.56,80.49,,,
00:30.9,1290.94,345.94,-42.48,178.53,79.37,,,
00:31.0,1292.04,347.03,-42.51,176.65,78.27,,,
00:31.0,1293.12,348.11,-42.57,174.8,77.23,,,
00:31.1,1294.18,349.17,-42.66,173,76.3,,,
00:31.2,1295.24,350.22,-42.79,171.24,75.43,,,
00:31.2,1296.28,351.25,-42.96,169.47,74.64,,,
00:31.2,1297.31,352.26,-43.15,167.63,73.98,,,
00:31.3,1298.34,353.26,-43.38,165.72,73.44,,,
00:31.4,1299.36,354.24,-43.64,163.81,72.91,,,
00:31.4,1300.37,355.21,-43.94,161.77,72.35,,,
00:31.4,1301.37,356.15,-44.27,159.5,71.82,,,
00:31.5,1302.37,357.08,-44.63,157.39,71.34,,,
00:31.6,1303.36,357.99,-45.01,155.83,70.87,,,
00:31.6,1304.33,358.88,-45.42,154.43,70.46,,,
00:31.6,1305.31,359.76,-45.85,152.61,70.22,,,
00:31.7,1306.29,360.62,-46.3,150.23,69.99,,,
00:31.8,1307.26,361.46,-46.78,147.62,69.89,,,
00:31.8,1308.23,362.29,-47.29,145.34,69.88,,,
00:31.9,1309.2,363.09,-47.83,143.55,70,,,
00:31.9,1310.18,363.88,-48.41,141.96,70.38,,,
00:32.0,1311.16,364.64,-49.03,140.3,70.98,,,
00:32.0,1312.15,365.39,-49.67,138.58,71.64,,,
00:32.1,1313.15,366.13,-50.35,136.73,72.32,,,
00:32.1,1314.16,366.85,-51.05,134.76,72.95,,,
00:32.1,1315.18,367.56,-51.78,132.81,73.39,,,
00:32.2,1316.2,368.25,-52.54,131,73.54,,,
00:32.2,1317.23,368.9,-53.32,129.15,73.63,,,
00:32.3,1318.25,369.54,-54.12,127.06,73.98,,,
00:32.4,1319.29,370.15,-54.96,124.79,74.71,,,
00:32.4,1320.33,370.73,-55.82,122.61,75.62,,,
00:32.5,1321.39,371.3,-56.71,120.61,76.48,,,
00:32.5,1322.46,371.84,-57.63,118.73,77.22,,,
00:32.5,1323.54,372.35,-58.58,116.8,78.01,,,
00:32.6,1324.63,372.84,-59.55,114.92,78.78,,,
00:32.6,1325.73,373.3,-60.55,113.18,79.55,,,
00:32.7,1326.84,373.74,-61.57,111.55,80.36,,,
00:32.7,1327.96,374.15,-62.62,110.04,81.2,,,
00:32.8,1329.09,374.54,-63.68,108.71,82.11,,,
00:32.8,1330.24,374.9,-64.77,107.44,83.18,,,
00:32.9,1331.41,375.24,-65.88,106.05,84.43,,,
00:33.0,1332.59,375.56,-67.02,104.4,85.84,,,
00:33.0,1333.79,375.85,-68.19,102.49,87.27,,,
00:33.0,1335.01,376.12,-69.38,100.51,88.62,,,
00:33.1,1336.25,376.36,-70.6,98.54,89.88,,,
00:33.2,1337.51,376.57,-71.84,96.68,91.1,,,
00:33.2,1338.78,376.75,-73.1,94.99,92.21,,,
00:33.2,1340.07,376.9,-74.37,93.41,93.26,,,
00:33.3,1341.37,377.02,-75.67,91.99,94.39,,,
00:33.3,1342.69,377.11,-76.99,90.92,95.61,,,
00:33.4,1344.03,377.18,-78.32,90.42,96.98,,,
00:33.5,1345.38,377.22,-79.68,90.38,98.58,,,
00:33.5,1346.77,377.25,-81.06,90.42,100.46,,,
00:33.5,1348.17,377.26,-82.47,90.3,102.39,,,
00:33.6,1349.61,377.27,-83.9,89.86,104.14,,,
00:33.6,1351.07,377.27,-85.36,89.25,105.8,,,
00:33.7,1352.55,377.26,-86.84,88.78,107.51,,,
00:33.8,1354.05,377.23,-88.35,88.54,109.32,,,
00:33.8,1355.58,377.21,-89.88,88.44,111.04,,,
00:33.9,1357.14,377.17,-91.43,88.29,112.68,,,
00:33.9,1358.71,377.13,-93.01,88.12,114.19,,,
00:34.0,1360.31,377.08,-94.6,87.86,115.73,,,
00:34.0,1361.93,377.02,-96.22,87.57,117.52,,,
00:34.0,1363.57,376.96,-97.86,87.43,119.28,,,
00:34.1,1365.24,376.89,-99.53,87.21,120.77,,,
00:34.1,1366.93,376.81,-101.22,86.99,122.35,,,
00:34.2,1368.64,376.72,-102.93,86.86,124.1,,,
00:34.2,1370.37,376.63,-104.66,86.65,125.67,,,
00:34.3,1372.13,376.53,-106.41,86.27,127.12,,,
00:34.3,1373.91,376.42,-108.18,85.85,128.78,,,
00:34.4,1375.71,376.3,-109.98,85.36,130.51,,,
00:34.5,1377.53,376.16,-111.8,85,132.25,,,
00:34.5,1379.38,376.01,-113.64,84.72,133.73,,,
00:34.6,1381.25,375.84,-115.5,84.28,135.12,,,
00:34.6,1383.13,375.66,-117.38,83.83,136.77,,,
00:34.6,1385.04,375.47,-119.28,83.34,138.39,,,
00:34.7,1386.98,375.26,-121.2,82.79,139.95,,,
00:34.8,1388.93,375.02,-123.14,82.23,141.5,,,
00:34.8,1390.91,374.77,-125.1,81.64,142.99,,,
00:34.8,1392.9,374.49,-127.08,81.07,144.4,,,
00:34.9,1394.92,374.19,-129.07,80.47,145.82,,,
00:35.0,1396.95,373.88,-131.08,79.82,147.16,,,
00:35.0,1399,373.54,-133.11,79.3,148.4,,,
00:35.0,1401.07,373.18,-135.14,78.38,149.41,,,
00:35.1,1403.16,372.8,-137.19,77.37,150.82,,,
00:35.2,1405.26,372.38,-139.25,76.76,152.27,,,
00:35.2,1407.39,371.93,-141.33,76.29,153.59,,,
00:35.3,1409.53,371.45,-143.42,75.7,154.87,,,
00:35.3,1411.69,370.94,-145.52,75.04,156.14,,,
00:35.3,1413.86,370.4,-147.63,74.35,157.39,,,
00:35.4,1416.06,369.84,-149.75,73.55,158.66,,,
00:35.5,1418.27,369.24,-151.88,72.65,159.93,,,
00:35.5,1420.5,368.61,-154.02,71.79,161.19,,,
00:35.5,1422.75,367.95,-156.16,70.92,162.38,,,
00:35.6,1425.01,367.24,-158.31,69.99,163.56,,,
00:35.7,1427.29,366.51,-160.47,69.13,164.71,,,
00:35.7,1429.58,365.73,-162.63,68.25,165.8,,,
00:35.7,1431.89,364.93,-164.8,67.22,166.9,,,
00:35.8,1434.22,364.08,-166.96,66.2,168.01,,,
00:35.9,1436.56,363.2,-169.13,65.18,169.08,,,
00:35.9,1438.91,362.28,-171.3,64.06,170.12,,,
00:36.0,1441.28,361.31,-173.46,62.96,171.1,,,
00:36.0,1443.66,360.3,-175.62,61.86,171.93,,,
00:36.1,1446.05,359.25,-177.77,60.75,172.64,,,
00:36.1,1448.45,358.16,-179.91,59.65,173.25,,,
00:36.1,1450.86,357.03,-182.04,58.52,173.8,,,
00:36.2,1453.28,355.85,-184.15,57.4,174.32,,,
00:36.2,1455.7,354.63,-186.25,56.37,174.82,,,
00:36.3,1458.13,353.37,-188.32,55.44,175.26,,,
00:36.3,1460.57,352.07,-190.39,54.54,175.66,,,
00:36.4,1463.01,350.74,-192.43,53.59,176.05,,,
00:36.5,1465.46,349.37,-194.46,52.6,176.46,,,
00:36.5,1467.91,347.96,-196.47,51.69,176.87,,,
00:36.6,1470.37,346.51,-198.45,50.82,177.29,,,
00:36.6,1472.83,345.02,-200.42,49.93,177.73,,,
00:36.6,1475.3,343.5,-202.37,49,178.24,,,
00:36.7,1477.78,341.94,-204.3,48.06,178.79,,,
00:36.7,1480.26,340.35,-206.21,47.05,179.39,,,
00:36.8,1482.76,338.72,-208.09,45.98,180.03,,,
00:36.8,1485.26,337.04,-209.96,45.03,180.66,,,
00:36.9,1487.78,335.34,-211.8,44.11,181.31,,,
00:37.0,1490.3,333.59,-213.63,43.04,182.03,,,
00:37.0,1492.83,331.81,-215.43,41.97,182.88,,,
00:37.0,1495.38,330,-217.21,40.99,183.78,,,
00:37.1,1497.93,328.14,-218.97,40.09,184.69,,,
00:37.2,1500.5,326.24,-220.71,39.24,185.58,,,
00:37.2,1503.09,324.31,-222.42,38.44,186.46,,,
00:37.3,1505.68,322.35,-224.12,37.75,187.35,,,
00:37.3,1508.29,320.34,-225.79,37.12,188.26,,,
00:37.4,1510.91,318.31,-227.44,36.56,189.2,,,
00:37.4,1513.54,316.24,-229.07,35.96,190.09,,,
00:37.5,1516.19,314.13,-230.67,35.18,190.95,,,
00:37.5,1518.85,312,-232.26,34.27,191.82,,,
00:37.5,1521.51,309.83,-233.82,33.38,192.67,,,
00:37.6,1524.2,307.64,-235.36,32.5,193.5,,,
00:37.6,1526.89,305.41,-236.88,31.55,194.31,,,
00:37.7,1529.59,303.16,-238.37,30.62,195.16,,,
00:37.7,1532.31,300.87,-239.83,29.8,196.02,,,
00:37.8,1535.03,298.55,-241.27,29.07,196.85,,,
00:37.9,1537.77,296.2,-242.68,28.45,197.66,,,
00:37.9,1540.52,293.83,-244.07,27.87,198.44,,,
00:38.0,1543.28,291.43,-245.43,27.17,199.26,,,
00:38.0,1546.06,289,-246.77,26.44,200.11,,,
00:38.1,1548.84,286.54,-248.08,25.74,200.95,,,
00:38.1,1551.64,284.06,-249.37,25.01,201.76,,,
00:38.2,1554.44,281.55,-250.62,24.24,202.6,,,
00:38.2,1557.26,279.01,-251.85,23.62,203.39,,,
00:38.2,1560.09,276.45,-253.06,23.07,204.17,,,
00:38.3,1562.93,273.87,-254.24,22.57,205.01,,,
00:38.4,1565.79,271.26,-255.4,22.28,205.86,,,
00:38.4,1568.65,268.63,-256.54,22.1,206.57,,,
00:38.5,1571.52,265.98,-257.66,21.67,207.3,,,
00:38.5,1574.41,263.32,-258.77,21.06,208.23,,,
00:38.6,1577.31,260.64,-259.86,20.54,209.13,,,
00:38.6,1580.22,257.93,-260.93,20.11,209.93,,,
00:38.6,1583.14,255.2,-261.98,19.72,210.8,,,
00:38.7,1586.07,252.46,-263.02,19.37,211.55,,,
00:38.8,1589.01,249.7,-264.03,18.93,212.4,,,
00:38.8,1591.97,246.91,-265.03,18.53,213.19,,,
00:38.8,1594.93,244.11,-266.01,18.14,214,,,
00:38.9,1597.91,241.3,-266.98,17.93,214.85,,,
00:39.0,1600.9,238.46,-267.93,17.78,215.64,,,
00:39.0,1603.9,235.61,-268.87,17.69,216.44,,,
00:39.0,1606.91,232.75,-269.81,17.67,217.27,,,
00:39.1,1609.94,229.88,-270.74,17.68,218.07,,,
00:39.2,1612.97,226.99,-271.67,17.67,218.86,,,
00:39.2,1616.02,224.09,-272.6,17.64,219.63,,,
00:39.3,1619.07,221.18,-273.53,17.63,220.42,,,
00:39.3,1622.14,218.26,-274.46,17.65,221.21,,,
00:39.3,1625.22,215.32,-275.39,17.69,221.98,,,
00:39.4,1628.31,212.38,-276.33,17.73,222.75,,,
00:39.5,1631.41,209.43,-277.28,17.78,223.51,,,
00:39.5,1634.51,206.47,-278.22,17.82,224.26,,,
00:39.5,1637.63,203.5,-279.17,17.86,225,,,
00:39.6,1640.76,200.52,-280.13,17.9,225.75,,,
00:39.6,1643.9,197.53,-281.09,17.94,226.49,,,
00:39.7,1647.06,194.53,-282.06,17.98,227.24,,,
00:39.7,1650.22,191.52,-283.03,18.01,227.97,,,
00:39.8,1653.39,188.5,-284.01,18.04,228.68,,,
00:39.9,1656.57,185.48,-284.99,18.07,229.4,,,
00:39.9,1659.76,182.44,-285.98,18.1,230.11,,,
00:40.0,1662.96,179.4,-286.97,18.13,230.83,,,
00:40.0,1666.17,176.35,-287.96,18.16,231.54,,,
00:40.0,1669.39,173.28,-288.96,18.19,232.23,,,
00:40.1,1672.62,170.21,-289.97,18.22,232.94,,,
00:40.2,1675.86,167.14,-290.98,18.26,233.6,,,
00:40.2,1679.11,164.05,-291.99,18.3,234.29,,,
00:40.2,1682.37,160.95,-293.01,18.33,234.97,,,
00:40.3,1685.64,157.85,-294.04,18.37,235.65,,,
00:40.3,1688.92,154.74,-295.07,18.41,236.33,,,
00:40.4,1692.2,151.62,-296.1,18.45,236.98,,,
00:40.5,1695.5,148.49,-297.14,18.51,237.66,,,
00:40.5,1698.81,145.35,-298.18,18.6,238.3,,,
00:40.6,1702.12,142.21,-299.24,18.71,238.95,,,
00:40.6,1705.44,139.06,-300.3,18.83,239.6,,,
00:40.6,1708.77,135.91,-301.36,18.94,240.24,,,
00:40.7,1712.12,132.74,-302.44,19.05,240.87,,,
00:40.8,1715.47,129.57,-303.52,19.14,241.5,,,
00:40.8,1718.82,126.4,-304.61,19.22,242.14,,,
00:40.9,1722.19,123.21,-305.71,19.27,242.75,,,
00:40.9,1725.57,120.02,-306.82,19.33,243.36,,,
00:41.0,1728.95,116.83,-307.93,19.4,243.99,,,
00:41.0,1732.34,113.62,-309.05,19.46,244.62,,,
00:41.0,1735.75,110.41,-310.18,19.52,245.19,,,
00:41.1,1739.16,107.2,-311.31,19.6,245.81,,,
00:41.1,1742.57,103.98,-312.45,19.69,246.4,,,
00:41.2,1746,100.75,-313.6,19.83,247,,,
00:41.3,1749.43,97.51,-314.75,19.98,247.61,,,
00:41.3,1752.88,94.27,-315.92,20.1,248.19,,,
00:41.3,1756.33,91.03,-317.09,20.24,248.75,,,
00:41.4,1759.79,87.78,-318.28,20.38,249.34,,,
00:41.5,1763.25,84.52,-319.47,20.51,249.93,,,
00:41.5,1766.73,81.26,-320.67,20.61,250.5,,,
00:41.6,1770.21,78,-321.89,20.7,251.07,,,
00:41.6,1773.7,74.73,-323.11,20.76,251.64,,,
00:41.7,1777.2,71.45,-324.34,20.8,252.17,,,
00:41.7,1780.71,68.17,-325.58,20.84,252.72,,,
00:41.7,1784.22,64.89,-326.82,20.88,253.11,,,
00:41.8,1787.74,61.6,-328.06,20.91,252.79,,,
00:41.8,1791.24,58.32,-329.31,20.95,252.48,,,
00:41.9,1794.75,55.05,-330.56,21,252.12,,,
00:42.0,1798.25,51.78,-331.81,21.05,251.78,,,
00:42.0,1801.74,48.51,-333.06,21.11,251.44,,,
00:42.1,1805.23,45.26,-334.31,21.17,251.11,,,
00:42.1,1808.72,42,-335.56,21.24,250.78,,,
00:42.1,1812.2,38.76,-336.82,21.31,250.44,,,
00:42.2,1815.67,35.52,-338.08,21.38,250.09,,,
00:42.2,1819.14,32.28,-339.34,21.45,249.71,,,
00:42.3,1822.61,29.05,-340.6,21.51,249.33,,,
00:42.4,1826.07,25.83,-341.86,21.55,248.93,,,
00:42.4,1829.52,22.62,-343.12,21.57,248.54,,,
00:42.5,1832.97,19.41,-344.39,21.59,248.15,,,
00:42.5,1836.42,16.2,-345.65,21.58,247.77,,,
00:42.5,1839.86,13.01,-346.91,21.57,247.38,,,
00:42.6,1843.29,9.81,-348.17,21.56,246.99,,,
00:42.7,1846.72,6.62,-349.43,21.55,246.6,,,
00:42.7,1850.14,3.44,-350.69,21.55,246.22,,,
00:42.8,1853.56,0.26,-351.94,21.54,245.84,,,
00:42.8,1856.97,-2.91,-353.19,21.54,245.46,,,
00:42.9,1860.38,-6.08,-354.44,21.54,245.08,,,
00:42.9,1863.78,-9.24,-355.69,21.55,244.69,,,
00:43.0,1867.17,-12.4,-356.94,21.57,244.31,,,
00:43.0,1870.56,-15.56,-358.18,21.59,243.94,,,
00:43.1,1873.95,-18.7,-359.43,21.62,243.57,,,
00:43.1,1877.33,-21.85,-360.67,21.64,243.19,,,
00:43.1,1880.7,-24.99,-361.91,21.67,242.82,,,
00:43.2,1884.07,-28.12,-363.16,21.7,242.44,,,
00:43.2,1887.44,-31.25,-364.4,21.72,242.06,,,
00:43.3,1890.8,-34.37,-365.64,21.75,241.7,,,
00:43.4,1894.15,-37.48,-366.88,21.77,241.33,,,
00:43.4,1897.5,-40.6,-368.12,21.8,240.95,,,
00:43.5,1900.85,-43.7,-369.36,21.82,240.58,,,
00:43.5,1904.18,-46.8,-370.6,21.85,240.22,,,
00:43.6,1907.52,-49.9,-371.83,21.89,239.85,,,
00:43.6,1910.85,-52.99,-373.07,21.94,239.49,,,
00:43.6,1914.17,-56.07,-374.31,21.98,239.06,,,
00:43.7,1917.48,-59.15,-375.55,21.99,237.97,,,
00:43.7,1920.78,-62.2,-376.78,21.96,236.12,,,
00:43.8,1924.04,-65.23,-377.99,21.9,233.87,,,
00:43.8,1927.27,-68.23,-379.2,21.87,231.47,,,
00:43.9,1930.47,-71.19,-380.39,21.85,228.87,,,
00:44.0,1933.63,-74.13,-381.57,21.84,225.89,,,
00:44.0,1936.74,-77.02,-382.73,21.84,222.67,,,
00:44.0,1939.81,-79.87,-383.87,21.83,219.48,,,
00:44.1,1942.84,-82.68,-384.99,21.82,216.32,,,
00:44.1,1945.82,-85.45,-386.1,21.79,213.17,,,
