,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
00:22.9,924.93,-62.69,82.67,-179.73,189.71,,,
00:22.9,927.58,-60.04,82.68,-179.72,190.84,,,
00:23.0,930.23,-57.39,82.7,-179.72,191.76,,,
00:23.0,932.9,-54.72,82.71,-179.71,192.47,,,
00:23.1,935.58,-52.04,82.72,-179.67,193.17,,,
00:23.1,938.27,-49.35,82.74,-179.63,193.93,,,
00:23.1,940.97,-46.65,82.76,-179.61,194.6,,,
00:23.2,943.67,-43.95,82.77,-179.6,195.31,,,
00:23.2,946.39,-41.23,82.79,-179.61,196.07,,,
00:23.3,949.12,-38.5,82.81,-179.64,196.81,,,
00:23.3,951.86,-35.76,82.83,-179.68,197.53,,,
00:23.4,954.61,-33.02,82.84,-179.7,198.19,,,
00:23.5,957.36,-30.26,82.86,-179.74,198.85,,,
00:23.5,960.13,-27.49,82.87,-179.75,199.67,,,
00:23.6,962.91,-24.71,82.89,-179.72,200.35,,,
00:23.6,965.69,-21.93,82.9,-179.69,200.8,,,
00:23.6,968.49,-19.13,82.92,-179.63,201.57,,,
00:23.7,971.3,-16.33,82.93,-179.59,202.39,,,
00:23.8,974.11,-13.51,82.95,-179.59,203.02,,,
00:23.8,976.93,-10.69,82.97,-179.61,203.58,,,
00:23.8,979.77,-7.86,82.99,-179.64,204.3,,,
00:23.9,982.61,-5.01,83.01,-179.66,205.01,,,
00:23.9,985.46,-2.16,83.02,-179.67,205.56,,,
00:24.0,988.32,0.7,83.04,-179.69,206.16,,,
00:24.0,991.19,3.56,83.06,-179.69,206.93,,,
00:24.1,994.06,6.44,83.07,-179.69,207.59,,,
00:24.1,996.95,9.33,83.09,-179.67,208.23,,,
00:24.2,999.85,12.23,83.1,-179.64,208.86,,,
00:24.2,1002.75,15.13,83.12,-179.63,209.48,,,
00:24.3,1005.67,18.05,83.14,-179.6,210.07,,,
00:24.4,1008.59,20.97,83.16,-179.57,210.71,,,
00:24.4,1011.52,23.9,83.18,-179.54,211.31,,,
00:24.4,1014.46,26.84,83.2,-179.49,211.85,,,
00:24.5,1017.41,29.78,83.22,-179.43,212.51,,,
00:24.6,1020.36,32.74,83.25,-179.41,213.13,,,
00:24.6,1023.33,35.7,83.27,-179.4,213.72,,,
00:24.6,1026.3,38.67,83.3,-179.39,214.3,,,
00:24.7,1029.28,41.65,83.33,-179.35,214.78,,,
00:24.8,1032.26,44.64,83.36,-179.29,214.98,,,
00:24.8,1035.25,47.63,83.39,-179.18,215.27,,,
00:24.8,1038.25,50.62,83.43,-179.07,216.43,,,
00:24.9,1041.26,53.63,83.46,-179.07,217.09,,,
00:24.9,1044.28,56.65,83.51,-179.14,217.6,,,
00:25.0,1047.3,59.68,83.55,-179.17,218.14,,,
00:25.1,1050.34,62.71,83.59,-179.15,218.77,,,
00:25.1,1053.38,65.75,83.63,-179.14,219.31,,,
00:25.1,1056.43,68.8,83.68,-179.11,219.85,,,
00:25.2,1059.48,71.86,83.72,-179.04,220.12,,,
00:25.3,1062.54,74.92,83.77,-178.9,220.67,,,
00:25.3,1065.61,77.99,83.82,-178.8,221.47,,,
00:25.4,1068.69,81.07,83.87,-178.68,221.92,,,
00:25.4,1071.78,84.15,83.93,-178.59,222.55,,,
00:25.5,1074.87,87.25,84,-178.58,223.09,,,
00:25.5,1077.98,90.35,84.07,-178.59,223.58,,,
00:25.6,1081.09,93.46,84.14,-178.61,224.16,,,
00:25.6,1084.2,96.57,84.21,-178.59,224.63,,,
00:25.6,1087.32,99.69,84.28,-178.53,225.09,,,
00:25.7,1090.45,102.82,84.36,-178.44,225.67,,,
00:25.8,1093.59,105.96,84.44,-178.34,226.27,,,
00:25.8,1096.74,109.11,84.52,-178.27,226.74,,,
00:25.9,1099.89,112.26,84.61,-178.18,227.24,,,
00:25.9,1103.05,115.42,84.7,-178.1,227.81,,,
00:25.9,1106.22,118.58,84.8,-178.1,228.33,,,
00:26.0,1109.39,121.76,84.89,-178.1,228.68,,,
00:26.1,1112.57,124.93,84.99,-178.07,229.06,,,
00:26.1,1115.76,128.12,85.1,-178.04,229.85,,,
00:26.1,1118.95,131.31,85.2,-178.02,230.29,,,
00:26.2,1122.16,134.51,85.3,-178.03,230.76,,,
00:26.3,1125.36,137.71,85.41,-178.01,230.75,,,
00:26.3,1128.56,140.91,85.52,-178.07,230.36,,,
00:26.3,1131.76,144.11,85.62,-178.3,230.06,,,
00:26.4,1134.96,147.31,85.72,-178.58,230.77,,,
00:26.5,1138.18,150.52,85.82,-178.71,232.54,,,
00:26.5,1141.41,153.76,85.92,-178.47,233.05,,,
00:26.5,1144.65,156.99,86.01,-178.15,233.51,,,
00:26.6,1147.9,160.24,86.11,-177.92,234.04,,,
00:26.6,1151.15,163.49,86.21,-177.79,234.54,,,
00:26.7,1154.41,166.75,86.32,-177.68,234.98,,,
00:26.8,1157.68,170.02,86.44,-177.58,235.49,,,
00:26.8,1160.95,173.29,86.57,-177.47,235.94,,,
00:26.8,1164.23,176.56,86.7,-177.11,236.24,,,
00:26.9,1167.52,179.84,86.85,-176.44,236.79,,,
00:26.9,1170.81,183.13,87.02,-175.88,237.25,,,
00:27.0,1174.11,186.42,87.22,-175.48,237.64,,,
00:27.1,1177.41,189.72,87.44,-175.02,237.95,,,
00:27.1,1180.71,193.02,87.67,-174.26,238.3,,,
00:27.1,1184.02,196.32,87.94,-173.18,238.56,,,
00:27.2,1187.34,199.62,88.24,-171.75,238.98,,,
00:27.2,1190.66,202.92,88.58,-170.53,239.26,,,
00:27.3,1193.98,206.22,88.98,-169.57,239.25,,,
00:27.4,1197.3,209.51,89.43,-168.87,238.87,,,
00:27.4,1200.61,212.79,89.92,-168.12,238.23,,,
00:27.4,1203.91,216.05,90.44,-167.06,236.48,,,
00:27.5,1207.17,219.27,90.99,-166.35,233.63,,,
00:27.6,1210.39,222.44,91.56,-166.09,230.46,,,
00:27.6,1213.57,225.56,92.16,-166.24,227.43,,,
00:27.6,1216.71,228.64,92.77,-167.19,224.64,,,
00:27.7,1219.81,231.68,93.39,-168.23,221.89,,,
00:27.8,1222.88,234.68,94.01,-168.64,218.49,,,
00:27.8,1225.89,237.63,94.61,-168.57,215.49,,,
00:27.8,1228.86,240.55,95.21,-168.29,213.52,,,
00:27.9,1231.81,243.44,95.8,-167.94,211.22,,,
00:28.0,1234.73,246.29,96.39,-167.48,208.66,,,
00:28.0,1237.61,249.11,96.97,-167,204.7,,,
00:28.0,1240.42,251.85,97.55,-166.67,199.82,,,
00:28.1,1243.16,254.54,98.14,-166.87,196.15,,,
00:28.1,1245.87,257.18,98.73,-167.09,193.08,,,
00:28.2,1248.53,259.78,99.31,-167.07,190.8,,,
00:28.2,1251.17,262.35,99.9,-167.11,189.04,,,
00:28.3,1253.78,264.9,100.47,-166.98,186.89,,,
00:28.4,1256.35,267.4,101.05,-166.69,183.39,,,
00:28.4,1258.87,269.86,101.61,-166.27,178.93,,,
00:28.5,1261.33,272.25,102.18,-165.83,174.67,,,
00:28.5,1263.73,274.58,102.74,-165.69,171.15,,,
00:28.6,1266.08,276.87,103.31,-165.67,168.38,,,
00:28.6,1268.41,279.12,103.87,-165.66,166.34,,,
00:28.6,1270.7,281.35,104.42,-165.55,164.22,,,
00:28.7,1272.97,283.54,104.98,-165.35,161.62,,,
00:28.7,1275.19,285.7,105.52,-165.09,158.69,,,
00:28.8,1277.37,287.82,106.06,-164.58,155.79,,,
00:28.9,1279.52,289.89,106.6,-164.1,152.74,,,
00:28.9,1281.62,291.92,107.15,-164,149.71,,,
00:29.0,1283.68,293.91,107.69,-164.12,146.8,,,
00:29.0,1285.7,295.85,108.22,-164.48,143.93,,,
00:29.1,1287.68,297.76,108.73,-164.99,141.08,,,
00:29.1,1289.62,299.64,109.23,-165.58,138.3,,,
00:29.1,1291.52,301.48,109.71,-166.21,135.7,,,
00:29.2,1293.38,303.29,110.16,-166.82,133.51,,,
00:29.3,1295.23,305.08,110.6,-167.92,131.69,,,
00:29.3,1297.04,306.85,111.01,-169.64,129.48,,,
00:29.3,1298.82,308.59,111.39,-171.38,126.89,,,
00:29.4,1300.57,310.31,111.72,-172.82,124.8,,,
00:29.5,1302.29,312,112.01,-173.73,123.09,,,
00:29.5,1303.99,313.68,112.26,-174.43,121.82,,,
00:29.5,1305.67,315.35,112.49,-175.26,120.59,,,
00:29.6,1307.33,317.01,112.69,-176.21,119.18,,,
00:29.6,1308.98,318.64,112.85,-177.04,117.59,,,
00:29.7,1310.6,320.26,112.99,-177.65,115.97,,,
00:29.7,1312.2,321.85,113.08,-178.21,114.39,,,
00:29.8,1313.77,323.43,113.15,-178.9,112.74,,,
00:29.9,1315.33,324.99,113.18,-36.01,111.27,,,
00:29.9,1316.87,326.52,113.19,178.64,109.9,,,
00:30.0,1318.38,328.04,113.17,177.48,108.52,,,
00:30.0,1319.88,329.54,113.12,176.27,107.14,,,
00:30.1,1321.36,331.01,113.04,174.88,105.71,,,
00:30.1,1322.81,332.46,112.92,173.48,104.21,,,
00:30.1,1324.25,333.9,112.78,172.14,102.86,,,
00:30.2,1325.67,335.3,112.61,170.89,101.42,,,
00:30.3,1327.07,336.69,112.4,169.64,100,,,
00:30.3,1328.45,338.05,112.17,168.37,98.52,,,
00:30.4,1329.81,339.38,111.9,167.19,97.12,,,
00:30.4,1331.15,340.68,111.61,165.87,95.74,,,
00:30.5,1332.47,341.96,111.28,164.22,94.37,,,
00:30.5,1333.77,343.22,110.93,162.49,93.12,,,
00:30.6,1335.06,344.44,110.55,160.97,92.08,,,
00:30.6,1336.33,345.65,110.14,159.74,91.58,,,
00:30.6,1337.6,346.85,109.71,158.51,91.23,,,
00:30.7,1338.86,348.03,109.27,157.06,91,,,
00:30.7,1340.12,349.21,108.82,154.56,90.35,,,
00:30.8,1341.37,350.36,108.34,151.29,89.43,,,
00:30.9,1342.6,351.48,107.82,148.5,88.6,,,
00:30.9,1343.82,352.57,107.25,146.39,87.82,,,
00:30.9,1345.03,353.63,106.65,144.32,87.16,,,
00:31.0,1346.23,354.66,106.03,142.11,86.6,,,
00:31.0,1347.43,355.67,105.38,139.99,86,,,
00:31.1,1348.61,356.65,104.71,138.04,85.33,,,
00:31.2,1349.79,357.6,104.02,136.17,84.63,,,
00:31.2,1350.95,358.53,103.3,134.42,83.9,,,
00:31.2,1352.11,359.42,102.56,132.76,83.2,,,
00:31.3,1353.25,360.28,101.79,130.97,82.47,,,
00:31.4,1354.39,361.11,101.01,129.05,81.72,,,
00:31.4,1355.51,361.9,100.2,127.26,80.59,,,
00:31.4,1356.62,362.65,99.39,125.67,79.01,,,
00:31.5,1357.7,363.36,98.56,124.19,77.25,,,
00:31.6,1358.76,364.02,97.74,123.04,75.32,,,
00:31.6,1359.79,364.66,96.93,122.82,73.37,,,
00:31.6,1360.8,365.26,96.13,123.95,71.26,,,
00:31.7,1361.77,365.85,95.35,125.77,69.01,,,
00:31.8,1362.72,366.43,94.61,127.46,66.58,,,
00:31.8,1363.63,367,93.9,129.03,63.95,,,
00:31.9,1364.51,367.56,93.24,130.62,61.67,,,
00:31.9,1365.35,368.13,92.61,132.1,59.67,,,
00:32.0,1366.17,368.69,92.03,133.66,57.72,,,
00:32.0,1366.96,369.25,91.47,135.35,55.96,,,
00:32.1,1367.73,369.82,90.96,137.18,54.28,,,
00:32.1,1368.47,370.38,90.48,139.16,52.61,,,
00:32.1,1369.2,370.94,90.03,141.2,51.15,,,
00:32.2,1369.9,371.51,89.62,143.27,49.66,,,
00:32.2,1370.58,372.07,89.24,145.41,48.17,,,
00:32.3,1371.25,372.64,88.9,147.58,46.79,,,
00:32.4,1371.9,373.2,88.59,149.78,45.45,,,
00:32.4,1372.52,373.76,88.31,152.04,44.19,,,
00:32.5,1373.14,374.31,88.07,154.47,43.14,,,
00:32.5,1373.74,374.87,87.86,157.17,42.44,,,
00:32.5,1374.34,375.42,87.68,160,41.91,,,
00:32.6,1374.93,375.98,87.54,162.84,41.38,,,
00:32.6,1375.52,376.54,87.42,165.74,40.83,,,
00:32.7,1376.09,377.1,87.34,168.73,40.27,,,
00:32.7,1376.66,377.65,87.29,171.78,39.74,,,
00:32.8,1377.22,378.2,87.28,174.88,39.23,,,
00:32.8,1377.78,378.74,87.29,178.18,38.89,,,
00:32.9,1378.34,379.28,87.34,-178.39,39.03,,,
00:33.0,1378.91,379.82,87.42,-175.13,39.62,,,
00:33.0,1379.47,380.36,87.52,-172.14,39.93,,,
00:33.0,1380.04,380.9,87.65,-169.02,40.12,,,
00:33.1,1380.62,381.44,87.82,-165.61,40.34,,,
00:33.2,1381.2,381.96,88.02,-162.19,40.8,,,
00:33.2,1381.78,382.49,88.24,-159.25,41.25,,,
00:33.2,1382.37,383,88.5,-156.43,41.59,,,
00:33.3,1382.96,383.51,88.78,-153.43,41.98,,,
00:33.3,1383.56,384.01,89.09,-150.49,42.75,,,
00:33.4,1384.17,384.5,89.43,-147.79,43.22,,,
00:33.5,1384.78,384.98,89.79,-144.94,43.95,,,
00:33.5,1385.41,385.46,90.18,-142.18,44.81,,,
00:33.5,1386.05,385.93,90.6,-139.57,45.54,,,
00:33.6,1386.69,386.38,91.05,-136.92,46.5,,,
00:33.6,1387.35,386.83,91.52,-134.3,47.46,,,
00:33.7,1388.03,387.27,92.02,-131.78,48.53,,,
00:33.8,1388.72,387.69,92.56,-129.52,49.71,,,
00:33.8,1389.42,388.12,93.11,-127.61,50.9,,,
00:33.9,1390.14,388.53,93.69,-125.91,52.14,,,
00:33.9,1390.87,388.94,94.3,-124.33,53.46,,,
00:34.0,1391.63,389.35,94.93,-122.92,54.85,,,
00:34.0,1392.4,389.75,95.59,-121.67,56.3,,,
00:34.0,1393.19,390.15,96.27,-120.58,57.69,,,
00:34.1,1394,390.55,96.98,-119.65,59.08,,,
00:34.1,1394.84,390.96,97.7,-118.92,60.56,,,
00:34.2,1395.69,391.37,98.45,-118.45,62.07,,,
00:34.2,1396.56,391.79,99.21,-118.26,63.58,,,
00:34.3,1397.45,392.21,100,-118.34,65.15,,,
00:34.3,1398.37,392.65,100.8,-118.65,66.58,,,
00:34.4,1399.3,393.1,101.62,-119.17,67.99,,,
00:34.5,1400.26,393.57,102.45,-119.86,69.45,,,
00:34.5,1401.24,394.06,103.29,-120.68,70.99,,,
00:34.6,1402.23,394.58,104.15,-121.48,72.53,,,
00:34.6,1403.25,395.11,105.01,-122.17,74.07,,,
00:34.6,1404.29,395.67,105.89,-122.88,75.72,,,
00:34.7,1405.36,396.25,106.78,-123.53,77.33,,,
00:34.8,1406.44,396.86,107.68,-124.19,78.87,,,
00:34.8,1407.55,397.48,108.59,-124.93,80.33,,,
00:34.8,1408.67,398.13,109.51,-125.73,81.78,,,
00:34.9,1409.82,398.8,110.44,-126.62,83.31,,,
00:35.0,1410.99,399.5,111.37,-127.55,84.84,,,
00:35.0,1412.18,400.23,112.31,-128.51,86.27,,,
00:35.0,1413.39,400.98,113.26,-129.54,87.6,,,
00:35.1,1414.61,401.76,114.2,-130.48,88.94,,,
00:35.2,1415.86,402.56,115.15,-131.2,90.27,,,
00:35.2,1417.12,403.39,116.11,-131.94,91.43,,,
00:35.3,1418.39,404.24,117.06,-132.97,92.43,,,
00:35.3,1419.68,405.11,118.01,-134.26,93.44,,,
00:35.3,1420.99,406.01,118.96,-135.61,94.53,,,
00:35.4,1422.31,406.94,119.89,-136.87,95.61,,,
00:35.5,1423.65,407.91,120.82,-138.06,96.77,,,
00:35.5,1425,408.9,121.73,-139.02,97.96,,,
00:35.5,1426.36,409.93,122.64,-139.77,99.08,,,
00:35.6,1427.75,410.98,123.54,-140.81,99.91,,,
00:35.7,1429.14,412.05,124.42,-142.46,100.63,,,
00:35.7,1430.55,413.16,125.29,-144.06,101.7,,,
00:35.7,1431.96,414.29,126.14,-145.13,102.75,,,
00:35.8,1433.4,415.46,126.98,-146.17,103.72,,,
00:35.9,1434.84,416.65,127.8,-147.75,104.26,,,
00:35.9,1436.3,417.86,128.6,-149.8,105.32,,,
00:36.0,1437.77,419.1,129.38,-151.28,106.34,,,
00:36.0,1439.25,420.38,130.14,-152.26,107.18,,,
00:36.1,1440.74,421.69,130.87,-152.96,108.13,,,
00:36.1,1442.25,423.01,131.59,-153.22,109.24,,,
00:36.1,1443.78,424.36,132.3,-153.21,110.33,,,
00:36.2,1445.31,425.73,133,-153.36,111.31,,,
00:36.2,1446.86,427.12,133.7,-154.17,112.07,,,
00:36.3,1448.43,428.52,134.39,-155.39,113.2,,,
00:36.3,1450.01,429.95,135.06,-156.39,114.48,,,
00:36.4,1451.61,431.41,135.72,-157.29,115.57,,,
00:36.5,1453.22,432.89,136.36,-158.39,116.49,,,
00:36.5,1454.84,434.38,137,-159.64,117.54,,,
00:36.6,1456.48,435.9,137.62,-160.73,118.67,,,
00:36.6,1458.13,437.44,138.23,-161.66,119.7,,,
00:36.6,1459.8,439,138.81,-162.43,120.73,,,
00:36.7,1461.49,440.59,139.38,-162.98,121.85,,,
00:36.7,1463.19,442.2,139.93,-163.31,123.11,,,
00:36.8,1464.91,443.83,140.47,-163.45,124.5,,,
00:36.8,1466.65,445.49,141,-163.53,125.91,,,
00:36.9,1468.41,447.17,141.52,-163.69,127.39,,,
00:37.0,1470.19,448.87,142.03,-163.96,128.78,,,
00:37.0,1471.98,450.59,142.54,-164.47,129.88,,,
00:37.0,1473.79,452.33,143.04,-165.2,131.07,,,
00:37.1,1475.62,454.1,143.53,-165.88,132.43,,,
00:37.2,1477.47,455.88,144.01,-166.41,133.69,,,
00:37.2,1479.33,457.69,144.48,-166.8,134.89,,,
00:37.3,1481.21,459.51,144.94,-167.21,135.93,,,
00:37.3,1483.11,461.35,145.39,-167.73,137.1,,,
00:37.4,1485.02,463.21,145.83,-168.19,138.52,,,
00:37.4,1486.96,465.1,146.26,-168.4,139.88,,,
00:37.5,1488.91,467.01,146.68,-168.43,141.01,,,
00:37.5,1490.87,468.93,147.08,-168.51,142.1,,,
00:37.5,1492.86,470.87,147.49,-168.56,143.43,,,
00:37.6,1494.86,472.83,147.9,-168.62,144.49,,,
00:37.6,1496.87,474.8,148.3,-168.75,145.49,,,
00:37.7,1498.9,476.79,148.7,-168.9,146.84,,,
00:37.7,1500.95,478.8,149.1,-168.99,148.08,,,
00:37.8,1503.01,480.82,149.5,-169.05,149.17,,,
00:37.9,1505.09,482.86,149.9,-169.13,150.28,,,
00:37.9,1507.19,484.92,150.3,-169.2,151.44,,,
00:38.0,1509.3,486.99,150.7,-169.26,152.54,,,
00:38.0,1511.43,489.08,151.1,-169.31,153.65,,,
00:38.1,1513.57,491.18,151.5,-169.34,154.71,,,
00:38.1,1515.72,493.3,151.91,-169.39,155.27,,,
00:38.2,1517.88,495.42,152.31,-169.47,155.89,,,
00:38.2,1520.05,497.56,152.71,-169.54,157.29,,,
00:38.2,1522.25,499.71,153.12,-169.59,158.67,,,
00:38.3,1524.46,501.89,153.53,-169.59,159.73,,,
00:38.4,1526.69,504.08,153.93,-169.59,160.76,,,
00:38.4,1528.92,506.28,154.34,-169.63,161.57,,,
00:38.5,1531.17,508.49,154.75,-169.72,162.31,,,
00:38.5,1533.44,510.71,155.16,-169.84,163.51,,,
00:38.6,1535.71,512.96,155.57,-169.91,164.67,,,
00:38.6,1538.01,515.21,155.97,-169.92,165.6,,,
00:38.6,1540.32,517.48,156.38,-169.88,166.63,,,
00:38.7,1542.64,519.77,156.8,-169.83,167.58,,,
00:38.8,1544.97,522.06,157.21,-169.81,168.47,,,
00:38.8,1547.32,524.37,157.63,-169.81,169.3,,,
00:38.8,1549.67,526.69,158.05,-169.84,170.02,,,
00:38.9,1552.04,529.02,158.47,-169.86,171.1,,,
00:39.0,1554.43,531.37,158.89,-169.87,172.2,,,
00:39.0,1556.82,533.73,159.32,-169.9,173.1,,,
00:39.0,1559.23,536.1,159.74,-169.94,174.01,,,
00:39.1,1561.66,538.49,160.17,-169.98,174.78,,,
00:39.2,1564.09,540.88,160.6,-170.01,175.34,,,
00:39.2,1566.53,543.28,161.02,-170.03,176.45,,,
00:39.3,1568.99,545.7,161.45,-170.02,177.46,,,
00:39.3,1571.46,548.14,161.89,-170.01,178.29,,,
00:39.3,1573.94,550.58,162.32,-169.98,179.04,,,
00:39.4,1576.43,553.03,162.76,-169.94,179.88,,,
00:39.5,1578.94,555.5,163.2,-169.9,180.77,,,
00:39.5,1581.45,557.98,163.64,-169.88,181.5,,,
00:39.5,1583.98,560.46,164.08,-169.84,182.43,,,
00:39.6,1586.52,562.96,164.53,-169.78,183.34,,,
00:39.6,1589.07,565.47,164.98,-169.75,184.16,,,
00:39.7,1591.64,568,165.44,-169.77,184.91,,,
00:39.7,1594.2,570.53,165.9,-169.8,185.14,,,
00:39.8,1596.77,573.06,166.36,-169.81,185.15,,,
00:39.9,1599.35,575.59,166.82,-169.82,185.91,,,
00:39.9,1601.95,578.14,167.28,-169.84,187.49,,,
00:40.0,1604.56,580.71,167.74,-169.83,188.55,,,
00:40.0,1607.18,583.29,168.21,-169.76,189.32,,,
00:40.0,1609.82,585.89,168.68,-169.68,190.03,,,
00:40.1,1612.46,588.49,169.15,-169.6,190.53,,,
00:40.2,1615.11,591.09,169.63,-169.48,191.09,,,
00:40.2,1617.77,593.71,170.11,-169.36,192.16,,,
00:40.2,1620.45,596.34,170.6,-169.3,193.03,,,
00:40.3,1623.13,598.98,171.09,-169.29,193.75,,,
00:40.3,1625.83,601.63,171.59,-169.29,194.38,,,
00:40.4,1628.53,604.29,172.09,-169.26,194.96,,,
00:40.5,1631.24,606.95,172.59,-169.22,195.76,,,
00:40.5,1633.97,609.63,173.1,-169.18,196.63,,,
00:40.6,1636.7,612.32,173.61,-169.14,197.38,,,
00:40.6,1639.45,615.01,174.13,-169.12,198.08,,,
00:40.6,1642.2,617.72,174.65,-169.11,198.75,,,
00:40.7,1644.97,620.44,175.17,-169.1,199.41,,,
00:40.8,1647.74,623.16,175.69,-169.1,199.96,,,
00:40.8,1650.53,625.89,176.22,-169.11,200.78,,,
00:40.9,1653.32,628.64,176.75,-169.14,201.57,,,
00:40.9,1656.13,631.39,177.28,-169.2,202.06,,,
00:41.0,1658.93,634.15,177.81,-169.29,202.36,,,
00:41.0,1661.74,636.91,178.33,-169.42,202.21,,,
00:41.0,1664.55,639.67,178.86,-169.58,202.76,,,
00:41.1,1667.38,642.44,179.39,-169.67,204.25,,,
00:41.1,1670.22,645.24,179.92,-169.56,205,,,
00:41.2,1673.08,648.04,180.44,-169.4,205.64,,,
00:41.3,1675.94,650.85,180.97,-169.28,206.28,,,
00:41.3,1678.81,653.67,181.5,-169.25,206.81,,,
00:41.3,1681.68,656.5,182.04,-169.24,207.47,,,
00:41.4,1684.57,659.33,182.58,-169.25,208.15,,,
00:41.5,1687.46,662.18,183.12,-169.28,208.7,,,
00:41.5,1690.36,665.03,183.66,-169.33,209.13,,,
00:41.6,1693.27,667.89,184.2,-169.4,209.89,,,
00:41.6,1696.19,670.76,184.74,-169.47,210.65,,,
00:41.7,1699.12,673.64,185.28,-169.49,211.25,,,
00:41.7,1702.06,676.52,185.82,-169.53,211.78,,,
00:41.7,1705,679.42,186.36,-169.59,212.37,,,
00:41.8,1707.96,682.32,186.9,-169.63,212.95,,,
00:41.8,1710.92,685.23,187.43,-169.68,213.52,,,
00:41.9,1713.89,688.16,187.97,-169.7,214.26,,,
00:42.0,1716.87,691.09,188.51,-169.67,214.88,,,
00:42.0,1719.86,694.03,189.05,-169.61,215.43,,,
00:42.1,1722.86,696.97,189.59,-169.57,215.94,,,
00:42.1,1725.86,699.93,190.13,-169.53,216.55,,,
00:42.1,1728.87,702.89,190.68,-169.47,217.05,,,
00:42.2,1731.89,705.85,191.23,-169.32,217.33,,,
00:42.2,1734.9,708.82,191.78,-169.06,217.6,,,
00:42.3,1737.93,711.8,192.34,-168.63,218.01,,,
00:42.4,1740.96,714.78,192.91,-168.15,219.02,,,
00:42.4,1744.01,717.77,193.49,-168.01,219.81,,,
00:42.5,1747.07,720.76,194.09,-168.16,220.35,,,
00:42.5,1750.13,723.77,194.7,-168.35,220.9,,,
00:42.5,1753.21,726.78,195.31,-168.47,221.47,,,
00:42.6,1756.28,729.8,195.93,-168.52,221.96,,,
00:42.7,1759.37,732.82,196.54,-168.53,222.35,,,
00:42.7,1762.46,735.85,197.16,-168.49,223,,,
00:42.8,1765.57,738.89,197.78,-168.43,223.66,,,
00:42.8,1768.68,741.94,198.4,-168.35,224.16,,,
00:42.9,1771.79,744.99,199.03,-168.3,224.67,,,
00:42.9,1774.92,748.05,199.66,-168.27,225.22,,,
00:43.0,1778.05,751.12,200.3,-168.25,225.75,,,
00:43.0,1781.19,754.19,200.93,-168.21,226.25,,,
00:43.1,1784.33,757.27,201.57,-168.19,226.78,,,
00:43.1,1787.49,760.36,202.22,-168.24,227.26,,,
00:43.1,1790.65,763.45,202.86,-168.37,227.78,,,
00:43.2,1793.81,766.55,203.5,-168.5,228.32,,,
00:43.2,1796.99,769.66,204.14,-168.54,228.81,,,
00:43.3,1800.17,772.78,204.77,-168.55,229.21,,,
00:43.4,1803.35,775.9,205.41,-168.59,229.71,,,
00:43.4,1806.55,779.03,206.05,-168.65,230.3,,,
00:43.5,1809.75,782.17,206.68,-168.72,230.75,,,
00:43.5,1812.96,785.31,207.32,-168.79,231.28,,,
00:43.6,1816.18,788.47,207.95,-168.76,231.76,,,
00:43.6,1819.4,791.63,208.58,-168.69,232.22,,,
00:43.6,1822.62,794.79,209.21,-168.62,232.64,,,
00:43.7,1825.86,797.96,209.85,-168.58,233.13,,,
00:43.7,1829.1,801.14,210.49,-168.57,233.65,,,
00:43.8,1832.35,804.32,211.13,-168.58,234.14,,,
00:43.8,1835.6,807.52,211.78,-168.6,234.63,,,
00:43.9,1838.87,810.71,212.42,-168.61,235.09,,,
00:44.0,1842.13,813.92,213.07,-168.62,235.5,,,
00:44.0,1845.41,817.13,213.72,-168.63,236.01,,,
00:44.0,1848.69,820.34,214.36,-168.61,236.48,,,
00:44.1,1851.98,823.56,215.02,-168.59,236.91,,,
00:44.1,1855.27,826.79,215.67,-168.59,237.35,,,
00:44.2,1858.57,830.03,216.32,-168.62,237.8,,,
00:44.2,1861.88,833.27,216.98,-168.63,238.25,,,
00:44.3,1865.19,836.51,217.63,-168.63,238.66,,,
00:44.4,1868.5,839.77,218.29,-168.6,238.96,,,
00:44.4,1871.83,843.02,218.95,-168.54,239.52,,,
00:44.5,1875.16,846.29,219.61,-168.47,239.98,,,
00:44.5,1878.49,849.55,220.27,-168.34,240.41,,,
00:44.5,1881.84,852.83,220.94,-168.21,240.84,,,
00:44.6,1885.19,856.11,221.62,-168.16,241.25,,,
00:44.7,1888.54,859.39,222.31,-168.1,241.6,,,
00:44.7,1891.89,862.68,223,-167.94,241.96,,,
00:44.8,1895.26,865.97,223.69,-167.71,242.43,,,
00:44.8,1898.63,869.26,224.39,-167.54,242.91,,,
00:44.8,1902.01,872.56,225.11,-167.5,243.31,,,
00:44.9,1905.39,875.87,225.83,-167.53,243.73,,,
00:45.0,1908.77,879.18,226.55,-167.55,244.08,,,
00:45.0,1912.17,882.49,227.28,-167.52,244.43,,,
00:45.0,1915.56,885.81,228.01,-167.56,244.17,,,
00:45.1,1918.94,889.11,228.74,-167.69,242.58,,,
00:45.2,1922.29,892.38,229.45,-167.82,240.07,,,
00:45.2,1925.61,895.62,230.16,-167.91,237.47,,,
00:45.2,1928.89,898.83,230.86,-167.98,235,,,
00:45.3,1932.13,902,231.55,-168.15,232.21,,,
00:45.4,1935.33,905.13,232.23,-168.3,228.28,,,
00:45.4,1938.47,908.19,232.9,-168.28,223.48,,,
00:45.5,1941.56,911.2,233.54,-168.07,220.24,,,
00:45.5,1944.59,914.17,234.18,-167.92,217.3,,,
