2025-11-06 10:37:43,106 | WARNING | Thread-3 | V3M | Plot function plot_Brake_PID_Values returned None
2025-11-06 10:37:43,281 | WARNING | Thread-3 | V3M | Plot function plot_vCar_error_Values returned None
2025-11-06 10:37:43,457 | WARNING | Thread-3 | V3M | Plot function plot_refDistances returned None
2025-11-06 10:37:43,457 | INFO | Thread-3 | V3M | Plot generation complete: 0/13 figures created
2025-11-06 10:37:43,457 | INFO | Thread-3 | V3M | Figures saved locally (count=0)
2025-11-06 10:37:43,457 | INFO | Thread-3 | V3M | Backend script finished execution; updating UI state to 'Disconnected'
2025-11-06 10:37:43,470 | INFO | Thread-3 | V3M | BackgroundTask stop requested: run_backend_script
2025-11-06 10:37:44,336 | INFO | MainThread | V3M | Application closing requested
2025-11-06 10:37:44,336 | INFO | MainThread | V3M | Tkinter main loop quit
2025-11-06 10:37:44,336 | INFO | MainThread | V3M | Application exited cleanly
2025-11-06 10:39:13,786 | INFO | MainThread | V3M | Launching V3M Simulation Console Application...
2025-11-06 10:39:13,946 | INFO | MainThread | V3M | ConsoleApp initialized
2025-11-06 10:39:13,972 | INFO | ResetListener | V3M | Reset listener bound on UDP port 6015
2025-11-06 10:40:48,221 | INFO | MainThread | V3M | Launching V3M Simulation Console Application...
2025-11-06 10:40:48,308 | INFO | MainThread | V3M | ConsoleApp initialized
2025-11-06 10:40:48,317 | INFO | ResetListener | V3M | Reset listener bound on UDP port 6015
2025-11-06 10:41:03,292 | INFO | MainThread | V3M | Starting server task
2025-11-06 10:41:03,292 | INFO | MainThread | V3M | BackgroundTask started: run_server
2025-11-06 10:41:03,292 | INFO | Thread-2 | V3M | Starting UDP server...
2025-11-06 10:41:03,292 | INFO | Thread-2 | V3M | Server bound to 127.0.0.1:6020
2025-11-06 10:41:05,987 | INFO | MainThread | V3M | Application exited cleanly
2025-11-06 10:41:27,779 | INFO | MainThread | V3M | Launching V3M Simulation Console Application...
2025-11-06 10:41:27,866 | INFO | MainThread | V3M | ConsoleApp initialized
2025-11-06 10:41:27,884 | INFO | ResetListener | V3M | Reset listener bound on UDP port 6015
2025-11-06 10:41:38,881 | INFO | MainThread | V3M | Starting server task
2025-11-06 10:41:38,881 | INFO | MainThread | V3M | BackgroundTask started: run_server
2025-11-06 10:41:38,881 | INFO | Thread-2 | V3M | Starting UDP server...
2025-11-06 10:41:38,881 | INFO | Thread-2 | V3M | Server bound to 127.0.0.1:6020
2025-11-06 10:41:41,648 | INFO | Thread-2 | V3M | Client connected: ('127.0.0.1', 58783)
2025-11-06 10:41:41,652 | INFO | Thread-2 | V3M | Server stopped.
2025-11-06 10:41:41,652 | INFO | Thread-2 | V3M | BackgroundTask stop requested: run_server
2025-11-06 10:41:42,567 | INFO | MainThread | V3M | Simulation starting...
2025-11-06 10:41:42,567 | INFO | MainThread | V3M | BackgroundTask started: run_backend_script
2025-11-06 10:41:42,567 | INFO | Thread-3 | V3M | Backend simulation loop starting
2025-11-06 10:41:42,580 | INFO | Thread-3 | V3M | Validating track file selection
2025-11-06 10:41:42,585 | INFO | Thread-3 | V3M | Track file read successfully: C:\Users\Alex.Gyetvai\OneDrive - Fortescue Metals Group\ShareFolder\V3M\Trajectories\ValenciaS12.csv (rows=1673, cols=6)
2025-11-06 10:41:42,612 | INFO | Thread-3 | V3M | Trajectory loaded: C:\Users\Alex.Gyetvai\OneDrive - Fortescue Metals Group\ShareFolder\V3M\Trajectories\ValenciaS12.csv (rows=1673)
2025-11-06 10:41:42,622 | INFO | Thread-3 | V3M | Parameters loaded | Dil=False, laps=inf, e_phi_gain=2.000, steer_limits=28.000
2025-11-06 10:41:42,627 | INFO | Thread-3 | V3M | Waiting for client loop entered
2025-11-06 10:41:42,746 | INFO | Thread-3 | V3M | Lap reference generated (first iteration). clockwise=False, maxS=3337.79
2025-11-06 10:42:31,534 | ERROR | Thread-3 | root | Unrealistic vehicle speed detected: vCar=1006049510293872705536.00 m/s; breaking simulation loop
2025-11-06 10:42:31,534 | INFO | Thread-3 | V3M | Client connection closed / final braking command sent
2025-11-06 10:42:31,534 | INFO | Thread-3 | V3M | Final lap time recorded: 63.472s
2025-11-06 10:42:31,534 | INFO | Thread-3 | V3M | Server socket closed
2025-11-06 10:42:31,534 | INFO | Thread-3 | V3M | Generating plots...
2025-11-06 10:42:31,727 | WARNING | Thread-3 | V3M | Plot function plotTraj returned None
2025-11-06 10:42:31,900 | WARNING | Thread-3 | V3M | Plot function plot_e_phi_Values returned None
2025-11-06 10:42:31,963 | WARNING | MainThread | V3M | Simulation abort pressed
2025-11-06 10:42:31,979 | INFO | MainThread | V3M | BackgroundTask stop requested: run_backend_script
2025-11-06 10:42:32,440 | WARNING | Thread-3 | V3M | Plot function plot_e_l_Values returned None
2025-11-06 10:42:32,616 | WARNING | Thread-3 | V3M | Plot function plot_balance_Values returned None
2025-11-06 10:42:32,791 | WARNING | Thread-3 | V3M | Plot function plot_Angles returned None
2025-11-06 10:42:32,997 | WARNING | Thread-3 | V3M | Plot function plot_Torque returned None
2025-11-06 10:42:33,181 | WARNING | Thread-3 | V3M | Plot function plot_TargetValues returned None
2025-11-06 10:42:33,363 | WARNING | Thread-3 | V3M | Plot function plot_PedalValues returned None
2025-11-06 10:42:33,537 | WARNING | Thread-3 | V3M | Plot function plot_nMGU_Values returned None
2025-11-06 10:42:33,729 | WARNING | Thread-3 | V3M | Plot function plot_Throttle_PID_Values returned None
2025-11-06 10:42:33,903 | WARNING | Thread-3 | V3M | Plot function plot_Brake_PID_Values returned None
2025-11-06 10:42:34,063 | WARNING | Thread-3 | V3M | Plot function plot_vCar_error_Values returned None
2025-11-06 10:42:34,238 | WARNING | Thread-3 | V3M | Plot function plot_refDistances returned None
2025-11-06 10:42:34,238 | INFO | Thread-3 | V3M | Plot generation complete: 0/13 figures created
2025-11-06 10:42:34,238 | INFO | Thread-3 | V3M | Figures saved locally (count=0)
2025-11-06 10:42:34,238 | INFO | Thread-3 | V3M | Backend script finished execution; updating UI state to 'Disconnected'
2025-11-06 10:42:34,238 | INFO | Thread-3 | V3M | BackgroundTask stop requested: run_backend_script
2025-11-06 10:42:49,440 | INFO | MainThread | V3M | Starting server task
2025-11-06 10:42:49,456 | INFO | MainThread | V3M | BackgroundTask started: run_server
2025-11-06 10:42:49,456 | WARNING | Thread-4 | V3M | Server start aborted (abort_flag set)
2025-11-06 10:42:49,461 | INFO | Thread-4 | V3M | BackgroundTask stop requested: run_server
2025-11-06 10:42:51,093 | WARNING | MainThread | V3M | Simulation abort pressed
2025-11-06 10:42:51,098 | INFO | MainThread | V3M | Server socket closed on abort
2025-11-06 10:42:51,559 | INFO | MainThread | V3M | Starting server task
2025-11-06 10:42:51,575 | INFO | MainThread | V3M | BackgroundTask started: run_server
2025-11-06 10:42:51,575 | INFO | Thread-5 | V3M | Starting UDP server...
2025-11-06 10:42:51,575 | INFO | Thread-5 | V3M | Server bound to 127.0.0.1:6020
2025-11-06 10:42:55,470 | INFO | Thread-5 | V3M | Client connected: ('127.0.0.1', 64679)
2025-11-06 10:42:55,471 | INFO | Thread-5 | V3M | Server stopped.
2025-11-06 10:42:55,485 | INFO | Thread-5 | V3M | BackgroundTask stop requested: run_server
2025-11-06 10:43:18,832 | INFO | MainThread | V3M | Simulation starting...
2025-11-06 10:43:18,832 | INFO | MainThread | V3M | BackgroundTask started: run_backend_script
2025-11-06 10:43:18,832 | INFO | Thread-6 | V3M | Backend simulation loop starting
2025-11-06 10:43:18,847 | INFO | Thread-6 | V3M | Validating track file selection
2025-11-06 10:43:18,873 | INFO | Thread-6 | V3M | Track file read successfully: C:\Users\Alex.Gyetvai\OneDrive - Fortescue Metals Group\ShareFolder\V3M\Trajectories\ValenciaS12.csv (rows=1673, cols=6)
2025-11-06 10:43:18,881 | INFO | Thread-6 | V3M | Trajectory loaded: C:\Users\Alex.Gyetvai\OneDrive - Fortescue Metals Group\ShareFolder\V3M\Trajectories\ValenciaS12.csv (rows=1673)
2025-11-06 10:43:18,887 | INFO | Thread-6 | V3M | Parameters loaded | Dil=False, laps=inf, e_phi_gain=2.000, steer_limits=28.000
2025-11-06 10:43:18,887 | INFO | Thread-6 | V3M | Waiting for client loop entered
2025-11-06 10:43:18,989 | INFO | Thread-6 | V3M | Lap reference generated (first iteration). clockwise=False, maxS=3337.79
2025-11-06 10:44:21,748 | INFO | Thread-6 | V3M | Velocity percentage changed to 90%
2025-11-06 10:44:21,909 | INFO | Thread-6 | V3M | Lap 1 completed in 129.346s
2025-11-06 10:44:43,099 | WARNING | MainThread | V3M | Simulation abort pressed
2025-11-06 10:44:43,099 | INFO | MainThread | V3M | BackgroundTask stop requested: run_backend_script
2025-11-06 10:44:43,115 | WARNING | Thread-6 | V3M | Abort flag detected during simulation loop; breaking
2025-11-06 10:44:43,141 | INFO | Thread-6 | V3M | Client connection closed / final braking command sent
2025-11-06 10:44:43,146 | INFO | Thread-6 | V3M | Final lap time recorded: 45.144s
2025-11-06 10:44:43,146 | INFO | Thread-6 | V3M | Server socket closed
2025-11-06 10:44:43,146 | INFO | Thread-6 | V3M | Generating plots...
2025-11-06 10:44:43,353 | WARNING | Thread-6 | V3M | Plot function plotTraj returned None
2025-11-06 10:44:43,511 | WARNING | Thread-6 | V3M | Plot function plot_e_phi_Values returned None
2025-11-06 10:44:44,129 | WARNING | Thread-6 | V3M | Plot function plot_e_l_Values returned None
2025-11-06 10:44:44,287 | WARNING | Thread-6 | V3M | Plot function plot_balance_Values returned None
2025-11-06 10:44:44,493 | WARNING | Thread-6 | V3M | Plot function plot_Angles returned None
2025-11-06 10:44:44,731 | WARNING | Thread-6 | V3M | Plot function plot_Torque returned None
2025-11-06 10:44:44,944 | WARNING | Thread-6 | V3M | Plot function plot_TargetValues returned None
2025-11-06 10:44:45,143 | WARNING | Thread-6 | V3M | Plot function plot_PedalValues returned None
2025-11-06 10:44:45,334 | WARNING | Thread-6 | V3M | Plot function plot_nMGU_Values returned None
2025-11-06 10:44:45,572 | WARNING | Thread-6 | V3M | Plot function plot_Throttle_PID_Values returned None
2025-11-06 10:44:45,794 | WARNING | Thread-6 | V3M | Plot function plot_Brake_PID_Values returned None
2025-11-06 10:44:45,954 | WARNING | Thread-6 | V3M | Plot function plot_vCar_error_Values returned None
2025-11-06 10:44:46,129 | WARNING | Thread-6 | V3M | Plot function plot_refDistances returned None
2025-11-06 10:44:46,129 | INFO | Thread-6 | V3M | Plot generation complete: 0/13 figures created
2025-11-06 10:44:46,129 | INFO | Thread-6 | V3M | Figures saved locally (count=0)
2025-11-06 10:44:46,129 | INFO | Thread-6 | V3M | Backend script finished execution; updating UI state to 'Disconnected'
2025-11-06 10:44:46,161 | INFO | Thread-6 | V3M | BackgroundTask stop requested: run_backend_script
2025-11-06 10:46:30,152 | INFO | MainThread | V3M | Application closing requested
2025-11-06 10:46:30,152 | INFO | MainThread | V3M | Tkinter main loop quit
2025-11-06 10:46:30,152 | INFO | MainThread | V3M | Application exited cleanly
2025-11-06 10:49:52,076 | INFO | MainThread | V3M | Launching V3M Simulation Console Application...
2025-11-06 10:49:52,137 | INFO | MainThread | V3M | ConsoleApp initialized
2025-11-06 10:49:52,168 | INFO | ResetListener | V3M | Reset listener bound on UDP port 6015
2025-11-06 10:50:03,258 | INFO | MainThread | V3M | Starting server task
2025-11-06 10:50:03,258 | INFO | MainThread | V3M | BackgroundTask started: run_server
2025-11-06 10:50:03,258 | INFO | Thread-2 | V3M | Starting UDP server...
2025-11-06 10:50:03,258 | INFO | Thread-2 | V3M | Server bound to 127.0.0.1:6020
2025-11-06 10:50:05,983 | INFO | Thread-2 | V3M | Client connected: ('127.0.0.1', 63114)
2025-11-06 10:50:05,984 | INFO | Thread-2 | V3M | Server stopped.
2025-11-06 10:50:05,985 | INFO | Thread-2 | V3M | BackgroundTask stop requested: run_server
2025-11-06 10:50:06,999 | INFO | MainThread | V3M | Simulation starting...
2025-11-06 10:50:06,999 | INFO | MainThread | V3M | BackgroundTask started: run_backend_script
2025-11-06 10:50:07,011 | INFO | Thread-3 | V3M | Backend simulation loop starting
2025-11-06 10:50:07,011 | INFO | Thread-3 | V3M | Validating track file selection
2025-11-06 10:50:07,029 | INFO | Thread-3 | V3M | Track file read successfully: C:\Users\Alex.Gyetvai\OneDrive - Fortescue Metals Group\ShareFolder\V3M\Trajectories\ValenciaS12.csv (rows=1673, cols=6)
2025-11-06 10:50:07,043 | INFO | Thread-3 | V3M | Trajectory loaded: C:\Users\Alex.Gyetvai\OneDrive - Fortescue Metals Group\ShareFolder\V3M\Trajectories\ValenciaS12.csv (rows=1673)
2025-11-06 10:50:07,059 | INFO | Thread-3 | V3M | Parameters loaded | Dil=False, laps=inf, e_phi_gain=2.000, steer_limits=28.000
2025-11-06 10:50:07,059 | INFO | Thread-3 | V3M | Waiting for client loop entered
2025-11-06 10:50:07,169 | INFO | Thread-3 | V3M | Lap reference generated (first iteration). clockwise=False, maxS=3337.79
2025-11-06 10:50:10,023 | INFO | MainThread | V3M | Simulation stop requested by user
2025-11-06 10:50:10,039 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,039 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,039 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,055 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,055 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,055 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,055 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,055 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,070 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,070 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,070 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,070 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,070 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,086 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,094 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,094 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,094 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,102 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,102 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,102 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,102 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,118 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,118 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,118 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,118 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,133 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,133 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,133 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,133 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,149 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,149 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,149 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,149 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,149 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,165 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,165 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,165 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,165 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,181 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,181 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,181 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,181 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,181 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,194 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,197 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,197 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,197 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,197 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,197 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,212 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,212 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,212 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,212 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,223 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,228 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,228 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,228 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,228 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,228 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,228 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,246 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,246 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,246 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,246 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,246 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,260 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,260 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,260 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,260 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,260 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,275 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,275 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,275 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,275 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,275 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,275 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,291 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,294 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,294 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,294 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,294 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,307 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,307 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,307 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,307 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,307 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,307 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,322 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,322 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,322 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,322 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,322 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,338 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,338 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,338 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,338 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,338 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,338 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,354 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,354 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,354 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,354 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,354 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,370 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,370 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,370 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,370 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
2025-11-06 10:50:10,370 | INFO | Thread-3 | V3M | Stop flag set; commanding safe stop torques/pressures
